"Label (Grouping)","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Below poverty level!!Estimate","Georgia!!Below poverty level!!Margin of Error","Georgia!!Percent below poverty level!!Estimate","Georgia!!Percent below poverty level!!Margin of Error","Barrow County, Georgia!!Total!!Estimate","Barrow County, Georgia!!Total!!Margin of Error","Barrow County, Georgia!!Below poverty level!!Estimate","Barrow County, Georgia!!Below poverty level!!Margin of Error","Barrow County, Georgia!!Percent below poverty level!!Estimate","Barrow County, Georgia!!Percent below poverty level!!Margin of Error","Bartow County, Georgia!!Total!!Estimate","Bartow County, Georgia!!Total!!Margin of Error","Bartow County, Georgia!!Below poverty level!!Estimate","Bartow County, Georgia!!Below poverty level!!Margin of Error","Bartow County, Georgia!!Percent below poverty level!!Estimate","Bartow County, Georgia!!Percent below poverty level!!Margin of Error","Bibb County, Georgia!!Total!!Estimate","Bibb County, Georgia!!Total!!Margin of Error","Bibb County, Georgia!!Below poverty level!!Estimate","Bibb County, Georgia!!Below poverty level!!Margin of Error","Bibb County, Georgia!!Percent below poverty level!!Estimate","Bibb County, Georgia!!Percent below poverty level!!Margin of Error","Bulloch County, Georgia!!Total!!Estimate","Bulloch County, Georgia!!Total!!Margin of Error","Bulloch County, Georgia!!Below poverty level!!Estimate","Bulloch County, Georgia!!Below poverty level!!Margin of Error","Bulloch County, Georgia!!Percent below poverty level!!Estimate","Bulloch County, Georgia!!Percent below poverty level!!Margin of Error","Carroll County, Georgia!!Total!!Estimate","Carroll County, Georgia!!Total!!Margin of Error","Carroll County, Georgia!!Below poverty level!!Estimate","Carroll County, Georgia!!Below poverty level!!Margin of Error","Carroll County, Georgia!!Percent below poverty level!!Estimate","Carroll County, Georgia!!Percent below poverty level!!Margin of Error","Catoosa County, Georgia!!Total!!Estimate","Catoosa County, Georgia!!Total!!Margin of Error","Catoosa County, Georgia!!Below poverty level!!Estimate","Catoosa County, Georgia!!Below poverty level!!Margin of Error","Catoosa County, Georgia!!Percent below poverty level!!Estimate","Catoosa County, Georgia!!Percent below poverty level!!Margin of Error","Chatham County, Georgia!!Total!!Estimate","Chatham County, Georgia!!Total!!Margin of Error","Chatham County, Georgia!!Below poverty level!!Estimate","Chatham County, Georgia!!Below poverty level!!Margin of Error","Chatham County, Georgia!!Percent below poverty level!!Estimate","Chatham County, Georgia!!Percent below poverty level!!Margin of Error","Cherokee County, Georgia!!Total!!Estimate","Cherokee County, Georgia!!Total!!Margin of Error","Cherokee County, Georgia!!Below poverty level!!Estimate","Cherokee County, Georgia!!Below poverty level!!Margin of Error","Cherokee County, Georgia!!Percent below poverty level!!Estimate","Cherokee County, Georgia!!Percent below poverty level!!Margin of Error","Clarke County, Georgia!!Total!!Estimate","Clarke County, Georgia!!Total!!Margin of Error","Clarke County, Georgia!!Below poverty level!!Estimate","Clarke County, Georgia!!Below poverty level!!Margin of Error","Clarke County, Georgia!!Percent below poverty level!!Estimate","Clarke County, Georgia!!Percent below poverty level!!Margin of Error","Clayton County, Georgia!!Total!!Estimate","Clayton County, Georgia!!Total!!Margin of Error","Clayton County, Georgia!!Below poverty level!!Estimate","Clayton County, Georgia!!Below poverty level!!Margin of Error","Clayton County, Georgia!!Percent below poverty level!!Estimate","Clayton County, Georgia!!Percent below poverty level!!Margin of Error","Cobb County, Georgia!!Total!!Estimate","Cobb County, Georgia!!Total!!Margin of Error","Cobb County, Georgia!!Below poverty level!!Estimate","Cobb County, Georgia!!Below poverty level!!Margin of Error","Cobb County, Georgia!!Percent below poverty level!!Estimate","Cobb County, Georgia!!Percent below poverty level!!Margin of Error","Columbia County, Georgia!!Total!!Estimate","Columbia County, Georgia!!Total!!Margin of Error","Columbia County, Georgia!!Below poverty level!!Estimate","Columbia County, Georgia!!Below poverty level!!Margin of Error","Columbia County, Georgia!!Percent below poverty level!!Estimate","Columbia County, Georgia!!Percent below poverty level!!Margin of Error","Coweta County, Georgia!!Total!!Estimate","Coweta County, Georgia!!Total!!Margin of Error","Coweta County, Georgia!!Below poverty level!!Estimate","Coweta County, Georgia!!Below poverty level!!Margin of Error","Coweta County, Georgia!!Percent below poverty level!!Estimate","Coweta County, Georgia!!Percent below poverty level!!Margin of Error","DeKalb County, Georgia!!Total!!Estimate","DeKalb County, Georgia!!Total!!Margin of Error","DeKalb County, Georgia!!Below poverty level!!Estimate","DeKalb County, Georgia!!Below poverty level!!Margin of Error","DeKalb County, Georgia!!Percent below poverty level!!Estimate","DeKalb County, Georgia!!Percent below poverty level!!Margin of Error","Dougherty County, Georgia!!Total!!Estimate","Dougherty County, Georgia!!Total!!Margin of Error","Dougherty County, Georgia!!Below poverty level!!Estimate","Dougherty County, Georgia!!Below poverty level!!Margin of Error","Dougherty County, Georgia!!Percent below poverty level!!Estimate","Dougherty County, Georgia!!Percent below poverty level!!Margin of Error","Douglas County, Georgia!!Total!!Estimate","Douglas County, Georgia!!Total!!Margin of Error","Douglas County, Georgia!!Below poverty level!!Estimate","Douglas County, Georgia!!Below poverty level!!Margin of Error","Douglas County, Georgia!!Percent below poverty level!!Estimate","Douglas County, Georgia!!Percent below poverty level!!Margin of Error","Fayette County, Georgia!!Total!!Estimate","Fayette County, Georgia!!Total!!Margin of Error","Fayette County, Georgia!!Below poverty level!!Estimate","Fayette County, Georgia!!Below poverty level!!Margin of Error","Fayette County, Georgia!!Percent below poverty level!!Estimate","Fayette County, Georgia!!Percent below poverty level!!Margin of Error","Floyd County, Georgia!!Total!!Estimate","Floyd County, Georgia!!Total!!Margin of Error","Floyd County, Georgia!!Below poverty level!!Estimate","Floyd County, Georgia!!Below poverty level!!Margin of Error","Floyd County, Georgia!!Percent below poverty level!!Estimate","Floyd County, Georgia!!Percent below poverty level!!Margin of Error","Forsyth County, Georgia!!Total!!Estimate","Forsyth County, Georgia!!Total!!Margin of Error","Forsyth County, Georgia!!Below poverty level!!Estimate","Forsyth County, Georgia!!Below poverty level!!Margin of Error","Forsyth County, Georgia!!Percent below poverty level!!Estimate","Forsyth County, Georgia!!Percent below poverty level!!Margin of Error","Fulton County, Georgia!!Total!!Estimate","Fulton County, Georgia!!Total!!Margin of Error","Fulton County, Georgia!!Below poverty level!!Estimate","Fulton County, Georgia!!Below poverty level!!Margin of Error","Fulton County, Georgia!!Percent below poverty level!!Estimate","Fulton County, Georgia!!Percent below poverty level!!Margin of Error","Glynn County, Georgia!!Total!!Estimate","Glynn County, Georgia!!Total!!Margin of Error","Glynn County, Georgia!!Below poverty level!!Estimate","Glynn County, Georgia!!Below poverty level!!Margin of Error","Glynn County, Georgia!!Percent below poverty level!!Estimate","Glynn County, Georgia!!Percent below poverty level!!Margin of Error","Gwinnett County, Georgia!!Total!!Estimate","Gwinnett County, Georgia!!Total!!Margin of Error","Gwinnett County, Georgia!!Below poverty level!!Estimate","Gwinnett County, Georgia!!Below poverty level!!Margin of Error","Gwinnett County, Georgia!!Percent below poverty level!!Estimate","Gwinnett County, Georgia!!Percent below poverty level!!Margin of Error","Hall County, Georgia!!Total!!Estimate","Hall County, Georgia!!Total!!Margin of Error","Hall County, Georgia!!Below poverty level!!Estimate","Hall County, Georgia!!Below poverty level!!Margin of Error","Hall County, Georgia!!Percent below poverty level!!Estimate","Hall County, Georgia!!Percent below poverty level!!Margin of Error","Henry County, Georgia!!Total!!Estimate","Henry County, Georgia!!Total!!Margin of Error","Henry County, Georgia!!Below poverty level!!Estimate","Henry County, Georgia!!Below poverty level!!Margin of Error","Henry County, Georgia!!Percent below poverty level!!Estimate","Henry County, Georgia!!Percent below poverty level!!Margin of Error","Houston County, Georgia!!Total!!Estimate","Houston County, Georgia!!Total!!Margin of Error","Houston County, Georgia!!Below poverty level!!Estimate","Houston County, Georgia!!Below poverty level!!Margin of Error","Houston County, Georgia!!Percent below poverty level!!Estimate","Houston County, Georgia!!Percent below poverty level!!Margin of Error","Jackson County, Georgia!!Total!!Estimate","Jackson County, Georgia!!Total!!Margin of Error","Jackson County, Georgia!!Below poverty level!!Estimate","Jackson County, Georgia!!Below poverty level!!Margin of Error","Jackson County, Georgia!!Percent below poverty level!!Estimate","Jackson County, Georgia!!Percent below poverty level!!Margin of Error","Lowndes County, Georgia!!Total!!Estimate","Lowndes County, Georgia!!Total!!Margin of Error","Lowndes County, Georgia!!Below poverty level!!Estimate","Lowndes County, Georgia!!Below poverty level!!Margin of Error","Lowndes County, Georgia!!Percent below poverty level!!Estimate","Lowndes County, Georgia!!Percent below poverty level!!Margin of Error","Muscogee County, Georgia!!Total!!Estimate","Muscogee County, Georgia!!Total!!Margin of Error","Muscogee County, Georgia!!Below poverty level!!Estimate","Muscogee County, Georgia!!Below poverty level!!Margin of Error","Muscogee County, Georgia!!Percent below poverty level!!Estimate","Muscogee County, Georgia!!Percent below poverty level!!Margin of Error","Newton County, Georgia!!Total!!Estimate","Newton County, Georgia!!Total!!Margin of Error","Newton County, Georgia!!Below poverty level!!Estimate","Newton County, Georgia!!Below poverty level!!Margin of Error","Newton County, Georgia!!Percent below poverty level!!Estimate","Newton County, Georgia!!Percent below poverty level!!Margin of Error","Paulding County, Georgia!!Total!!Estimate","Paulding County, Georgia!!Total!!Margin of Error","Paulding County, Georgia!!Below poverty level!!Estimate","Paulding County, Georgia!!Below poverty level!!Margin of Error","Paulding County, Georgia!!Percent below poverty level!!Estimate","Paulding County, Georgia!!Percent below poverty level!!Margin of Error","Richmond County, Georgia!!Total!!Estimate","Richmond County, Georgia!!Total!!Margin of Error","Richmond County, Georgia!!Below poverty level!!Estimate","Richmond County, Georgia!!Below poverty level!!Margin of Error","Richmond County, Georgia!!Percent below poverty level!!Estimate","Richmond County, Georgia!!Percent below poverty level!!Margin of Error","Rockdale County, Georgia!!Total!!Estimate","Rockdale County, Georgia!!Total!!Margin of Error","Rockdale County, Georgia!!Below poverty level!!Estimate","Rockdale County, Georgia!!Below poverty level!!Margin of Error","Rockdale County, Georgia!!Percent below poverty level!!Estimate","Rockdale County, Georgia!!Percent below poverty level!!Margin of Error","Spalding County, Georgia!!Total!!Estimate","Spalding County, Georgia!!Total!!Margin of Error","Spalding County, Georgia!!Below poverty level!!Estimate","Spalding County, Georgia!!Below poverty level!!Margin of Error","Spalding County, Georgia!!Percent below poverty level!!Estimate","Spalding County, Georgia!!Percent below poverty level!!Margin of Error","Troup County, Georgia!!Total!!Estimate","Troup County, Georgia!!Total!!Margin of Error","Troup County, Georgia!!Below poverty level!!Estimate","Troup County, Georgia!!Below poverty level!!Margin of Error","Troup County, Georgia!!Percent below poverty level!!Estimate","Troup County, Georgia!!Percent below poverty level!!Margin of Error","Walker County, Georgia!!Total!!Estimate","Walker County, Georgia!!Total!!Margin of Error","Walker County, Georgia!!Below poverty level!!Estimate","Walker County, Georgia!!Below poverty level!!Margin of Error","Walker County, Georgia!!Percent below poverty level!!Estimate","Walker County, Georgia!!Percent below poverty level!!Margin of Error","Walton County, Georgia!!Total!!Estimate","Walton County, Georgia!!Total!!Margin of Error","Walton County, Georgia!!Below poverty level!!Estimate","Walton County, Georgia!!Below poverty level!!Margin of Error","Walton County, Georgia!!Percent below poverty level!!Estimate","Walton County, Georgia!!Percent below poverty level!!Margin of Error","Whitfield County, Georgia!!Total!!Estimate","Whitfield County, Georgia!!Total!!Margin of Error","Whitfield County, Georgia!!Below poverty level!!Estimate","Whitfield County, Georgia!!Below poverty level!!Margin of Error","Whitfield County, Georgia!!Percent below poverty level!!Estimate","Whitfield County, Georgia!!Percent below poverty level!!Margin of Error"
"Population for whom poverty status is determined","319,184,033","±23,581","41,852,315","±232,949","13.1%","±0.1","10,238,658","±5,792","1,468,642","±34,068","14.3%","±0.3","80,449","±329","6,630","±1,994","8.2%","±2.5","104,791","±1,423","12,419","±3,485","11.9%","±3.3","145,375","±1,338","36,436","±5,267","25.1%","±3.6","68,339","±2,463","16,219","±2,923","23.7%","±4.1","113,659","±1,566","20,027","±4,198","17.6%","±3.7","66,348","±942","6,884","±2,782","10.4%","±4.3","278,029","±2,098","37,295","±4,325","13.4%","±1.5","252,281","±760","19,834","±4,728","7.9%","±1.9","116,178","±1,833","31,955","±3,649","27.5%","±3.0","282,949","±2,528","47,970","±7,592","17.0%","±2.7","743,993","±2,228","64,966","±7,577","8.7%","±1.0","153,891","±322","11,561","±3,376","7.5%","±2.2","144,690","±961","16,992","±4,867","11.7%","±3.3","742,726","±2,850","102,530","±9,377","13.8%","±1.3","87,006","±2,265","24,301","±3,505","27.9%","±3.9","143,523","±1,225","19,122","±5,216","13.3%","±3.6","112,378","±998","3,390","±1,650","3.0%","±1.5","93,320","±1,433","21,282","±4,093","22.8%","±4.4","235,749","±627","12,051","±3,289","5.1%","±1.4","1,017,969","±3,914","131,569","±11,712","12.9%","±1.1","83,329","±1,253","13,904","±3,018","16.7%","±3.6","922,124","±1,403","82,456","±10,397","8.9%","±1.1","200,254","±664","27,106","±5,051","13.5%","±2.5","228,354","±1,598","13,800","±3,689","6.0%","±1.6","152,841","±1,464","18,069","±4,672","11.8%","±3.1","69,412","±778","3,290","±1,299","4.7%","±1.9","111,327","±1,437","31,919","±5,080","28.7%","±4.6","187,584","±2,094","37,726","±5,100","20.1%","±2.7","108,135","±1,097","18,282","±5,246","16.9%","±4.8","162,820","±867","12,045","±4,399","7.4%","±2.7","190,976","±2,420","39,411","±5,961","20.6%","±3.1","89,356","±844","10,500","±3,419","11.8%","±3.8","64,668","±1,204","8,866","±2,656","13.7%","±4.1","68,298","±1,183","14,875","±3,308","21.8%","±4.8","67,780","±1,092","9,492","±2,699","14.0%","±4.0","92,277","±908","11,621","±3,291","12.6%","±3.6","102,783","±1,259","14,741","±3,903","14.3%","±3.8"
"    AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Under 18 years","72,163,269","±42,821","12,997,532","±124,405","18.0%","±0.2","2,463,436","±7,338","504,745","±18,451","20.5%","±0.7","20,723","±342","2,740","±1,195","13.2%","±5.8","24,701","±590","2,759","±1,513","11.2%","±6.1","36,018","±926","13,717","±2,901","38.1%","±7.8","14,933","±631","2,912","±1,410","19.5%","±9.3","27,025","±654","5,784","±2,014","21.4%","±7.4","13,479","±1,035","1,729","±1,159","12.8%","±8.5","60,568","±508","10,094","±2,363","16.7%","±3.9","61,711","±322","6,237","±2,256","10.1%","±3.7","21,364","±363","6,806","±1,548","31.9%","±7.2","79,527","±1,167","19,298","±4,339","24.3%","±5.4","175,041","±1,579","22,696","±4,598","13.0%","±2.6","39,082","±106","4,710","±1,613","12.1%","±4.1","34,024","±1,419","5,283","±2,087","15.5%","±6.2","174,185","±955","39,513","±5,031","22.7%","±2.9","20,930","±272","9,145","±1,684","43.7%","±8.0","36,642","±984","8,719","±3,239","23.8%","±8.9","25,699","±468","796","±697","3.1%","±2.7","21,674","±785","8,907","±2,200","41.1%","±10.4","64,503","±369","3,573","±1,405","5.5%","±2.2","226,520","±1,387","41,566","±6,565","18.3%","±2.9","17,824","±969","4,810","±1,219","27.0%","±7.1","247,002","±1,162","28,798","±5,977","11.7%","±2.4","50,753","±602","11,496","±2,925","22.7%","±5.8","58,212","±720","4,479","±1,981","7.7%","±3.4","37,757","±1,816","5,443","±2,135","14.4%","±5.8","17,513","±388","1,067","±745","6.1%","±4.3","26,945","±750","10,171","±2,151","37.7%","±8.0","47,443","±666","13,303","±3,128","28.0%","±6.6","28,233","±259","5,617","±2,504","19.9%","±8.9","43,103","±963","5,111","±2,694","11.9%","±6.3","44,448","±1,681","14,686","±3,788","33.0%","±8.3","21,802","±590","4,391","±2,023","20.1%","±9.3","15,536","±583","2,648","±1,416","17.0%","±9.2","16,766","±784","4,718","±1,526","28.1%","±9.0","14,984","±225","2,899","±1,267","19.3%","±8.4","23,000","±446","4,605","±1,876","20.0%","±8.2","27,303","±564","5,492","±2,260","20.1%","±8.3"
"            Under 5 years","19,301,529","±24,899","3,758,704","±43,842","19.5%","±0.2","635,094","±5,775","140,442","±9,474","22.1%","±1.4","5,177","±513","822","±636","15.9%","±11.1","7,040","±641","952","±624","13.5%","±8.7","9,076","±734","3,803","±1,103","41.9%","±11.9","4,262","±249","845","±590","19.8%","±13.7","6,256","±942","578","±449","9.2%","±7.7","3,240","±2","660","±573","20.4%","±17.7","17,659","±430","3,005","±907","17.0%","±5.1","14,754","±231","1,496","±1,035","10.1%","±7.0","6,434","±254","2,528","±631","39.3%","±9.7","21,653","±597","3,897","±1,367","18.0%","±6.2","45,642","±831","4,020","±1,696","8.8%","±3.7","9,637","±471","447","±465","4.6%","±4.8","7,284","±1,017","1,274","±1,051","17.5%","±12.7","52,532","±560","12,339","±2,208","23.5%","±4.3","5,707","±387","3,306","±782","57.9%","±12.4","8,705","±255","2,231","±1,001","25.6%","±11.5","4,770","±879","104","±165","2.2%","±3.4","6,263","±927","2,327","±1,332","37.2%","±20.1","14,062","±432","875","±542","6.2%","±3.8","60,778","±821","12,133","±2,724","20.0%","±4.5","4,659","±305","896","±544","19.2%","±11.9","60,909","±224","8,130","±2,400","13.3%","±3.9","12,952","±559","2,913","±1,212","22.5%","±9.4","12,827","±1,154","867","±712","6.8%","±5.7","9,014","±500","983","±639","10.9%","±7.1","4,247","±481","438","±399","10.3%","±8.6","7,841","±831","2,854","±1,114","36.4%","±12.3","12,921","±794","4,381","±1,198","33.9%","±9.7","6,961","±584","1,341","±876","19.3%","±12.4","11,062","±827","1,366","±919","12.3%","±8.4","13,080","±710","6,131","±2,058","46.9%","±14.9","4,420","±812","1,226","±1,015","27.7%","±20.9","3,748","±80","906","±682","24.2%","±18.4","4,402","±282","1,314","±635","29.9%","±15.0","3,990","±500","1,040","±730","26.1%","±18.3","5,955","±816","1,178","±826","19.8%","±13.2","6,817","±743","2,200","±1,139","32.3%","±14.6"
"            5 to 17 years","52,861,740","±34,904","9,238,828","±95,682","17.5%","±0.2","1,828,342","±8,425","364,303","±13,363","19.9%","±0.7","15,546","±612","1,918","±1,089","12.3%","±6.9","17,661","±899","1,807","±1,034","10.2%","±5.9","26,942","±678","9,914","±2,409","36.8%","±8.7","10,671","±579","2,067","±1,115","19.4%","±10.3","20,769","±963","5,206","±1,796","25.1%","±8.3","10,239","±1,035","1,069","±745","10.4%","±7.1","42,909","±610","7,089","±1,838","16.5%","±4.3","46,957","±411","4,741","±1,767","10.1%","±3.8","14,930","±173","4,278","±1,232","28.7%","±8.3","57,874","±1,217","15,401","±3,425","26.6%","±5.8","129,399","±1,191","18,676","±3,990","14.4%","±3.1","29,445","±457","4,263","±1,507","14.5%","±5.1","26,740","±1,671","4,009","±1,388","15.0%","±5.6","121,653","±896","27,174","±3,742","22.3%","±3.1","15,223","±422","5,839","±1,448","38.4%","±9.3","27,937","±816","6,488","±2,640","23.2%","±9.5","20,929","±977","692","±584","3.3%","±2.9","15,411","±1,071","6,580","±1,912","42.7%","±11.4","50,441","±544","2,698","±1,044","5.3%","±2.1","165,742","±854","29,433","±5,120","17.8%","±3.1","13,165","±885","3,914","±1,016","29.7%","±8.2","186,093","±1,202","20,668","±4,521","11.1%","±2.4","37,801","±746","8,583","±2,261","22.7%","±6.1","45,385","±1,195","3,612","±1,841","8.0%","±4.0","28,743","±1,603","4,460","±1,766","15.5%","±6.3","13,266","±639","629","±566","4.7%","±4.2","19,104","±866","7,317","±1,762","38.3%","±9.2","34,522","±897","8,922","±2,297","25.8%","±6.6","21,272","±622","4,276","±1,999","20.1%","±9.5","32,041","±1,155","3,745","±2,346","11.7%","±7.4","31,368","±2,033","8,555","±2,834","27.3%","±8.4","17,382","±808","3,165","±1,439","18.2%","±8.4","11,788","±554","1,742","±1,056","14.8%","±9.0","12,364","±808","3,404","±1,261","27.5%","±10.0","10,994","±489","1,859","±936","16.9%","±8.4","17,045","±936","3,427","±1,356","20.1%","±7.9","20,486","±792","3,292","±1,401","16.1%","±7.0"
"            Related children of householder under 18 years","71,831,448","±45,438","12,688,856","±124,482","17.7%","±0.2","2,452,439","±7,815","494,416","±18,775","20.2%","±0.8","20,581","±380","2,598","±1,157","12.6%","±5.6","24,636","±589","2,694","±1,496","10.9%","±6.0","35,774","±974","13,609","±2,909","38.0%","±7.8","14,928","±631","2,907","±1,409","19.5%","±9.3","26,757","±796","5,516","±1,944","20.6%","±7.3","13,479","±1,035","1,729","±1,159","12.8%","±8.5","60,339","±570","9,881","±2,350","16.4%","±3.9","61,711","±322","6,237","±2,256","10.1%","±3.7","21,302","±375","6,744","±1,573","31.7%","±7.3","79,357","±1,272","19,128","±4,342","24.1%","±5.4","173,895","±1,873","21,550","±4,563","12.4%","±2.6","39,082","±106","4,710","±1,613","12.1%","±4.1","33,906","±1,493","5,198","±2,103","15.3%","±6.2","172,859","±1,464","38,314","±4,966","22.2%","±2.9","20,431","±433","8,646","±1,695","42.3%","±8.1","36,287","±1,246","8,364","±3,267","23.0%","±9.0","25,477","±775","574","±508","2.3%","±2.0","21,271","±866","8,504","±2,222","40.0%","±10.7","64,277","±476","3,400","±1,332","5.3%","±2.1","226,319","±1,408","41,398","±6,537","18.3%","±2.9","17,226","±1,238","4,212","±1,165","24.5%","±6.8","246,570","±1,235","28,366","±5,947","11.5%","±2.4","50,612","±650","11,443","±2,926","22.6%","±5.9","58,107","±731","4,374","±1,970","7.5%","±3.4","37,602","±1,834","5,288","±2,110","14.1%","±5.8","17,513","±388","1,067","±745","6.1%","±4.3","26,919","±750","10,145","±2,154","37.7%","±8.0","47,114","±690","13,032","±3,074","27.7%","±6.5","28,233","±259","5,617","±2,504","19.9%","±8.9","43,041","±995","5,049","±2,698","11.7%","±6.3","44,296","±1,712","14,534","±3,792","32.8%","±8.3","21,802","±590","4,391","±2,023","20.1%","±9.3","15,536","±583","2,648","±1,416","17.0%","±9.2","16,766","±784","4,718","±1,526","28.1%","±9.0","14,946","±252","2,861","±1,275","19.1%","±8.5","23,000","±446","4,605","±1,876","20.0%","±8.2","27,274","±569","5,463","±2,262","20.0%","±8.3"
"        18 to 64 years","195,883,446","±26,712","24,030,690","±118,633","12.3%","±0.1","6,349,423","±6,846","818,172","±20,459","12.9%","±0.3","49,605","±391","3,319","±974","6.7%","±2.0","65,650","±1,395","8,315","±2,299","12.7%","±3.5","86,256","±1,215","19,304","±2,930","22.4%","±3.3","45,020","±2,512","12,663","±2,250","28.1%","±4.5","70,125","±1,225","11,731","±2,578","16.7%","±3.7","41,014","±805","4,159","±2,308","10.1%","±5.6","174,373","±2,211","23,687","±2,885","13.6%","±1.6","154,686","±1,242","10,155","±2,439","6.6%","±1.6","80,174","±1,886","23,799","±2,638","29.7%","±3.0","176,957","±2,041","25,629","±3,914","14.5%","±2.2","477,451","±1,776","37,572","±4,056","7.9%","±0.8","93,648","±527","5,104","±1,967","5.5%","±2.1","90,056","±1,976","10,918","±3,595","12.1%","±3.9","476,488","±2,735","54,993","±5,455","11.5%","±1.1","52,484","±2,255","12,726","±2,425","24.2%","±4.3","89,728","±870","9,295","±2,419","10.4%","±2.7","66,587","±731","2,214","±1,012","3.3%","±1.5","55,749","±1,453","10,552","±2,395","18.9%","±4.3","143,074","±704","7,278","±2,115","5.1%","±1.5","671,012","±3,636","75,966","±6,569","11.3%","±1.0","48,995","±1,069","8,172","±2,012","16.7%","±4.1","582,708","±938","45,271","±6,044","7.8%","±1.0","119,878","±1,319","13,078","±2,515","10.9%","±2.1","144,066","±1,569","8,020","±2,561","5.6%","±1.8","97,228","±1,737","11,513","±3,086","11.8%","±3.2","41,867","±618","1,923","±760","4.6%","±1.8","70,118","±1,255","19,035","±3,145","27.1%","±4.5","114,527","±1,998","21,322","±2,993","18.6%","±2.6","65,733","±1,129","11,525","±3,243","17.5%","±4.9","102,982","±1,484","5,508","±1,910","5.3%","±1.9","119,816","±2,099","21,087","±3,281","17.6%","±2.7","54,977","±770","5,695","±1,941","10.4%","±3.5","37,311","±1,300","5,724","±1,723","15.3%","±4.6","41,817","±1,243","8,640","±1,948","20.7%","±4.8","40,042","±1,176","5,723","±1,637","14.3%","±4.1","55,575","±1,057","5,996","±1,672","10.8%","±3.0","61,102","±1,642","6,836","±1,908","11.2%","±3.1"
"            18 to 34 years","71,927,050","±39,774","11,172,384","±76,264","15.5%","±0.1","2,328,721","±9,454","366,222","±12,982","15.7%","±0.5","18,112","±326","1,613","±731","8.9%","±4.0","23,674","±1,278","2,717","±1,078","11.5%","±4.4","32,679","±1,030","8,884","±1,589","27.2%","±4.8","21,343","±2,355","9,171","±2,139","43.0%","±7.7","28,135","±1,276","6,077","±1,762","21.6%","±6.2","13,989","±1,055","2,333","±1,828","16.7%","±12.6","71,483","±1,809","12,647","±2,140","17.7%","±2.9","51,162","±1,218","4,861","±1,560","9.5%","±3.0","43,898","±2,069","18,623","±2,303","42.4%","±4.3","70,199","±1,713","10,758","±2,240","15.3%","±3.1","171,540","±1,687","17,132","±3,022","10.0%","±1.8","34,165","±1,570","2,218","±994","6.5%","±2.8","33,199","±2,262","4,867","±2,574","14.7%","±7.4","182,047","±2,540","26,552","±3,464","14.6%","±1.9","21,193","±2,340","6,109","±1,527","28.8%","±6.5","30,924","±1,405","3,766","±1,390","12.2%","±4.5","18,987","±819","701","±513","3.7%","±2.7","20,542","±1,771","3,866","±1,421","18.8%","±6.7","39,558","±708","2,724","±940","6.9%","±2.4","262,422","±3,643","35,855","±4,588","13.7%","±1.7","15,711","±1,026","3,402","±1,370","21.7%","±8.3","206,215","±587","18,819","±3,378","9.1%","±1.6","44,837","±1,004","4,228","±1,306","9.4%","±2.9","47,940","±2,179","2,676","±967","5.6%","±1.9","35,016","±1,737","3,603","±1,381","10.3%","±3.9","14,088","±825","857","±527","6.1%","±3.7","34,039","±1,651","10,473","±2,054","30.8%","±5.8","47,009","±1,345","9,638","±1,953","20.5%","±4.1","22,142","±1,013","4,270","±1,819","19.3%","±8.3","34,460","±2,169","2,137","±1,057","6.2%","±3.1","49,557","±1,886","9,125","±2,388","18.4%","±4.8","19,664","±1,393","2,745","±1,113","14.0%","±5.5","12,539","±1,000","2,135","±840","17.0%","±6.6","16,277","±1,067","4,640","±1,175","28.5%","±7.6","13,514","±560","2,041","±902","15.1%","±6.7","18,918","±661","2,373","±1,078","12.5%","±5.6","21,966","±1,078","2,873","±996","13.1%","±4.5"
