"Label (Grouping)","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Below poverty level!!Estimate","Georgia!!Below poverty level!!Margin of Error","Georgia!!Percent below poverty level!!Estimate","Georgia!!Percent below poverty level!!Margin of Error","Barrow County, Georgia!!Total!!Estimate","Barrow County, Georgia!!Total!!Margin of Error","Barrow County, Georgia!!Below poverty level!!Estimate","Barrow County, Georgia!!Below poverty level!!Margin of Error","Barrow County, Georgia!!Percent below poverty level!!Estimate","Barrow County, Georgia!!Percent below poverty level!!Margin of Error","Bartow County, Georgia!!Total!!Estimate","Bartow County, Georgia!!Total!!Margin of Error","Bartow County, Georgia!!Below poverty level!!Estimate","Bartow County, Georgia!!Below poverty level!!Margin of Error","Bartow County, Georgia!!Percent below poverty level!!Estimate","Bartow County, Georgia!!Percent below poverty level!!Margin of Error","Bibb County, Georgia!!Total!!Estimate","Bibb County, Georgia!!Total!!Margin of Error","Bibb County, Georgia!!Below poverty level!!Estimate","Bibb County, Georgia!!Below poverty level!!Margin of Error","Bibb County, Georgia!!Percent below poverty level!!Estimate","Bibb County, Georgia!!Percent below poverty level!!Margin of Error","Bulloch County, Georgia!!Total!!Estimate","Bulloch County, Georgia!!Total!!Margin of Error","Bulloch County, Georgia!!Below poverty level!!Estimate","Bulloch County, Georgia!!Below poverty level!!Margin of Error","Bulloch County, Georgia!!Percent below poverty level!!Estimate","Bulloch County, Georgia!!Percent below poverty level!!Margin of Error","Carroll County, Georgia!!Total!!Estimate","Carroll County, Georgia!!Total!!Margin of Error","Carroll County, Georgia!!Below poverty level!!Estimate","Carroll County, Georgia!!Below poverty level!!Margin of Error","Carroll County, Georgia!!Percent below poverty level!!Estimate","Carroll County, Georgia!!Percent below poverty level!!Margin of Error","Catoosa County, Georgia!!Total!!Estimate","Catoosa County, Georgia!!Total!!Margin of Error","Catoosa County, Georgia!!Below poverty level!!Estimate","Catoosa County, Georgia!!Below poverty level!!Margin of Error","Catoosa County, Georgia!!Percent below poverty level!!Estimate","Catoosa County, Georgia!!Percent below poverty level!!Margin of Error","Chatham County, Georgia!!Total!!Estimate","Chatham County, Georgia!!Total!!Margin of Error","Chatham County, Georgia!!Below poverty level!!Estimate","Chatham County, Georgia!!Below poverty level!!Margin of Error","Chatham County, Georgia!!Percent below poverty level!!Estimate","Chatham County, Georgia!!Percent below poverty level!!Margin of Error","Cherokee County, Georgia!!Total!!Estimate","Cherokee County, Georgia!!Total!!Margin of Error","Cherokee County, Georgia!!Below poverty level!!Estimate","Cherokee County, Georgia!!Below poverty level!!Margin of Error","Cherokee County, Georgia!!Percent below poverty level!!Estimate","Cherokee County, Georgia!!Percent below poverty level!!Margin of Error","Clarke County, Georgia!!Total!!Estimate","Clarke County, Georgia!!Total!!Margin of Error","Clarke County, Georgia!!Below poverty level!!Estimate","Clarke County, Georgia!!Below poverty level!!Margin of Error","Clarke County, Georgia!!Percent below poverty level!!Estimate","Clarke County, Georgia!!Percent below poverty level!!Margin of Error","Clayton County, Georgia!!Total!!Estimate","Clayton County, Georgia!!Total!!Margin of Error","Clayton County, Georgia!!Below poverty level!!Estimate","Clayton County, Georgia!!Below poverty level!!Margin of Error","Clayton County, Georgia!!Percent below poverty level!!Estimate","Clayton County, Georgia!!Percent below poverty level!!Margin of Error","Cobb County, Georgia!!Total!!Estimate","Cobb County, Georgia!!Total!!Margin of Error","Cobb County, Georgia!!Below poverty level!!Estimate","Cobb County, Georgia!!Below poverty level!!Margin of Error","Cobb County, Georgia!!Percent below poverty level!!Estimate","Cobb County, Georgia!!Percent below poverty level!!Margin of Error","Columbia County, Georgia!!Total!!Estimate","Columbia County, Georgia!!Total!!Margin of Error","Columbia County, Georgia!!Below poverty level!!Estimate","Columbia County, Georgia!!Below poverty level!!Margin of Error","Columbia County, Georgia!!Percent below poverty level!!Estimate","Columbia County, Georgia!!Percent below poverty level!!Margin of Error","Coweta County, Georgia!!Total!!Estimate","Coweta County, Georgia!!Total!!Margin of Error","Coweta County, Georgia!!Below poverty level!!Estimate","Coweta County, Georgia!!Below poverty level!!Margin of Error","Coweta County, Georgia!!Percent below poverty level!!Estimate","Coweta County, Georgia!!Percent below poverty level!!Margin of Error","DeKalb County, Georgia!!Total!!Estimate","DeKalb County, Georgia!!Total!!Margin of Error","DeKalb County, Georgia!!Below poverty level!!Estimate","DeKalb County, Georgia!!Below poverty level!!Margin of Error","DeKalb County, Georgia!!Percent below poverty level!!Estimate","DeKalb County, Georgia!!Percent below poverty level!!Margin of Error","Dougherty County, Georgia!!Total!!Estimate","Dougherty County, Georgia!!Total!!Margin of Error","Dougherty County, Georgia!!Below poverty level!!Estimate","Dougherty County, Georgia!!Below poverty level!!Margin of Error","Dougherty County, Georgia!!Percent below poverty level!!Estimate","Dougherty County, Georgia!!Percent below poverty level!!Margin of Error","Douglas County, Georgia!!Total!!Estimate","Douglas County, Georgia!!Total!!Margin of Error","Douglas County, Georgia!!Below poverty level!!Estimate","Douglas County, Georgia!!Below poverty level!!Margin of Error","Douglas County, Georgia!!Percent below poverty level!!Estimate","Douglas County, Georgia!!Percent below poverty level!!Margin of Error","Fayette County, Georgia!!Total!!Estimate","Fayette County, Georgia!!Total!!Margin of Error","Fayette County, Georgia!!Below poverty level!!Estimate","Fayette County, Georgia!!Below poverty level!!Margin of Error","Fayette County, Georgia!!Percent below poverty level!!Estimate","Fayette County, Georgia!!Percent below poverty level!!Margin of Error","Floyd County, Georgia!!Total!!Estimate","Floyd County, Georgia!!Total!!Margin of Error","Floyd County, Georgia!!Below poverty level!!Estimate","Floyd County, Georgia!!Below poverty level!!Margin of Error","Floyd County, Georgia!!Percent below poverty level!!Estimate","Floyd County, Georgia!!Percent below poverty level!!Margin of Error","Forsyth County, Georgia!!Total!!Estimate","Forsyth County, Georgia!!Total!!Margin of Error","Forsyth County, Georgia!!Below poverty level!!Estimate","Forsyth County, Georgia!!Below poverty level!!Margin of Error","Forsyth County, Georgia!!Percent below poverty level!!Estimate","Forsyth County, Georgia!!Percent below poverty level!!Margin of Error","Fulton County, Georgia!!Total!!Estimate","Fulton County, Georgia!!Total!!Margin of Error","Fulton County, Georgia!!Below poverty level!!Estimate","Fulton County, Georgia!!Below poverty level!!Margin of Error","Fulton County, Georgia!!Percent below poverty level!!Estimate","Fulton County, Georgia!!Percent below poverty level!!Margin of Error","Glynn County, Georgia!!Total!!Estimate","Glynn County, Georgia!!Total!!Margin of Error","Glynn County, Georgia!!Below poverty level!!Estimate","Glynn County, Georgia!!Below poverty level!!Margin of Error","Glynn County, Georgia!!Percent below poverty level!!Estimate","Glynn County, Georgia!!Percent below poverty level!!Margin of Error","Gwinnett County, Georgia!!Total!!Estimate","Gwinnett County, Georgia!!Total!!Margin of Error","Gwinnett County, Georgia!!Below poverty level!!Estimate","Gwinnett County, Georgia!!Below poverty level!!Margin of Error","Gwinnett County, Georgia!!Percent below poverty level!!Estimate","Gwinnett County, Georgia!!Percent below poverty level!!Margin of Error","Hall County, Georgia!!Total!!Estimate","Hall County, Georgia!!Total!!Margin of Error","Hall County, Georgia!!Below poverty level!!Estimate","Hall County, Georgia!!Below poverty level!!Margin of Error","Hall County, Georgia!!Percent below poverty level!!Estimate","Hall County, Georgia!!Percent below poverty level!!Margin of Error","Henry County, Georgia!!Total!!Estimate","Henry County, Georgia!!Total!!Margin of Error","Henry County, Georgia!!Below poverty level!!Estimate","Henry County, Georgia!!Below poverty level!!Margin of Error","Henry County, Georgia!!Percent below poverty level!!Estimate","Henry County, Georgia!!Percent below poverty level!!Margin of Error","Houston County, Georgia!!Total!!Estimate","Houston County, Georgia!!Total!!Margin of Error","Houston County, Georgia!!Below poverty level!!Estimate","Houston County, Georgia!!Below poverty level!!Margin of Error","Houston County, Georgia!!Percent below poverty level!!Estimate","Houston County, Georgia!!Percent below poverty level!!Margin of Error","Liberty County, Georgia!!Total!!Estimate","Liberty County, Georgia!!Total!!Margin of Error","Liberty County, Georgia!!Below poverty level!!Estimate","Liberty County, Georgia!!Below poverty level!!Margin of Error","Liberty County, Georgia!!Percent below poverty level!!Estimate","Liberty County, Georgia!!Percent below poverty level!!Margin of Error","Lowndes County, Georgia!!Total!!Estimate","Lowndes County, Georgia!!Total!!Margin of Error","Lowndes County, Georgia!!Below poverty level!!Estimate","Lowndes County, Georgia!!Below poverty level!!Margin of Error","Lowndes County, Georgia!!Percent below poverty level!!Estimate","Lowndes County, Georgia!!Percent below poverty level!!Margin of Error","Muscogee County, Georgia!!Total!!Estimate","Muscogee County, Georgia!!Total!!Margin of Error","Muscogee County, Georgia!!Below poverty level!!Estimate","Muscogee County, Georgia!!Below poverty level!!Margin of Error","Muscogee County, Georgia!!Percent below poverty level!!Estimate","Muscogee County, Georgia!!Percent below poverty level!!Margin of Error","Newton County, Georgia!!Total!!Estimate","Newton County, Georgia!!Total!!Margin of Error","Newton County, Georgia!!Below poverty level!!Estimate","Newton County, Georgia!!Below poverty level!!Margin of Error","Newton County, Georgia!!Percent below poverty level!!Estimate","Newton County, Georgia!!Percent below poverty level!!Margin of Error","Paulding County, Georgia!!Total!!Estimate","Paulding County, Georgia!!Total!!Margin of Error","Paulding County, Georgia!!Below poverty level!!Estimate","Paulding County, Georgia!!Below poverty level!!Margin of Error","Paulding County, Georgia!!Percent below poverty level!!Estimate","Paulding County, Georgia!!Percent below poverty level!!Margin of Error","Richmond County, Georgia!!Total!!Estimate","Richmond County, Georgia!!Total!!Margin of Error","Richmond County, Georgia!!Below poverty level!!Estimate","Richmond County, Georgia!!Below poverty level!!Margin of Error","Richmond County, Georgia!!Percent below poverty level!!Estimate","Richmond County, Georgia!!Percent below poverty level!!Margin of Error","Rockdale County, Georgia!!Total!!Estimate","Rockdale County, Georgia!!Total!!Margin of Error","Rockdale County, Georgia!!Below poverty level!!Estimate","Rockdale County, Georgia!!Below poverty level!!Margin of Error","Rockdale County, Georgia!!Percent below poverty level!!Estimate","Rockdale County, Georgia!!Percent below poverty level!!Margin of Error","Troup County, Georgia!!Total!!Estimate","Troup County, Georgia!!Total!!Margin of Error","Troup County, Georgia!!Below poverty level!!Estimate","Troup County, Georgia!!Below poverty level!!Margin of Error","Troup County, Georgia!!Percent below poverty level!!Estimate","Troup County, Georgia!!Percent below poverty level!!Margin of Error","Walker County, Georgia!!Total!!Estimate","Walker County, Georgia!!Total!!Margin of Error","Walker County, Georgia!!Below poverty level!!Estimate","Walker County, Georgia!!Below poverty level!!Margin of Error","Walker County, Georgia!!Percent below poverty level!!Estimate","Walker County, Georgia!!Percent below poverty level!!Margin of Error","Walton County, Georgia!!Total!!Estimate","Walton County, Georgia!!Total!!Margin of Error","Walton County, Georgia!!Below poverty level!!Estimate","Walton County, Georgia!!Below poverty level!!Margin of Error","Walton County, Georgia!!Percent below poverty level!!Estimate","Walton County, Georgia!!Percent below poverty level!!Margin of Error","Whitfield County, Georgia!!Total!!Estimate","Whitfield County, Georgia!!Total!!Margin of Error","Whitfield County, Georgia!!Below poverty level!!Estimate","Whitfield County, Georgia!!Below poverty level!!Margin of Error","Whitfield County, Georgia!!Percent below poverty level!!Estimate","Whitfield County, Georgia!!Percent below poverty level!!Margin of Error"
"    One race","301,606,199","±83,388","46,352,802","±239,483","15.4%","±0.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        White","228,731,401","±104,586","29,193,983","±168,806","12.8%","±0.1","5,909,120","±17,879","799,066","±25,691","13.5%","±0.4","58,495","±1,191","6,482","±2,099","11.1%","±3.6","84,817","±1,528","11,298","±2,515","13.3%","±3.0","63,543","±740","8,840","±2,158","13.9%","±3.4","45,125","±1,250","12,727","±2,417","28.2%","±5.2","82,805","±2,207","18,833","±4,633","22.7%","±5.5","59,800","±538","5,534","±1,959","9.3%","±3.3","141,282","±2,309","16,219","±2,971","11.5%","±2.1","198,025","±3,353","18,560","±4,889","9.4%","±2.4","68,508","±2,753","24,189","±3,477","35.3%","±4.6","55,724","±3,019","12,991","±3,596","23.3%","±6.0","428,843","±5,739","43,028","±7,271","10.0%","±1.6","104,125","±1,460","10,084","±2,893","9.7%","±2.8","103,766","±1,256","11,691","±2,742","11.3%","±2.6","249,851","±3,974","29,379","±3,669","11.8%","±1.4","25,513","±799","3,362","±1,331","13.2%","±5.2","68,989","±2,493","8,817","±2,785","12.8%","±4.1","76,164","±1,350","3,907","±2,223","5.1%","±2.9","70,127","±2,553","14,123","±4,145","20.1%","±5.5","171,087","±1,934","10,028","±3,042","5.9%","±1.8","444,140","±5,182","34,921","±4,483","7.9%","±1.0","53,488","±1,091","7,145","±1,777","13.4%","±3.2","456,809","±9,639","54,552","±7,896","11.9%","±1.7","154,233","±3,550","21,896","±4,587","14.2%","±2.9","110,401","±2,430","15,532","±4,499","14.1%","±4.0","90,647","±2,699","15,658","±4,488","17.3%","±5.0","29,695","±1,606","3,765","±1,420","12.7%","±4.8","65,337","±933","11,169","±2,403","17.1%","±3.7","88,088","±2,017","11,476","±2,869","13.0%","±3.2","54,601","±1,399","10,093","±3,173","18.5%","±5.7","112,487","±1,757","10,564","±3,451","9.4%","±3.1","72,783","±1,482","9,699","±2,408","13.3%","±3.3","37,005","±1,628","5,042","±2,242","13.6%","±5.9","39,804","±1,090","5,160","±1,524","13.0%","±3.8","61,510","±840","12,715","±2,476","20.7%","±4.1","66,726","±962","7,850","±2,438","11.8%","±3.7","90,513","±3,059","18,732","±4,144","20.7%","±4.4"
"        Black or African American","38,699,496","±58,714","10,434,389","±87,521","27.0%","±0.2","3,047,982","±11,668","823,013","±24,228","27.0%","±0.8","8,829","±603","1,846","±1,175","20.9%","±13.0","12,327","±886","1,461","±1,220","11.9%","±9.5","78,189","±1,767","30,693","±4,106","39.3%","±5.1","17,715","±1,211","8,807","±2,038","49.7%","±10.7","19,704","±1,248","7,113","±2,791","36.1%","±13.7","N","N","N","N","N","N","106,599","±2,109","25,696","±3,433","24.1%","±3.3","N","N","N","N","N","N","31,885","±982","15,109","±3,134","47.4%","±9.7","178,831","±3,260","38,011","±4,524","21.3%","±2.4","194,851","±2,660","31,307","±6,119","16.1%","±3.0","24,232","±1,313","3,109","±1,865","12.8%","±7.6","24,118","±1,000","4,778","±1,764","19.8%","±7.3","379,795","±3,745","93,777","±9,038","24.7%","±2.4","59,728","±1,502","22,436","±2,857","37.6%","±4.7","60,728","±1,495","9,139","±3,419","15.0%","±5.6","23,037","±1,461","3,145","±1,470","13.7%","±6.1","15,403","±874","4,551","±1,743","29.5%","±11.2","6,663","±919","171","±170","2.6%","±2.6","424,747","±3,907","113,476","±9,824","26.7%","±2.3","20,263","±1,260","6,158","±2,001","30.4%","±9.3","221,823","±5,109","22,380","±5,617","10.1%","±2.5","14,134","±1,186","4,441","±1,769","31.4%","±12.1","85,339","±2,854","16,916","±5,204","19.8%","±6.0","43,337","±2,298","12,806","±4,140","29.5%","±9.5","25,708","±1,181","4,569","±1,609","17.8%","±6.3","39,558","±1,082","14,012","±2,682","35.4%","±6.7","86,151","±2,144","25,594","±3,106","29.7%","±3.5","43,723","±1,436","12,595","±3,967","28.8%","±9.3","27,219","±1,292","5,705","±3,362","21.0%","±12.3","109,792","±1,751","36,147","±4,616","32.9%","±4.2","43,081","±1,846","8,599","±2,984","20.0%","±6.5","23,729","±1,497","6,314","±2,054","26.6%","±8.3","N","N","N","N","N","N","17,845","±1,521","6,534","±2,219","36.6%","±11.1","N","N","N","N","N","N"
"        American Indian and Alaska Native","2,509,437","±28,344","710,293","±17,319","28.3%","±0.7","24,254","±4,022","5,662","±1,941","23.3%","±6.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        Asian","16,361,024","±35,602","2,048,589","±37,328","12.5%","±0.2","362,683","±5,684","40,753","±4,494","11.2%","±1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","7,660","±595","1,664","±928","21.7%","±11.5","N","N","N","N","N","N","4,499","±509","1,920","±554","42.7%","±11.3","13,903","±207","2,913","±1,288","21.0%","±9.3","36,298","±1,390","3,142","±1,465","8.7%","±4.0","N","N","N","N","N","N","N","N","N","N","N","N","39,332","±1,317","6,381","±2,152","16.2%","±5.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","18,691","±735","544","±600","2.9%","±3.2","61,156","±2,300","5,114","±1,819","8.4%","±3.0","N","N","N","N","N","N","98,979","±2,037","11,862","±3,410","12.0%","±3.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        Native Hawaiian and Other Pacific Islander","540,394","±12,346","112,840","±8,797","20.9%","±1.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        Some other race","14,764,447","±109,992","3,852,708","±59,864","26.1%","±0.3","275,936","±16,164","87,557","±9,606","31.7%","±3.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10,494","±3,157","4,037","±2,286","38.5%","±18.2","40,642","±6,423","12,798","±5,365","31.5%","±12.4","N","N","N","N","N","N","N","N","N","N","N","N","19,702","±3,688","8,104","±2,629","41.1%","±11.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","13,819","±4,190","4,731","±3,059","34.2%","±17.1","3,796","±1,224","1,269","±833","33.4%","±20.0","65,440","±9,437","21,781","±5,842","33.3%","±7.6","11,539","±3,726","3,500","±2,451","30.3%","±16.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","7,126","±1,984","2,590","±1,462","36.3%","±16.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"    Two or more races","9,293,711","±83,589","1,855,585","±37,776","20.0%","±0.4","197,573","±11,190","40,423","±4,455","20.5%","±1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","17,618","±3,635","1,705","±815","9.7%","±4.4","N","N","N","N","N","N","N","N","N","N","N","N","16,006","±2,687","3,138","±1,150","19.6%","±6.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","17,517","±3,115","2,782","±1,143","15.9%","±5.6","N","N","N","N","N","N","24,079","±4,035","3,937","±1,655","16.4%","±6.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"Hispanic or Latino origin (of any race)","54,173,217","±15,564","13,079,584","±102,271","24.1%","±0.2","898,680","±3,125","264,948","±17,895","29.5%","±2.0","6,662","±496","1,205","±928","18.1%","±14.0","N","N","N","N","N","N","4,781","±121","2,724","±1,013","57.0%","±21.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","15,979","±454","3,455","±1,903","21.6%","±11.8","23,068","±212","5,854","±3,460","25.4%","±15.0","12,929","±102","6,374","±2,396","49.3%","±18.6","34,245","±427","13,227","±2,915","38.6%","±8.6","91,714","±1,148","26,110","±6,269","28.5%","±6.8","N","N","N","N","N","N","8,901","±255","2,540","±1,418","28.5%","±15.9","63,848","±237","22,795","±3,160","35.7%","±4.9","2,347","±102","835","±658","35.6%","±28.0","N","N","N","N","N","N","N","N","N","N","N","N","9,715","±129","2,737","±2,297","28.2%","±23.7","19,726","±226","4,388","±2,284","22.2%","±11.5","72,617","±829","19,975","±4,329","27.5%","±5.9","5,304","±63","2,449","±843","46.2%","±15.9","178,996","±495","54,061","±8,307","30.2%","±4.6","52,088","±356","15,010","±3,853","28.8%","±7.4","13,676","±2","2,829","±1,746","20.7%","±12.8","9,729","±87","3,051","±2,234","31.4%","±22.9","N","N","N","N","N","N","5,764","±190","2,645","±1,165","45.9%","±20.1","14,497","±175","2,967","±1,127","20.5%","±7.8","4,858","±337","2,581","±1,371","53.1%","±28.1","N","N","N","N","N","N","N","N","N","N","N","N","8,799","±14","2,711","±1,579","30.8%","±17.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","34,427","±163","12,013","±3,597","34.9%","±10.4"
"White alone, not Hispanic or Latino","192,863,925","±30,937","20,836,792","±135,454","10.8%","±0.1","5,353,193","±5,757","637,268","±21,342","11.9%","±0.4","53,303","±458","5,505","±1,862","10.3%","±3.5","79,329","±503","10,829","±2,471","13.7%","±3.1","59,364","±506","6,636","±1,858","11.2%","±3.1","43,524","±1,155","11,916","±2,269","27.4%","±5.1","79,916","±820","17,276","±4,351","21.6%","±5.5","59,413","±452","5,534","±1,959","9.3%","±3.3","134,252","±1,547","14,728","±2,900","11.0%","±2.2","183,561","±840","13,273","±3,560","7.2%","±1.9","59,728","±2,012","20,104","±2,623","33.7%","±4.0","35,442","±401","5,347","±1,990","15.1%","±5.6","387,282","±1,408","30,915","±5,422","8.0%","±1.4","97,601","±456","8,342","±2,275","8.5%","±2.3","96,839","±503","9,763","±2,544","10.1%","±2.6","210,266","±1,095","16,807","±2,866","8.0%","±1.4","24,543","±413","3,155","±1,288","12.9%","±5.3","61,240","±866","8,069","±2,531","13.2%","±4.1","70,942","±284","3,763","±2,211","5.3%","±3.1","66,720","±874","11,858","±2,805","17.8%","±4.2","155,470","±365","7,176","±1,971","4.6%","±1.3","391,000","±2,235","20,800","±2,848","5.3%","±0.7","51,959","±486","6,232","±1,519","12.0%","±2.9","352,941","±1,249","23,383","±4,684","6.6%","±1.3","116,178","±516","10,624","±2,307","9.1%","±2.0","102,947","±501","14,412","±4,268","14.0%","±4.2","84,000","±1,852","13,827","±4,012","16.5%","±4.8","26,204","±463","3,594","±1,372","13.7%","±5.2","61,089","±454","9,529","±1,984","15.6%","±3.3","81,185","±1,057","10,499","±2,684","12.9%","±3.3","51,244","±308","7,519","±2,891","14.7%","±5.6","109,339","±452","10,518","±3,458","9.6%","±3.2","68,516","±860","9,096","±2,246","13.3%","±3.3","31,420","±373","3,132","±1,294","10.0%","±4.1","39,029","±535","5,058","±1,536","13.0%","±3.9","60,702","±824","12,715","±2,476","20.9%","±4.1","66,135","±707","7,585","±2,444","11.5%","±3.7","61,489","±589","8,991","±2,264","14.6%","±3.7"
"EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
