"Label (Grouping)","United States!!Total!!Estimate","United States!!Total!!Margin of Error","United States!!Below poverty level!!Estimate","United States!!Below poverty level!!Margin of Error","United States!!Percent below poverty level!!Estimate","United States!!Percent below poverty level!!Margin of Error","Georgia!!Total!!Estimate","Georgia!!Total!!Margin of Error","Georgia!!Below poverty level!!Estimate","Georgia!!Below poverty level!!Margin of Error","Georgia!!Percent below poverty level!!Estimate","Georgia!!Percent below poverty level!!Margin of Error","Barrow County, Georgia!!Total!!Estimate","Barrow County, Georgia!!Total!!Margin of Error","Barrow County, Georgia!!Below poverty level!!Estimate","Barrow County, Georgia!!Below poverty level!!Margin of Error","Barrow County, Georgia!!Percent below poverty level!!Estimate","Barrow County, Georgia!!Percent below poverty level!!Margin of Error","Bartow County, Georgia!!Total!!Estimate","Bartow County, Georgia!!Total!!Margin of Error","Bartow County, Georgia!!Below poverty level!!Estimate","Bartow County, Georgia!!Below poverty level!!Margin of Error","Bartow County, Georgia!!Percent below poverty level!!Estimate","Bartow County, Georgia!!Percent below poverty level!!Margin of Error","Bibb County, Georgia!!Total!!Estimate","Bibb County, Georgia!!Total!!Margin of Error","Bibb County, Georgia!!Below poverty level!!Estimate","Bibb County, Georgia!!Below poverty level!!Margin of Error","Bibb County, Georgia!!Percent below poverty level!!Estimate","Bibb County, Georgia!!Percent below poverty level!!Margin of Error","Bulloch County, Georgia!!Total!!Estimate","Bulloch County, Georgia!!Total!!Margin of Error","Bulloch County, Georgia!!Below poverty level!!Estimate","Bulloch County, Georgia!!Below poverty level!!Margin of Error","Bulloch County, Georgia!!Percent below poverty level!!Estimate","Bulloch County, Georgia!!Percent below poverty level!!Margin of Error","Carroll County, Georgia!!Total!!Estimate","Carroll County, Georgia!!Total!!Margin of Error","Carroll County, Georgia!!Below poverty level!!Estimate","Carroll County, Georgia!!Below poverty level!!Margin of Error","Carroll County, Georgia!!Percent below poverty level!!Estimate","Carroll County, Georgia!!Percent below poverty level!!Margin of Error","Catoosa County, Georgia!!Total!!Estimate","Catoosa County, Georgia!!Total!!Margin of Error","Catoosa County, Georgia!!Below poverty level!!Estimate","Catoosa County, Georgia!!Below poverty level!!Margin of Error","Catoosa County, Georgia!!Percent below poverty level!!Estimate","Catoosa County, Georgia!!Percent below poverty level!!Margin of Error","Chatham County, Georgia!!Total!!Estimate","Chatham County, Georgia!!Total!!Margin of Error","Chatham County, Georgia!!Below poverty level!!Estimate","Chatham County, Georgia!!Below poverty level!!Margin of Error","Chatham County, Georgia!!Percent below poverty level!!Estimate","Chatham County, Georgia!!Percent below poverty level!!Margin of Error","Cherokee County, Georgia!!Total!!Estimate","Cherokee County, Georgia!!Total!!Margin of Error","Cherokee County, Georgia!!Below poverty level!!Estimate","Cherokee County, Georgia!!Below poverty level!!Margin of Error","Cherokee County, Georgia!!Percent below poverty level!!Estimate","Cherokee County, Georgia!!Percent below poverty level!!Margin of Error","Clarke County, Georgia!!Total!!Estimate","Clarke County, Georgia!!Total!!Margin of Error","Clarke County, Georgia!!Below poverty level!!Estimate","Clarke County, Georgia!!Below poverty level!!Margin of Error","Clarke County, Georgia!!Percent below poverty level!!Estimate","Clarke County, Georgia!!Percent below poverty level!!Margin of Error","Clayton County, Georgia!!Total!!Estimate","Clayton County, Georgia!!Total!!Margin of Error","Clayton County, Georgia!!Below poverty level!!Estimate","Clayton County, Georgia!!Below poverty level!!Margin of Error","Clayton County, Georgia!!Percent below poverty level!!Estimate","Clayton County, Georgia!!Percent below poverty level!!Margin of Error","Cobb County, Georgia!!Total!!Estimate","Cobb County, Georgia!!Total!!Margin of Error","Cobb County, Georgia!!Below poverty level!!Estimate","Cobb County, Georgia!!Below poverty level!!Margin of Error","Cobb County, Georgia!!Percent below poverty level!!Estimate","Cobb County, Georgia!!Percent below poverty level!!Margin of Error","Columbia County, Georgia!!Total!!Estimate","Columbia County, Georgia!!Total!!Margin of Error","Columbia County, Georgia!!Below poverty level!!Estimate","Columbia County, Georgia!!Below poverty level!!Margin of Error","Columbia County, Georgia!!Percent below poverty level!!Estimate","Columbia County, Georgia!!Percent below poverty level!!Margin of Error","Coweta County, Georgia!!Total!!Estimate","Coweta County, Georgia!!Total!!Margin of Error","Coweta County, Georgia!!Below poverty level!!Estimate","Coweta County, Georgia!!Below poverty level!!Margin of Error","Coweta County, Georgia!!Percent below poverty level!!Estimate","Coweta County, Georgia!!Percent below poverty level!!Margin of Error","DeKalb County, Georgia!!Total!!Estimate","DeKalb County, Georgia!!Total!!Margin of Error","DeKalb County, Georgia!!Below poverty level!!Estimate","DeKalb County, Georgia!!Below poverty level!!Margin of Error","DeKalb County, Georgia!!Percent below poverty level!!Estimate","DeKalb County, Georgia!!Percent below poverty level!!Margin of Error","Dougherty County, Georgia!!Total!!Estimate","Dougherty County, Georgia!!Total!!Margin of Error","Dougherty County, Georgia!!Below poverty level!!Estimate","Dougherty County, Georgia!!Below poverty level!!Margin of Error","Dougherty County, Georgia!!Percent below poverty level!!Estimate","Dougherty County, Georgia!!Percent below poverty level!!Margin of Error","Douglas County, Georgia!!Total!!Estimate","Douglas County, Georgia!!Total!!Margin of Error","Douglas County, Georgia!!Below poverty level!!Estimate","Douglas County, Georgia!!Below poverty level!!Margin of Error","Douglas County, Georgia!!Percent below poverty level!!Estimate","Douglas County, Georgia!!Percent below poverty level!!Margin of Error","Fayette County, Georgia!!Total!!Estimate","Fayette County, Georgia!!Total!!Margin of Error","Fayette County, Georgia!!Below poverty level!!Estimate","Fayette County, Georgia!!Below poverty level!!Margin of Error","Fayette County, Georgia!!Percent below poverty level!!Estimate","Fayette County, Georgia!!Percent below poverty level!!Margin of Error","Floyd County, Georgia!!Total!!Estimate","Floyd County, Georgia!!Total!!Margin of Error","Floyd County, Georgia!!Below poverty level!!Estimate","Floyd County, Georgia!!Below poverty level!!Margin of Error","Floyd County, Georgia!!Percent below poverty level!!Estimate","Floyd County, Georgia!!Percent below poverty level!!Margin of Error","Forsyth County, Georgia!!Total!!Estimate","Forsyth County, Georgia!!Total!!Margin of Error","Forsyth County, Georgia!!Below poverty level!!Estimate","Forsyth County, Georgia!!Below poverty level!!Margin of Error","Forsyth County, Georgia!!Percent below poverty level!!Estimate","Forsyth County, Georgia!!Percent below poverty level!!Margin of Error","Fulton County, Georgia!!Total!!Estimate","Fulton County, Georgia!!Total!!Margin of Error","Fulton County, Georgia!!Below poverty level!!Estimate","Fulton County, Georgia!!Below poverty level!!Margin of Error","Fulton County, Georgia!!Percent below poverty level!!Estimate","Fulton County, Georgia!!Percent below poverty level!!Margin of Error","Glynn County, Georgia!!Total!!Estimate","Glynn County, Georgia!!Total!!Margin of Error","Glynn County, Georgia!!Below poverty level!!Estimate","Glynn County, Georgia!!Below poverty level!!Margin of Error","Glynn County, Georgia!!Percent below poverty level!!Estimate","Glynn County, Georgia!!Percent below poverty level!!Margin of Error","Gwinnett County, Georgia!!Total!!Estimate","Gwinnett County, Georgia!!Total!!Margin of Error","Gwinnett County, Georgia!!Below poverty level!!Estimate","Gwinnett County, Georgia!!Below poverty level!!Margin of Error","Gwinnett County, Georgia!!Percent below poverty level!!Estimate","Gwinnett County, Georgia!!Percent below poverty level!!Margin of Error","Hall County, Georgia!!Total!!Estimate","Hall County, Georgia!!Total!!Margin of Error","Hall County, Georgia!!Below poverty level!!Estimate","Hall County, Georgia!!Below poverty level!!Margin of Error","Hall County, Georgia!!Percent below poverty level!!Estimate","Hall County, Georgia!!Percent below poverty level!!Margin of Error","Henry County, Georgia!!Total!!Estimate","Henry County, Georgia!!Total!!Margin of Error","Henry County, Georgia!!Below poverty level!!Estimate","Henry County, Georgia!!Below poverty level!!Margin of Error","Henry County, Georgia!!Percent below poverty level!!Estimate","Henry County, Georgia!!Percent below poverty level!!Margin of Error","Houston County, Georgia!!Total!!Estimate","Houston County, Georgia!!Total!!Margin of Error","Houston County, Georgia!!Below poverty level!!Estimate","Houston County, Georgia!!Below poverty level!!Margin of Error","Houston County, Georgia!!Percent below poverty level!!Estimate","Houston County, Georgia!!Percent below poverty level!!Margin of Error","Liberty County, Georgia!!Total!!Estimate","Liberty County, Georgia!!Total!!Margin of Error","Liberty County, Georgia!!Below poverty level!!Estimate","Liberty County, Georgia!!Below poverty level!!Margin of Error","Liberty County, Georgia!!Percent below poverty level!!Estimate","Liberty County, Georgia!!Percent below poverty level!!Margin of Error","Lowndes County, Georgia!!Total!!Estimate","Lowndes County, Georgia!!Total!!Margin of Error","Lowndes County, Georgia!!Below poverty level!!Estimate","Lowndes County, Georgia!!Below poverty level!!Margin of Error","Lowndes County, Georgia!!Percent below poverty level!!Estimate","Lowndes County, Georgia!!Percent below poverty level!!Margin of Error","Muscogee County, Georgia!!Total!!Estimate","Muscogee County, Georgia!!Total!!Margin of Error","Muscogee County, Georgia!!Below poverty level!!Estimate","Muscogee County, Georgia!!Below poverty level!!Margin of Error","Muscogee County, Georgia!!Percent below poverty level!!Estimate","Muscogee County, Georgia!!Percent below poverty level!!Margin of Error","Newton County, Georgia!!Total!!Estimate","Newton County, Georgia!!Total!!Margin of Error","Newton County, Georgia!!Below poverty level!!Estimate","Newton County, Georgia!!Below poverty level!!Margin of Error","Newton County, Georgia!!Percent below poverty level!!Estimate","Newton County, Georgia!!Percent below poverty level!!Margin of Error","Paulding County, Georgia!!Total!!Estimate","Paulding County, Georgia!!Total!!Margin of Error","Paulding County, Georgia!!Below poverty level!!Estimate","Paulding County, Georgia!!Below poverty level!!Margin of Error","Paulding County, Georgia!!Percent below poverty level!!Estimate","Paulding County, Georgia!!Percent below poverty level!!Margin of Error","Richmond County, Georgia!!Total!!Estimate","Richmond County, Georgia!!Total!!Margin of Error","Richmond County, Georgia!!Below poverty level!!Estimate","Richmond County, Georgia!!Below poverty level!!Margin of Error","Richmond County, Georgia!!Percent below poverty level!!Estimate","Richmond County, Georgia!!Percent below poverty level!!Margin of Error","Rockdale County, Georgia!!Total!!Estimate","Rockdale County, Georgia!!Total!!Margin of Error","Rockdale County, Georgia!!Below poverty level!!Estimate","Rockdale County, Georgia!!Below poverty level!!Margin of Error","Rockdale County, Georgia!!Percent below poverty level!!Estimate","Rockdale County, Georgia!!Percent below poverty level!!Margin of Error","Troup County, Georgia!!Total!!Estimate","Troup County, Georgia!!Total!!Margin of Error","Troup County, Georgia!!Below poverty level!!Estimate","Troup County, Georgia!!Below poverty level!!Margin of Error","Troup County, Georgia!!Percent below poverty level!!Estimate","Troup County, Georgia!!Percent below poverty level!!Margin of Error","Walker County, Georgia!!Total!!Estimate","Walker County, Georgia!!Total!!Margin of Error","Walker County, Georgia!!Below poverty level!!Estimate","Walker County, Georgia!!Below poverty level!!Margin of Error","Walker County, Georgia!!Percent below poverty level!!Estimate","Walker County, Georgia!!Percent below poverty level!!Margin of Error","Walton County, Georgia!!Total!!Estimate","Walton County, Georgia!!Total!!Margin of Error","Walton County, Georgia!!Below poverty level!!Estimate","Walton County, Georgia!!Below poverty level!!Margin of Error","Walton County, Georgia!!Percent below poverty level!!Estimate","Walton County, Georgia!!Percent below poverty level!!Margin of Error","Whitfield County, Georgia!!Total!!Estimate","Whitfield County, Georgia!!Total!!Margin of Error","Whitfield County, Georgia!!Below poverty level!!Estimate","Whitfield County, Georgia!!Below poverty level!!Margin of Error","Whitfield County, Georgia!!Percent below poverty level!!Estimate","Whitfield County, Georgia!!Percent below poverty level!!Margin of Error"
"    One race","299,142,863","±81,495","46,963,153","±254,017","15.7%","±0.1","9,517,464","±13,233","1,796,476","±37,142","18.9%","±0.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        White","227,738,247","±127,882","29,701,062","±188,969","13.0%","±0.1","5,903,370","±18,839","842,177","±22,721","14.3%","±0.4","56,799","±1,537","7,916","±2,643","13.9%","±4.6","84,967","±2,037","14,971","±4,427","17.6%","±5.0","63,795","±1,270","8,234","±2,062","12.9%","±3.1","42,975","±1,452","11,484","±2,247","26.7%","±5.0","80,056","±1,558","10,556","±3,035","13.2%","±3.8","60,761","±688","9,839","±3,107","16.2%","±5.1","145,903","±1,913","22,565","±4,419","15.5%","±3.0","189,358","±3,740","20,484","±4,463","10.8%","±2.3","71,149","±2,789","24,906","±2,957","35.0%","±3.7","61,168","±2,984","14,998","±3,506","24.5%","±5.5","437,260","±7,446","49,104","±8,744","11.2%","±1.9","102,912","±731","7,521","±2,246","7.3%","±2.2","101,837","±2,160","12,194","±3,083","12.0%","±3.0","259,261","±3,619","36,297","±5,403","14.0%","±2.0","26,070","±789","5,467","±1,281","21.0%","±4.8","69,247","±2,154","8,992","±3,185","13.0%","±4.6","77,451","±877","5,192","±2,018","6.7%","±2.6","70,154","±1,984","13,665","±3,369","19.5%","±4.8","165,246","±2,586","10,492","±2,465","6.3%","±1.5","438,027","±5,663","36,525","±6,249","8.3%","±1.4","54,582","±1,636","4,867","±1,921","8.9%","±3.6","446,258","±9,343","44,802","±8,694","10.0%","±1.9","152,171","±3,666","32,089","±5,022","21.1%","±3.2","112,752","±1,974","9,925","±3,808","8.8%","±3.4","90,333","±1,921","10,557","±3,000","11.7%","±3.3","28,958","±1,003","3,003","±1,138","10.4%","±3.9","63,639","±1,452","10,572","±2,362","16.6%","±3.6","88,009","±2,435","12,644","±2,710","14.4%","±3.0","54,689","±1,264","7,579","±2,484","13.9%","±4.4","114,545","±1,438","14,116","±3,832","12.3%","±3.3","76,697","±1,069","13,410","±3,038","17.5%","±3.9","39,687","±1,046","8,603","±2,061","21.7%","±5.1","40,502","±717","7,407","±2,694","18.3%","±6.6","62,043","±804","8,630","±2,199","13.9%","±3.5","67,885","±1,040","7,544","±2,279","11.1%","±3.4","90,286","±2,482","17,468","±4,115","19.3%","±4.4"
"        Black or African American","38,237,231","±55,481","10,538,290","±70,606","27.6%","±0.2","2,983,362","±12,263","811,133","±23,976","27.2%","±0.8","N","N","N","N","N","N","12,648","±678","5,292","±2,361","41.8%","±18.6","79,125","±1,480","33,220","±4,157","42.0%","±5.4","18,494","±966","8,746","±2,473","47.3%","±12.6","17,977","±1,803","4,627","±1,900","25.7%","±10.0","N","N","N","N","N","N","105,251","±2,520","25,656","±3,161","24.4%","±3.1","14,914","±1,423","3,829","±2,104","25.7%","±13.8","31,348","±943","11,065","±2,468","35.3%","±7.9","171,546","±2,620","41,885","±5,804","24.4%","±3.4","189,815","±4,459","34,043","±5,538","17.9%","±2.9","22,217","±1,240","2,132","±1,428","9.6%","±6.5","22,822","±1,255","6,799","±2,279","29.8%","±10.0","373,158","±4,473","81,297","±8,073","21.8%","±2.1","59,483","±1,575","20,754","±3,200","34.9%","±5.1","55,654","±1,644","15,351","±4,158","27.6%","±7.3","20,237","±1,576","1,339","±912","6.6%","±4.4","13,130","±853","4,240","±1,681","32.3%","±12.6","5,432","±900","1,227","±1,095","22.6%","±19.5","418,285","±4,528","110,946","±9,452","26.5%","±2.2","19,880","±1,145","10,202","±1,924","51.3%","±9.2","217,508","±3,514","30,582","±7,006","14.1%","±3.2","13,388","±931","4,433","±1,578","33.1%","±11.0","81,265","±2,335","13,315","±5,359","16.4%","±6.4","44,441","±903","11,382","±3,483","25.6%","±7.9","25,036","±1,082","7,447","±2,206","29.7%","±8.3","38,593","±1,517","16,206","±2,557","42.0%","±6.8","88,434","±2,338","29,055","±4,141","32.9%","±4.3","42,698","±1,544","5,066","±1,893","11.9%","±4.4","24,200","±2,903","4,584","±2,455","18.9%","±9.9","105,118","±2,658","35,565","±4,896","33.8%","±4.6","42,513","±719","4,883","±1,585","11.5%","±3.7","22,887","±1,509","10,086","±2,419","44.1%","±9.9","N","N","N","N","N","N","13,524","±846","3,584","±1,456","26.5%","±10.8","N","N","N","N","N","N"
"        American Indian and Alaska Native","2,440,160","±27,930","706,256","±17,300","28.9%","±0.7","20,785","±3,218","5,169","±2,311","24.9%","±8.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        Asian","15,704,766","±37,050","2,002,107","±38,961","12.7%","±0.2","345,698","±5,597","52,426","±6,222","15.2%","±1.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","5,794","±1,493","1,885","±1,369","32.5%","±19.5","N","N","N","N","N","N","N","N","N","N","N","N","13,714","±152","2,160","±1,363","15.8%","±10.0","35,838","±1,073","2,825","±1,192","7.9%","±3.3","N","N","N","N","N","N","2,238","±440","665","±565","29.7%","±25.2","37,026","±974","10,455","±2,748","28.2%","±7.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","15,967","±532","1,957","±1,159","12.3%","±7.2","55,311","±2,506","7,648","±2,464","13.8%","±4.3","N","N","N","N","N","N","94,427","±1,878","12,026","±2,901","12.7%","±3.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        Native Hawaiian and Other Pacific Islander","508,128","±11,922","102,153","±8,135","20.1%","±1.4","3,626","±1,010","711","±457","19.6%","±12.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"        Some other race","14,514,331","±130,804","3,913,285","±65,209","27.0%","±0.4","260,623","±18,022","84,860","±12,293","32.6%","±3.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10,189","±3,500","3,255","±3,103","31.9%","±25.6","N","N","N","N","N","N","N","N","N","N","N","N","26,323","±5,899","7,656","±3,083","29.1%","±9.8","N","N","N","N","N","N","N","N","N","N","N","N","12,142","±3,633","2,886","±1,974","23.8%","±14.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","14,923","±4,595","6,958","±3,606","46.6%","±16.0","N","N","N","N","N","N","71,602","±9,119","23,670","±7,054","33.1%","±8.8","13,053","±3,558","3,016","±2,193","23.1%","±15.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"    Two or more races","9,053,920","±76,700","1,847,715","±32,733","20.4%","±0.3","203,450","±11,622","47,292","±5,653","23.2%","±2.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","16,738","±2,939","1,962","±925","11.7%","±5.2","N","N","N","N","N","N","N","N","N","N","N","N","16,421","±3,145","5,279","±2,490","32.1%","±11.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","3,904","±1,353","944","±729","24.2%","±15.3","23,820","±4,032","4,981","±2,092","20.9%","±7.9","N","N","N","N","N","N","19,340","±3,590","4,309","±1,938","22.3%","±8.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"Hispanic or Latino origin (of any race)","52,879,705","±18,367","13,089,210","±114,663","24.8%","±0.2","881,157","±3,356","270,185","±16,713","30.7%","±1.9","6,587","±2","1,980","±1,085","30.1%","±16.5","N","N","N","N","N","N","4,871","±27","2,046","±940","42.0%","±19.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","15,122","±766","3,133","±1,751","20.7%","±11.4","22,593","±54","6,239","±3,368","27.6%","±14.9","12,151","±426","7,095","±2,008","58.4%","±16.5","33,452","±1,477","13,667","±3,093","40.9%","±9.1","89,193","±871","25,546","±5,557","28.6%","±6.2","N","N","N","N","N","N","9,010","±20","1,642","±1,206","18.2%","±13.4","64,355","±383","21,661","±3,816","33.7%","±6.0","N","N","N","N","N","N","12,065","±66","3,894","±2,182","32.3%","±18.1","7,469","±2","1,686","±1,085","22.6%","±14.5","9,166","±412","2,897","±1,969","31.6%","±21.3","18,395","±462","2,490","±1,571","13.5%","±8.6","73,253","±601","20,235","±4,310","27.6%","±5.9","N","N","N","N","N","N","174,058","±780","47,945","±9,958","27.5%","±5.7","50,518","±423","18,699","±3,838","37.0%","±7.6","11,939","±1,106","2,552","±1,478","21.4%","±12.9","N","N","N","N","N","N","7,143","±177","1,130","±742","15.8%","±10.4","N","N","N","N","N","N","12,893","±974","3,630","±1,449","28.2%","±11.3","N","N","N","N","N","N","N","N","N","N","N","N","8,439","±337","2,510","±1,544","29.7%","±18.5","8,751","±214","3,802","±1,499","43.4%","±17.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","33,482","±473","9,913","±3,367","29.6%","±10.0"
"White alone, not Hispanic or Latino","192,844,480","±32,387","21,396,291","±146,887","11.1%","±0.1","5,335,500","±6,524","670,864","±17,796","12.6%","±0.3","52,497","±373","7,254","±2,495","13.8%","±4.7","79,152","±484","10,693","±3,560","13.5%","±4.5","60,078","±767","6,353","±1,883","10.6%","±3.1","42,189","±1,366","11,157","±2,255","26.4%","±5.2","78,772","±758","10,353","±3,113","13.1%","±3.9","59,465","±330","9,739","±3,112","16.4%","±5.2","133,691","±1,182","19,796","±3,679","14.8%","±2.8","177,301","±1,815","17,197","±3,936","9.7%","±2.2","61,313","±1,691","19,810","±2,556","32.3%","±3.9","36,206","±447","6,020","±1,699","16.6%","±4.7","385,432","±1,820","33,083","±5,234","8.6%","±1.3","95,619","±558","6,311","±2,239","6.6%","±2.3","94,300","±1,943","10,715","±2,916","11.4%","±3.0","208,746","±1,136","18,171","±3,102","8.7%","±1.5","24,523","±561","4,526","±1,178","18.5%","±4.7","62,165","±541","7,147","±2,406","11.5%","±3.9","70,930","±328","3,903","±1,618","5.5%","±2.3","66,229","±781","13,119","±3,332","19.8%","±5.0","151,118","±467","9,252","±2,101","6.1%","±1.4","388,496","±1,509","26,168","±4,969","6.7%","±1.3","51,319","±572","4,749","±1,904","9.3%","±3.7","350,004","±2,877","21,131","±4,182","6.0%","±1.2","115,378","±500","16,519","±3,151","14.3%","±2.7","104,268","±567","8,887","±3,315","8.5%","±3.2","85,563","±690","9,387","±2,792","11.0%","±3.3","26,273","±444","2,894","±1,098","11.0%","±4.2","60,028","±848","9,129","±1,962","15.2%","±3.3","81,541","±1,943","10,777","±2,346","13.2%","±2.9","50,662","±759","5,286","±1,705","10.4%","±3.4","108,611","±580","12,976","±3,711","11.9%","±3.4","71,183","±645","11,460","±2,671","16.1%","±3.7","32,422","±342","4,842","±1,502","14.9%","±4.6","39,766","±402","7,407","±2,694","18.6%","±6.7","61,407","±635","8,492","±2,132","13.8%","±3.5","64,738","±955","7,069","±2,091","10.9%","±3.2","61,616","±488","9,352","±2,276","15.2%","±3.7"
"EDUCATIONAL ATTAINMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
