Id,Label,date,lat,long,name,node_class,site_class
10515,"Sechem, Inc.",10/23/98,33.96972,-84.18306,"Sechem, Inc.",Site,RP
10518,North Park Pavilion Shopping Center,1/5/99,33.9025,-84.48167,North Park Pavilion Shopping Center,Site,A
10521,Hunter Army Airfield - MCA Barracks,1/12/99,32.02556,-81.13722,Hunter Army Airfield - MCA Barracks,Site,RP
10523,American Amalgamated/Executive Dry Cleaners,2/11/99,33.90694,-84.10861,American Amalgamated/Executive Dry Cleaners,Site,RP
10524,"Wheelers Manufacturing Company, Inc.",2/16/99,32.80833,-83.63722,"Wheelers Manufacturing Company, Inc.",Site,A
10538,Flags Village Shopping Center,7/30/99,33.77778,-84.56583,Flags Village Shopping Center,Site,A
10540,Dawson Manufacturing Company,5/7/99,31.76667,-84.41944,Dawson Manufacturing Company,Site,RP
10542,Roswell Station,4/7/99,34.00528,-84.39056,Roswell Station,Site,A
10543,"United Technologies Automotive, Inc.",4/12/99,33.45028,-82.53889,"United Technologies Automotive, Inc.",Site,RP
10547,Rayloc Facility,6/11/99,33.77167,-84.52472,Rayloc Facility,Site,RP
10548,RentRite Property,6/11/99,33.77278,-84.52639,RentRite Property,Site,RP
10553,Georgia Air National Guard/Savannah/Site 8,9/15/99,32.12972,-81.18583,Georgia Air National Guard/Savannah/Site 8,Site,RP
10573,Louisiana Pacific Corp. - Statesboro,8/24/99,32.41972,-81.80417,Louisiana Pacific Corp. - Statesboro,Site,RP
10577,Albany Warehouse Company Site,8/23/99,31.60139,-84.15417,Albany Warehouse Company Site,Site,RP
10583,"Pavilion Cleaners, Riverdale Mall",10/5/99,33.54278,-84.40167,"Pavilion Cleaners, Riverdale Mall",Site,RP
10586,Brown Steel Contractors - Broad Street Facility,10/15/99,33.37333,-84.7975,Brown Steel Contractors - Broad Street Facility,Site,RP
10587,"STSE, Inc.",10/15/99,31.17472,-81.49111,"STSE, Inc.",Site,RP
10590,Central of Georgia Railroad Company - Battlefield Park,11/12/99,32.07583,-81.1,Central of Georgia Railroad Company - Battlefield Park,Site,RP
10591,"Southern Motors of Savannah, Inc.",12/10/99,31.98972,-81.12972,"Southern Motors of Savannah, Inc.",Site,RP
10594,Old National Shopping Center,12/7/99,33.58944,-84.47083,Old National Shopping Center,Site,RP
10611,CSXT Depriest Signal Shop,2/10/00,32.06833,-81.085,CSXT Depriest Signal Shop,Site,RP
10614,Legion Industries,3/14/00,33.10194,-82.0075,Legion Industries,Site,RP
10620,Cherokee Shopping Center,4/21/00,33.44,-82.02389,Cherokee Shopping Center,Site,RP
10625,Washington Manufacturing Company,5/5/00,32.9425,-82.805,Washington Manufacturing Company,Site,A
10627,Liberty Oil and Refining,5/11/00,31.13139,-83.705,Liberty Oil and Refining,Site,A
10628,Coastal Plains Treating Company,6/23/01,31.43,-83.50389,Coastal Plains Treating Company,Site,A
10635,Del Cook Lumber Company,9/19/00,31.12806,-83.42833,Del Cook Lumber Company,Site,RP
10636,One Hour Martinizing,9/25/00,33.94,-84.18,One Hour Martinizing,Site,RP
10640,K & D Cleaners (assoc. with Peach Orchard NPL),12/15/00,33.41861,-82.02417,K & D Cleaners (assoc. with Peach Orchard NPL),Site,A
10641,"Tronox/Kerr McGee Pigments, Inc. (Former)",10/18/00,32.08222,-81.02583,"Tronox/Kerr McGee Pigments, Inc. (Former)",Site,RP
10643,Berrien County Landfill,1/24/01,31.12778,-83.23861,Berrien County Landfill,Site,L
10645,Quitman - SR 333 Landfill,1/24/01,30.75194,-83.5475,Quitman - SR 333 Landfill,Site,L
10646,Bryan County - US 280 Mill Creek MSWLF,1/24/01,32.15333,-81.50972,Bryan County - US 280 Mill Creek MSWLF,Site,L
10647,Camden County Vacuna Road LF,1/24/01,30.78111,-81.69,Camden County Vacuna Road LF,Site,L
10648,Carroll County / Carrollton SR 166 LF,1/24/01,33.55111,-85.15361,Carroll County / Carrollton SR 166 LF,Site,L
10649,Chatham County Landfill,1/24/01,32.05806,-81.21472,Chatham County Landfill,Site,L
10650,Cherokee County - Blalock Road Landfill,1/24/01,34.14889,-84.48389,Cherokee County - Blalock Road Landfill,Site,L
10651,Coffee County Landfill,1/24/01,31.5725,-82.89556,Coffee County Landfill,Site,L
10652,Columbia County - Baker Place Road MSWLF,1/24/01,33.48917,-82.22889,Columbia County - Baker Place Road MSWLF,Site,L
10654,Dawson County Shoal Hole Road MSWL,1/24/01,34.43861,-84.11972,Dawson County Shoal Hole Road MSWL,Site,L
10656,Dooly County - CR 101 MSWLF,1/24/01,32.12556,-83.84722,Dooly County - CR 101 MSWLF,Site,L
10657,Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1,1/24/01,33.76556,-84.81083,Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1,Site,L
10658,Blakely - Howell Street / Pit Road MSWLF,1/24/01,31.40056,-84.92889,Blakely - Howell Street / Pit Road MSWLF,Site,L
10659,Elbert County Landfill,1/24/01,34.135,-82.78083,Elbert County Landfill,Site,L
10660,Emanuel Co. - SR 297 Swainsboro (SL),1/24/01,32.51639,-82.33278,Emanuel Co. - SR 297 Swainsboro (SL),Site,L
10661,Fannin County Landfill,1/24/01,34.89861,-84.34972,Fannin County Landfill,Site,L
10662,Franklin County - Harrison Bridge Road MSWLF,1/24/01,34.34194,-83.22806,Franklin County - Harrison Bridge Road MSWLF,Site,L
10663,Fulton County Landfill,1/24/01,33.66917,-84.56556,Fulton County Landfill,Site,L
10664,Gilmer County SR 52 - Tower Road MSWLF,1/24/01,34.71389,-84.49056,Gilmer County SR 52 - Tower Road MSWLF,Site,L
10665,Glynn Co. - Cate Road C&D MSWLF,1/24/01,31.25861,-81.52444,Glynn Co. - Cate Road C&D MSWLF,Site,L
10666,Haralson County Landfill (US 78 Bremen),1/24/01,33.69917,-85.22944,Haralson County Landfill (US 78 Bremen),Site,L
10667,Hart County Landfill,1/24/01,34.31389,-82.93917,Hart County Landfill,Site,L
10668,West Asbury Road Phase II MSWL,10/31/00,33.43222,-84.17028,West Asbury Road Phase II MSWL,Site,L
10669,Jefferson County - US 1 (Avera Rd) MSWLF,1/24/01,33.03083,-82.40944,Jefferson County - US 1 (Avera Rd) MSWLF,Site,L
10670,Lamar County - Grove Street Extension MSWLF,1/24/01,33.08583,-84.20833,Lamar County - Grove Street Extension MSWLF,Site,L
10671,Lee County - SR 32 MSWLF,1/24/01,31.73306,-84.12028,Lee County - SR 32 MSWLF,Site,L
10672,Liberty County - Limerick Road MSWLF,1/24/01,31.84278,-81.39611,Liberty County - Limerick Road MSWLF,Site,L
10673,Valdosta - Wetherington Lane SWLF,1/24/01,30.82389,-83.35972,Valdosta - Wetherington Lane SWLF,Site,L
10675,McIntosh County - King Road MSWLF,1/24/01,31.51333,-81.4825,McIntosh County - King Road MSWLF,Site,L
10676,Mitchell County - SR 3A MSWLF,1/24/01,31.16861,-84.16917,Mitchell County - SR 3A MSWLF,Site,L
10677,Murray County - US 411 Westside MSWLF,1/24/01,34.68056,-84.73056,Murray County - US 411 Westside MSWLF,Site,L
10678,Newton County - Lower River Road MSWL,1/24/01,33.55139,-83.89528,Newton County - Lower River Road MSWL,Site,L
10679,Pickens Co.  - Jones Mountain Road Westside MSWLF,1/24/01,34.54167,-84.47528,Pickens Co.  - Jones Mountain Road Westside MSWLF,Site,L
10680,Pierce County - SR 121 MSWLF,1/24/01,31.34917,-82.2125,Pierce County - SR 121 MSWLF,Site,L
10682,Terrell County - U. S. 82 MSWLF,1/24/01,31.74139,-84.41944,Terrell County - U. S. 82 MSWLF,Site,L
10683,Tifton - Omega / Eldorado Road MSWLF,1/21/01,31.3575,-83.53667,Tifton - Omega / Eldorado Road MSWLF,Site,L
10684,Towns County - SR 288 MSWLF,1/24/01,34.92722,-83.74639,Towns County - SR 288 MSWLF,Site,L
10685,"Upson County - Zorn Street Phase 2, 3 MSWLF",1/24/01,32.86361,-84.32444,"Upson County - Zorn Street Phase 2, 3 MSWLF",Site,L
10686,Wayne County - Goose Creek Phase 1 MSWLF,1/24/01,31.66444,-81.91556,Wayne County - Goose Creek Phase 1 MSWLF,Site,L
10687,Whitfield Co./Dalton-Old Dixie Hwy Phase 2 4 & 5 MSWLF,1/24/01,34.65139,-84.95028,Whitfield Co./Dalton-Old Dixie Hwy Phase 2 4 & 5 MSWLF,Site,L
10688,Wilkinson Co. - Hwy. 57 Public Works Camp MSWLF,1/24/01,32.83333,-83.26417,Wilkinson Co. - Hwy. 57 Public Works Camp MSWLF,Site,L
10693,Basket Creek Drum Disposal Site,1/18/01,33.59083,-84.81639,Basket Creek Drum Disposal Site,Site,RP
10695,Junction Cleaners,2/28/01,34.015,-84.49528,Junction Cleaners,Site,RP
10696,"Hercules, Inc.",3/9/01,32.08806,-81.14778,"Hercules, Inc.",Site,RP
10701,Alternate Energy Resources - NPL Site,8/16/01,33.45417,-82.03722,Alternate Energy Resources - NPL Site,Site,RP
10703,"Swainsboro Electro Plating, Inc.",9/24/01,32.55889,-82.33694,"Swainsboro Electro Plating, Inc.",Site,A
10707,"Specialty Stampings, L.L.C.",11/16/01,31.14194,-83.42778,"Specialty Stampings, L.L.C.",Site,RP
10708,Busby  Cleaners,12/3/01,31.85194,-81.6,Busby  Cleaners,Site,A
10711,Candler County S.R. 121 Metter # 021-001D(SL),12/31/01,32.45556,-82.06472,Candler County S.R. 121 Metter # 021-001D(SL),Site,L
10712,Union County MSW Landfill,12/31/01,34.89333,-83.95972,Union County MSW Landfill,Site,L
10713,Effingham County - SR 17 MSWLF,12/31/01,32.30611,-81.40361,Effingham County - SR 17 MSWLF,Site,L
10714,Turner County - SR 112 Ashburn Phase 3 MSWLF,1/4/02,31.73583,-83.575,Turner County - SR 112 Ashburn Phase 3 MSWLF,Site,L
10715,Durand MSW Landfill,1/4/02,32.96583,-84.78056,Durand MSW Landfill,Site,L
10716,Buford - McEver Road MSWLF,1/4/02,34.12833,-84.01639,Buford - McEver Road MSWLF,Site,L
10718,Sugar Hill - Appling Road MSWLF,1/4/02,34.12083,-84.03778,Sugar Hill - Appling Road MSWLF,Site,L
10719,Crawford County - SR 341 / Hopewell Road MSWLF,1/7/02,32.77389,-83.99944,Crawford County - SR 341 / Hopewell Road MSWLF,Site,L
10720,Alma - Radio Station Road MSWLF,1/1/02,31.52028,-82.43472,Alma - Radio Station Road MSWLF,Site,L
10721,Cairo - 6th Avenue (SL) MSWLF,1/7/02,30.88194,-84.22833,Cairo - 6th Avenue (SL) MSWLF,Site,L
10722,Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF,1/7/02,32.68194,-82.71,Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF,Site,L
10723,Sumter County Landfill,1/11/02,32.06528,-84.27778,Sumter County Landfill,Site,L
10724,Taylor's Dry Cleaning (assoc. with Peach Orchard NPL),1/7/02,33.42028,-82.01944,Taylor's Dry Cleaning (assoc. with Peach Orchard NPL),Site,RP
10730,One-Hour Cleanerizing (assoc. with Peach Orchard NPL),2/25/02,33.42389,-82.01889,One-Hour Cleanerizing (assoc. with Peach Orchard NPL),Site,RP
10732,National Smelting and Refining,3/5/02,33.79278,-84.40194,National Smelting and Refining,Site,RP
10734,"C & D Technologies, Inc.",3/27/02,33.67583,-84.04694,"C & D Technologies, Inc.",Site,RP
10736,"Albany MGP, Former",6/24/02,31.58639,-84.14778,"Albany MGP, Former",Site,RP
10737,Atlantic Cotton Mills,5/22/02,32.84194,-83.65694,Atlantic Cotton Mills,Site,RP
10738,"O'Neill Manufacturing, Inc.",7/30/02,34.26944,-85.15556,"O'Neill Manufacturing, Inc.",Site,A
10739,"Daniel Measurement and Control, Inc.",7/31/02,32.48722,-81.72889,"Daniel Measurement and Control, Inc.",Site,RP
10740,Unitog Company Facility (Former),9/19/02,33.755,-84.55083,Unitog Company Facility (Former),Site,RP
10741,Chem-Am,9/23/02,33.06,-84.97194,Chem-Am,Site,A
10742,GA DOT Jesup District Office Complex,10/10/02,31.595,-81.86778,GA DOT Jesup District Office Complex,Site,RP
10744,Klemic Property / Augusta Ordnance Depot (Former),10/3/02,33.46,-82.00194,Klemic Property / Augusta Ordnance Depot (Former),Site,RP
10747,Simmons Plating Works,11/7/02,33.74528,-84.40111,Simmons Plating Works,Site,A
10748,Shakerag Cleaners,11/14/02,33.62083,-84.235,Shakerag Cleaners,Site,A
10749,Walton County Landfill,12/4/02,33.835,-83.75,Walton County Landfill,Site,L
10750,Vienna Street Dump,1/7/03,32.56,-83.87389,Vienna Street Dump,Site,L
10751,Lanier County-Studstill Road MSWLF,1/10/03,31.06694,-83.07806,Lanier County-Studstill Road MSWLF,Site,L
10752,Jeff Davis - CR 20 MSWLF,1/10/03,31.86056,-82.68694,Jeff Davis - CR 20 MSWLF,Site,L
10758,Huntridge Shopping Center,3/19/03,33.98667,-84.35139,Huntridge Shopping Center,Site,RP
10760,Vantran Electric,4/2/03,32.99139,-82.38556,Vantran Electric,Site,A
10765,Manchester Tank Company,5/15/03,34.01194,-85.27694,Manchester Tank Company,Site,RP
10766,Ram Leather Care,6/23/03,33.66583,-84.03694,Ram Leather Care,Site,RP
10769,Lanier Plaza Shopping Center,8/28/03,31.15917,-81.47917,Lanier Plaza Shopping Center,Site,RP
10771,MENA Rockmart Facility,10/16/03,34.01389,-85.06389,MENA Rockmart Facility,Site,RP
10775,"Pennington Seed, Inc. Warehouse (Former)",3/10/04,32.21083,-82.39,"Pennington Seed, Inc. Warehouse (Former)",Site,RP
10776,Arthur C. Curtis Property,3/26/03,33.91694,-84.24361,Arthur C. Curtis Property,Site,RP
10782,"Polymer Specialties, Inc.",6/23/04,34.98111,-85.435,"Polymer Specialties, Inc.",Site,RP
10783,"Amercord, Inc.",6/23/04,31.92444,-82.68278,"Amercord, Inc.",Site,A
10784,"B & M Wood Products, Inc.",6/29/04,31.12694,-82.58306,"B & M Wood Products, Inc.",Site,RP
10788,Southside Cleaners,9/8/04,31.97361,-81.13306,Southside Cleaners,Site,RP
10789,"Dry Clean, USA",8/31/04,31.98167,-81.14806,"Dry Clean, USA",Site,A
10790,Love Your Clothes Cleaners,9/2/04,34.01306,-84.49278,Love Your Clothes Cleaners,Site,A
10792,"Amrep, Inc. - Marietta",9/3/04,33.97583,-84.53944,"Amrep, Inc. - Marietta",Site,RP
10797,Weddington Estate,3/11/05,33.76056,-84.505,Weddington Estate,Site,A
10798,Tara Shopping Center,4/26/05,33.52,-84.36278,Tara Shopping Center,Site,RP
10799,"Concord Fabrics, Inc.",5/13/05,33.08722,-83.28472,"Concord Fabrics, Inc.",Site,RP
10804,Cork's Fabricare,6/1/05,31.22333,-81.47833,Cork's Fabricare,Site,RP
10808,Lowe's Home Improvement Warehouse,7/19/05,33.55083,-84.41389,Lowe's Home Improvement Warehouse,Site,RP
10810,Pineview Plaza Shopping Center,7/21/05,33.58694,-84.47278,Pineview Plaza Shopping Center,Site,RP
10812,All Rental,7/27/05,33.93361,-84.21889,All Rental,Site,RP
10813,Franklin Street Site,7/27/05,33.80778,-84.64333,Franklin Street Site,Site,A
10814,Jack's Cleaners,9/13/05,34.04056,-84.4775,Jack's Cleaners,Site,RP
10815,Hometown Cleaners (Former),9/21/05,33.58194,-83.48417,Hometown Cleaners (Former),Site,A
10816,Rolling Hills Landfill,10/11/05,33.61556,-84.41639,Rolling Hills Landfill,Site,RP
10817,Klouda Estate,10/25/05,32.55778,-83.84194,Klouda Estate,Site,RP
10818,Estech General Chemicals Albany,10/28/05,31.59806,-84.15417,Estech General Chemicals Albany,Site,RP
10819,VIP Cleaners (former),10/31/05,33.94139,-84.16417,VIP Cleaners (former),Site,RP
10825,"Coats American, Inc.",12/13/05,34.9775,-85.29389,"Coats American, Inc.",Site,RP
10826,Chase Road Property,1/31/06,34.51778,-83.51194,Chase Road Property,Site,RP
10829,Square D Company (Former),1/13/06,33.79278,-84.43,Square D Company (Former),Site,RP
10830,"Chemical Specialists and Development, Inc.",1/27/06,33.85194,-84.20278,"Chemical Specialists and Development, Inc.",Site,RP
10834,"Thomas & Co., Inc.",5/24/06,33.26667,-84.25889,"Thomas & Co., Inc.",Site,L
10837,Trinity Dry Cleaners,6/23/06,31.58667,-84.18472,Trinity Dry Cleaners,Site,RP
10838,Hydro Aluminum,7/23/06,31.18,-83.74194,Hydro Aluminum,Site,RP
10839,Gibson - CR 50 Ph. 1 MSWLF,6/28/06,33.21083,-82.60944,Gibson - CR 50 Ph. 1 MSWLF,Site,L
10840,Richmond County - Dean's Bridge Road,7/28/06,33.35,-82.13694,Richmond County - Dean's Bridge Road,Site,L
10843,Floyd County - Berryhill Road Sanitary Landfill,9/8/06,34.30889,-85.27778,Floyd County - Berryhill Road Sanitary Landfill,Site,L
10844,North Berkeley Lake Road Site,9/25/06,33.98333,-84.16861,North Berkeley Lake Road Site,Site,RP
10846,Robert Bosch Tool Corporation,9/30/06,34.52833,-83.2825,Robert Bosch Tool Corporation,Site,RP
10849,Toto Distribution (Former),1/16/07,32.08194,-81.11,Toto Distribution (Former),Site,RP
10851,"Stewart County Landfill, CR 145 S Ph 2 (SL)",4/24/07,32.0375,-84.77722,"Stewart County Landfill, CR 145 S Ph 2 (SL)",Site,L
10852,Warren County - Shoals Street #2 MSWL,4/24/07,33.39889,-82.67111,Warren County - Shoals Street #2 MSWL,Site,L
10853,Worth County SR 112 MSWL,4/24/07,31.55306,-83.7925,Worth County SR 112 MSWL,Site,L
10854,Calhoun County SR 45 Morgan (SL),4/24/07,31.535,-84.65,Calhoun County SR 45 Morgan (SL),Site,L
10855,Paulding County - Gulledge Road MSWL,4/24/07,34.02,-84.80083,Paulding County - Gulledge Road MSWL,Site,L
10856,Harris County Hamilton Road E MSWL,4/24/07,32.74444,-84.81278,Harris County Hamilton Road E MSWL,Site,L
10857,Randolph County Brooksville Road Ph 1 MSWL,4/24/07,31.79611,-84.75056,Randolph County Brooksville Road Ph 1 MSWL,Site,L
10858,Decatur County SR 309 MSWL,4/24/07,30.83694,-84.56778,Decatur County SR 309 MSWL,Site,L
10859,Walker County Marble Top Road MSWL,4/24/07,34.83528,-85.365,Walker County Marble Top Road MSWL,Site,L
10860,Schley County CR 65 MSWL,4/24/07,32.24806,-84.23056,Schley County CR 65 MSWL,Site,L
10863,Paper Mill Road Undeveloped Tract,3/26/07,33.9525,-83.96278,Paper Mill Road Undeveloped Tract,Site,L
10867,"Coastal Concrete, Inc.",7/27/07,32.08194,-81.12778,"Coastal Concrete, Inc.",Site,RP
10869,"Kemira Chemicals, Inc. Marietta Facility",8/22/07,33.99222,-84.52806,"Kemira Chemicals, Inc. Marietta Facility",Site,RP
10872,Hock's One Hour Martinizing/Embassy Cleaners,7/17/08,33.92694,-84.49194,Hock's One Hour Martinizing/Embassy Cleaners,Site,RP
10874,Proctor Square Cleaners,9/7/07,34.00083,-84.14278,Proctor Square Cleaners,Site,RP
10875,Silverstein's Cleaners,10/5/07,33.51194,-82.08806,Silverstein's Cleaners,Site,RP
10876,Glennville Wood Preserving,10/19/07,31.94667,-81.94806,Glennville Wood Preserving,Site,A
10880,Dry Cleaning Depot,11/5/07,34.02778,-84.35778,Dry Cleaning Depot,Site,RP
10882,W.F. Taylor Co. Inc.,12/4/07,34.68861,-84.98944,W.F. Taylor Co. Inc.,Site,RP
10884,JNV Investments Group (f.k.a Professional Cleaners),12/27/07,33.76278,-84.19528,JNV Investments Group (f.k.a Professional Cleaners),Site,RP
10885,Plant McManus Substation,4/21/08,31.21278,-81.545,Plant McManus Substation,Site,RP
10889,Lincoln County - CR 121/Prater Landfill,4/18/08,33.8225,-82.46333,Lincoln County - CR 121/Prater Landfill,Site,L
10890,B&L Discount Auto,4/25/08,33.69278,-84.26083,B&L Discount Auto,Site,RP
10891,431 Vine Street (assoc. with Westside Lead NPL Site),6/19/08,33.76639,-84.40722,431 Vine Street (assoc. with Westside Lead NPL Site),Site,RP
10893,"Best Manufacturing Company,Armuchee Div",8/26/08,34.36417,-85.16917,"Best Manufacturing Company,Armuchee Div",Site,RP
10896,City of Waycross Blackwell Road Landfill,12/31/08,31.195,-82.34806,City of Waycross Blackwell Road Landfill,Site,L
10897,Rita's Dry Cleaners,1/20/09,33.86083,-84.3325,Rita's Dry Cleaners,Site,RP
10900,Spears Mattress Company,8/18/09,34.23861,-85.17361,Spears Mattress Company,Site,RP
10901,Roper Pump Company,11/23/09,34.21472,-83.4825,Roper Pump Company,Site,RP
10902,Rose City Cleaners (Former),11/10/09,30.83889,-83.98278,Rose City Cleaners (Former),Site,RP
10903,Hunter Army Airfield/TCE Plume,11/20/09,32.01444,-81.14417,Hunter Army Airfield/TCE Plume,Site,RP
10904,Carriage Cleaners (Former),4/5/10,33.85361,-84.38222,Carriage Cleaners (Former),Site,RP
10905,CSXT Property on Feeley Avenue,3/25/10,32.075,-81.11389,CSXT Property on Feeley Avenue,Site,RP
10909,Glynco Naval Air Station (Cotton Court Property),5/12/10,31.25194,-81.45222,Glynco Naval Air Station (Cotton Court Property),Site,RP
10910,110 North Main Street,7/16/10,31.18139,-83.78861,110 North Main Street,Site,RP
10911,"DOT Sales and Supplies, Inc.",9/3/10,33.66722,-84.03944,"DOT Sales and Supplies, Inc.",Site,RP
10912,Grantville Mill,8/31/10,33.2375,-84.83167,Grantville Mill,Site,RP
10913,Avalon Plant,9/24/10,34.50694,-83.21889,Avalon Plant,Site,RP
10916,McTeer Food and Fuel,3/11/11,33.45639,-81.96889,McTeer Food and Fuel,Site,RP
10919,2217 West Bay Street,9/16/11,32.09,-81.125,2217 West Bay Street,Site,RP
10921,Joy Dry Cleaners/Lee's Shopping Center,8/29/11,31.82667,-81.61972,Joy Dry Cleaners/Lee's Shopping Center,Site,RP
10922,One Hour Martinizing Cleaners (Former),4/11/14,33.92389,-84.57278,One Hour Martinizing Cleaners (Former),Site,RP
10923,"Rice Iron and Metals, Inc. (Former)",9/25/12,30.81889,-83.30528,"Rice Iron and Metals, Inc. (Former)",Site,RP
10924,"Amrep, Inc. - Cartersville (Former)",1/23/13,34.155,-84.79167,"Amrep, Inc. - Cartersville (Former)",Site,RP
10925,Duck Barnes Dry Cleaners,8/15/13,30.84667,-83.30278,Duck Barnes Dry Cleaners,Site,RP
10926,Guardian Automotive Corporation (dba SRG Global Covington),12/6/13,33.61278,-83.835,Guardian Automotive Corporation (dba SRG Global Covington),Site,RP
10927,Westside Cleaners (former),11/22/13,33.935,-84.55667,Westside Cleaners (former),Site,RP
10928,Pike County - County Farm Road MSWL,11/22/13,33.12111,-84.36472,Pike County - County Farm Road MSWL,Site,L
10929,Pilot Wastewater Treatment Plant,12/17/14,32.97278,-85.02667,Pilot Wastewater Treatment Plant,Site,RP
10930,Cleveland Cleaners,11/2/15,34.5975,-83.76417,Cleveland Cleaners,Site,RP
10931,Ideal Cleaners,3/9/15,33.03944,-85.02778,Ideal Cleaners,Site,RP
10932,Tropical Breeze Laundry,5/31/16,33.70806,-84.45444,Tropical Breeze Laundry,Site,RP
10933,E. Cohn Property (Former),9/4/15,32.45583,-84.98306,E. Cohn Property (Former),Site,RP
10934,Spence Family Partnership,11/2/15,30.85722,-83.94806,Spence Family Partnership,Site,RP
10935,Woodward Dry Cleaners (Former),12/21/15,33.24472,-84.26528,Woodward Dry Cleaners (Former),Site,RP
10936,Brown and Brown Wrecker Service,12/2/15,33.89833,-84.285,Brown and Brown Wrecker Service,Site,A
10937,Occidental Chemical Corporation,5/17/16,33.39,-81.9925,Occidental Chemical Corporation,Site,RP
10938,East Coast Asphalt,2/2/17,31.22333,-82.36861,East Coast Asphalt,Site,RP
10939,Noble Cleaners (Former),1/10/17,33.97028,-84.53444,Noble Cleaners (Former),Site,RP
10940,Star Cleaners (Former),1/31/17,32.46083,-83.73111,Star Cleaners (Former),Site,RP
10941,US Cleaners,2/15/17,34.06833,-84.52056,US Cleaners,Site,RP
10942,Nelms Drive Landfill,3/7/17,33.66944,-84.28083,Nelms Drive Landfill,Site,L
10943,Milliken & Company,3/10/17,34.54639,-83.40139,Milliken & Company,Site,RP
10944,U.S. Army - Fort Gillem - Southeast Burial Site,6/22/17,33.61806,-84.31806,U.S. Army - Fort Gillem - Southeast Burial Site,Site,RP
10945,Master Kleen Site (Former),9/8/17,33.81472,-84.26972,Master Kleen Site (Former),Site,RP
10946,Albany Theater,10/16/17,31.58278,-84.15417,Albany Theater,Site,RP
10947,New Heritage Cleaners (Former),2/27/18,33.94333,-83.99306,New Heritage Cleaners (Former),Site,RP
10948,Agri-Cycle,5/22/18,34.19111,-83.72861,Agri-Cycle,Site,A
10949,60 Minute Cleaners,7/24/18,33.68194,-84.40694,60 Minute Cleaners,Site,RP
10950,River Oak Plaza Shopping Center,2/19/19,33.88833,-84.06222,River Oak Plaza Shopping Center,Site,RP
10951,Armstrong World Industries (Macon Plant) - NPL Site,4/2/19,32.76861,-83.65083,Armstrong World Industries (Macon Plant) - NPL Site,Site,RP
10952,"AAA Asphalt Products, Inc.",7/16/19,32.68222,-83.70722,"AAA Asphalt Products, Inc.",Site,RP
10954,Bradley Circle Properties/Bradley Circle Landfill (Former),6/23/20,32.48944,-84.99278,Bradley Circle Properties/Bradley Circle Landfill (Former),Site,L
10955,Spalding Square Shopping Center,5/4/20,33.22056,-84.26889,Spalding Square Shopping Center,Site,RP
10956,Ace Pole Company,5/28/20,31.25667,-82.29306,Ace Pole Company,Site,RP
10957,Sunny Cleaner,3/1/21,33.49972,-84.24778,Sunny Cleaner,Site,RP
10958,Pine Grove/Appling County Herbicide Spill,10/8/21,31.8125,-82.45111,Pine Grove/Appling County Herbicide Spill,Site,RP
10959,455 Virgil Drive,10/28/21,34.73639,-84.965,455 Virgil Drive,Site,RP
10960,15667 Alabama Highway,10/28/21,34.76833,-85.15,15667 Alabama Highway,Site,RP
10961,21-Acre Undeveloped Parcel,12/21/21,33.81417,-84.4825,21-Acre Undeveloped Parcel,Site,RP
10962,Piedmont Paints and Primer (Former),6/1/22,34.53639,-83.30111,Piedmont Paints and Primer (Former),Site,RP
10963,Aerospace Defense Coatings (ADC) - Main Plant,6/1/23,32.69833,-83.66333,Aerospace Defense Coatings (ADC) - Main Plant,Site,RP
10964,Aerospace Defense Coatings (ADC) - Grace Plant,6/1/23,32.70667,-83.66611,Aerospace Defense Coatings (ADC) - Grace Plant,Site,RP
methyl parathion,methyl parathion,,,,,Chemical,
2-chloronaphthalene,2-chloronaphthalene,,,,,Chemical,
"1,1,2-trichloro-1 ,2,2-trifluoroethane","1,1,2-trichloro-1 ,2,2-trifluoroethane",,,,,Chemical,
endosulfan (mixed isomers),endosulfan (mixed isomers),,,,,Chemical,
beta-benzenehexachloride,beta-benzenehexachloride,,,,,Chemical,
naphthalene,naphthalene,,,,,Chemical,
vanadium pentoxide,vanadium pentoxide,,,,,Chemical,
mercury,mercury,,,,,Chemical,
phenanthrene,phenanthrene,,,,,Chemical,
fluorene,fluorene,,,,,Chemical,
copper,copper,,,,,Chemical,
parathion,parathion,,,,,Chemical,
endosulfan sulfate,endosulfan sulfate,,,,,Chemical,
"1,2-dichloropropane","1,2-dichloropropane",,,,,Chemical,
dieldrin,dieldrin,,,,,Chemical,
p-cresol,p-cresol,,,,,Chemical,
p-dioxane,p-dioxane,,,,,Chemical,
methylene bromide,methylene bromide,,,,,Chemical,
"dichloropropene, nos","dichloropropene, nos",,,,,Chemical,
butyl benzyl phthalate,butyl benzyl phthalate,,,,,Chemical,
"2,4-dichlorophenoxyacetic acid, salts and esters","2,4-dichlorophenoxyacetic acid, salts and esters",,,,,Chemical,
acenaphthene,acenaphthene,,,,,Chemical,
cresols,cresols,,,,,Chemical,
di-n-propylnitrosamine,di-n-propylnitrosamine,,,,,Chemical,
chloroform,chloroform,,,,,Chemical,
benzenehexachloride,benzenehexachloride,,,,,Chemical,
dibromochloropropane,dibromochloropropane,,,,,Chemical,
