Source,Target,Class,Key,Value,type
10001,pyrene,Soil,Soil,,RELATES_TO
10001,pyrene,Water,Water,,RELATES_TO
10001,carbon tetrachloride,Soil,Soil,,RELATES_TO
10001,carbon tetrachloride,Water,Water,,RELATES_TO
10001,"1,1-dichloroethene",Soil,Soil,,RELATES_TO
10001,"1,1-dichloroethene",Water,Water,,RELATES_TO
10001,chloroform,Soil,Soil,,RELATES_TO
10001,chloroform,Water,Water,,RELATES_TO
10001,ethylbenzene,Soil,Soil,,RELATES_TO
10001,ethylbenzene,Water,Water,,RELATES_TO
10001,chromium,Soil,Soil,,RELATES_TO
10001,toluene,Soil,Soil,,RELATES_TO
10001,toluene,Water,Water,,RELATES_TO
10001,trichloroethene,Soil,Soil,,RELATES_TO
10001,trichloroethene,Water,Water,,RELATES_TO
10001,"1,1,1,2-tetrachloroethane",Water,Water,,RELATES_TO
10001,vinyl chloride,Water,Water,,RELATES_TO
10001,"1,1,2-trichloroethane",Water,Water,,RELATES_TO
10001,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10001,dichloromethane,Water,Water,,RELATES_TO
10001,tetrachloroethene,Water,Water,,RELATES_TO
10001,bromoform,Water,Water,,RELATES_TO
10001,styrene,Water,Water,,RELATES_TO
10002,benzonitrile,Soil,Soil,,RELATES_TO
10002,dicamba,Soil,Soil,,RELATES_TO
10002,dicamba,Water,Water,,RELATES_TO
10002,arsenic,Soil,Soil,,RELATES_TO
10002,barium,Soil,Soil,,RELATES_TO
10002,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10002,toluene,Soil,Soil,,RELATES_TO
10002,dibutyl phthalate,Soil,Soil,,RELATES_TO
10002,lead,Soil,Soil,,RELATES_TO
10002,antimony,Soil,Soil,,RELATES_TO
10002,chromium,Soil,Soil,,RELATES_TO
10002,vinyl chloride,Water,Water,,RELATES_TO
10003,chrysene,Soil,Soil,,RELATES_TO
10003,chrysene,Water,Water,,RELATES_TO
10003,aroclor 1260,Soil,Soil,,RELATES_TO
10003,toluene,Soil,Soil,,RELATES_TO
10003,toluene,Water,Water,,RELATES_TO
10003,phenanthrene,Soil,Soil,,RELATES_TO
10003,phenanthrene,Water,Water,,RELATES_TO
10003,anthracene,Soil,Soil,,RELATES_TO
10003,anthracene,Water,Water,,RELATES_TO
10003,dibutyl phthalate,Soil,Soil,,RELATES_TO
10003,ethylbenzene,Soil,Soil,,RELATES_TO
10003,silver,Soil,Soil,,RELATES_TO
10003,benzene,Soil,Soil,,RELATES_TO
10003,acenaphthene,Soil,Soil,,RELATES_TO
10003,butyl benzyl phthalate,Soil,Soil,,RELATES_TO
10003,butyl benzyl phthalate,Water,Water,,RELATES_TO
10003,fluorene,Soil,Soil,,RELATES_TO
10003,fluorene,Water,Water,,RELATES_TO
10003,barium,Soil,Soil,,RELATES_TO
10003,barium,Water,Water,,RELATES_TO
10003,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10003,naphthalene,Soil,Soil,,RELATES_TO
10003,naphthalene,Water,Water,,RELATES_TO
10003,lead,Soil,Soil,,RELATES_TO
10003,lead,Water,Water,,RELATES_TO
10003,pentachlorophenol,Soil,Soil,,RELATES_TO
10003,pentachlorophenol,Water,Water,,RELATES_TO
10003,chromium,Soil,Soil,,RELATES_TO
10003,chromium,Water,Water,,RELATES_TO
10003,fluoranthene,Soil,Soil,,RELATES_TO
10003,fluoranthene,Water,Water,,RELATES_TO
10003,pyrene,Soil,Soil,,RELATES_TO
10003,pyrene,Water,Water,,RELATES_TO
10003,arsenic,Soil,Soil,,RELATES_TO
10003,arsenic,Water,Water,,RELATES_TO
10003,dichloromethane,Soil,Soil,,RELATES_TO
10003,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10003,benzo(a)anthracene,Water,Water,,RELATES_TO
10003,"1,2-dichlorobenzene",Water,Water,,RELATES_TO
10003,"2,4,6-trichlorophenol",Water,Water,,RELATES_TO
10003,"2,4-dichlorophenol",Water,Water,,RELATES_TO
10003,xylenes,Water,Water,,RELATES_TO
10003,heptachlor,Water,Water,,RELATES_TO
10003,"2,3,4,6-tetrachlorophenol",Water,Water,,RELATES_TO
10003,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10003,acenaphthylene,Water,Water,,RELATES_TO
10003,phenol,Water,Water,,RELATES_TO
10005,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10005,benzo(ghi)perylene,Soil,Soil,,RELATES_TO
10005,cadmium,Soil,Soil,,RELATES_TO
10005,pyrene,Soil,Soil,,RELATES_TO
10005,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10005,phenanthrene,Soil,Soil,,RELATES_TO
10005,selenium,Soil,Soil,,RELATES_TO
10005,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10005,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10005,barium,Soil,Soil,,RELATES_TO
10005,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10005,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10005,chrysene,Soil,Soil,,RELATES_TO
10005,lead,Soil,Soil,,RELATES_TO
10005,lead,Water,Water,,RELATES_TO
10005,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10005,chromium,Soil,Soil,,RELATES_TO
10005,fluoranthene,Soil,Soil,,RELATES_TO
10005,carbon disulfide,Water,Water,,RELATES_TO
10005,silver,Water,Water,,RELATES_TO
10006,toxaphene,Water,Water,,RELATES_TO
10006,benzene,Water,Water,,RELATES_TO
10008,p-xylene,Water,Water,,RELATES_TO
10008,nitrobenzene,Water,Water,,RELATES_TO
10008,ethylbenzene,Water,Water,,RELATES_TO
10008,xylenes,Water,Water,,RELATES_TO
10008,toluene,Water,Water,,RELATES_TO
10008,benzene,Water,Water,,RELATES_TO
10009,chloroform,Soil,Soil,,RELATES_TO
10009,chloroform,Water,Water,,RELATES_TO
10009,arsenic,Soil,Soil,,RELATES_TO
10009,arsenic,Water,Water,,RELATES_TO
10009,lead,Soil,Soil,,RELATES_TO
10009,lead,Water,Water,,RELATES_TO
10009,trichloroethene,Soil,Soil,,RELATES_TO
10009,trichloroethene,Water,Water,,RELATES_TO
10009,mercury,Water,Water,,RELATES_TO
10009,trichlorofluoromethane,Water,Water,,RELATES_TO
10009,beryllium,Water,Water,,RELATES_TO
10009,"1,2-dichloropropane",Water,Water,,RELATES_TO
10009,carbon tetrachloride,Water,Water,,RELATES_TO
10009,alpha-benzenehexachloride,Water,Water,,RELATES_TO
10009,chrysene,Water,Water,,RELATES_TO
10009,"1,2-dichloroethane",Water,Water,,RELATES_TO
10009,endosulfan (alpha),Water,Water,,RELATES_TO
10009,toluene,Water,Water,,RELATES_TO
10009,nickel,Water,Water,,RELATES_TO
10009,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10009,endrin,Water,Water,,RELATES_TO
10009,dieldrin,Water,Water,,RELATES_TO
10009,aldrin,Water,Water,,RELATES_TO
10009,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10009,p-dichlorobenzene,Water,Water,,RELATES_TO
10009,"1,1-dichloroethene",Water,Water,,RELATES_TO
10009,dibutyl phthalate,Water,Water,,RELATES_TO
10009,"1,1-dichloroethane",Water,Water,,RELATES_TO
10009,heptachlor epoxide,Water,Water,,RELATES_TO
10009,dde,Water,Water,,RELATES_TO
10009,methyl chloride,Water,Water,,RELATES_TO
10009,benzene,Water,Water,,RELATES_TO
10009,vinyl chloride,Water,Water,,RELATES_TO
10009,heptachlor,Water,Water,,RELATES_TO
10009,barium,Water,Water,,RELATES_TO
10009,ddd,Water,Water,,RELATES_TO
10009,"indeno(1,2,3-cd)pyrene",Water,Water,,RELATES_TO
10009,delta-benzenehexachloride,Water,Water,,RELATES_TO
10009,tetrachloroethene,Water,Water,,RELATES_TO
10009,"1,1,2,2-tetrachloroethane",Water,Water,,RELATES_TO
10009,naphthalene,Water,Water,,RELATES_TO
10009,thallium,Water,Water,,RELATES_TO
10009,chromium,Water,Water,,RELATES_TO
10009,chlorobenzene,Water,Water,,RELATES_TO
10009,xylenes,Water,Water,,RELATES_TO
10009,selenium,Water,Water,,RELATES_TO
10009,antimony,Water,Water,,RELATES_TO
10009,pcbs,Water,Water,,RELATES_TO
10009,cadmium,Water,Water,,RELATES_TO
10009,dichlorobromomethane,Water,Water,,RELATES_TO
10009,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10009,dichloromethane,Water,Water,,RELATES_TO
10009,lindane,Water,Water,,RELATES_TO
10009,toxaphene,Water,Water,,RELATES_TO
10012,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10012,arsenic,Soil,Soil,,RELATES_TO
10012,arsenic,Water,Water,,RELATES_TO
10012,barium,Soil,Soil,,RELATES_TO
10012,barium,Water,Water,,RELATES_TO
10012,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10012,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10012,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10012,lead,Soil,Soil,,RELATES_TO
10012,lead,Water,Water,,RELATES_TO
10012,nickel,Soil,Soil,,RELATES_TO
10012,nickel,Water,Water,,RELATES_TO
10012,zinc,Water,Water,,RELATES_TO
10015,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10015,benzo(a)pyrene,Water,Water,,RELATES_TO
10015,acenaphthene,Water,Water,,RELATES_TO
10015,2-chlorophenol,Water,Water,,RELATES_TO
10015,benzo(a)anthracene,Water,Water,,RELATES_TO
10015,"dibenzo(a,h)anthracene",Water,Water,,RELATES_TO
10015,"2,4,6-trichlorophenol",Water,Water,,RELATES_TO
10015,"2,4-dinitrophenol",Water,Water,,RELATES_TO
10015,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10015,pentachlorophenol,Water,Water,,RELATES_TO
10015,fluoranthene,Water,Water,,RELATES_TO
10015,phenol,Water,Water,,RELATES_TO
10015,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10015,"2,3,4,6-tetrachlorophenol",Water,Water,,RELATES_TO
10016,mercury,Water,Water,,RELATES_TO
10016,trichlorofluoromethane,Water,Water,,RELATES_TO
10016,zinc,Water,Water,,RELATES_TO
10016,chloroform,Water,Water,,RELATES_TO
10016,methyl ethyl ketone,Water,Water,,RELATES_TO
10016,nickel,Water,Water,,RELATES_TO
10016,trichloroethene,Water,Water,,RELATES_TO
10016,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10016,"1,1-dichloroethene",Water,Water,,RELATES_TO
10016,"1,1-dichloroethane",Water,Water,,RELATES_TO
10016,cyanides (soluble salts and complexes) n.o.s.,Water,Water,,RELATES_TO
10016,"2,4-dinitro sec butylphenol",Water,Water,,RELATES_TO
10016,silver,Water,Water,,RELATES_TO
10016,p-nitrophenol,Water,Water,,RELATES_TO
10016,barium,Water,Water,,RELATES_TO
10016,selenium,Water,Water,,RELATES_TO
10016,chromium,Water,Water,,RELATES_TO
10016,p-dioxane,Water,Water,,RELATES_TO
10016,methyl isobutyl ketone,Water,Water,,RELATES_TO
10016,arsenic,Water,Water,,RELATES_TO
10016,dichloromethane,Water,Water,,RELATES_TO
10016,carbon disulfide,Water,Water,,RELATES_TO
10016,phenol,Water,Water,,RELATES_TO
10016,acetone,Water,Water,,RELATES_TO
10017,2-chlorophenol,Water,Water,,RELATES_TO
10017,cadmium,Water,Water,,RELATES_TO
10017,o-toluidine,Water,Water,,RELATES_TO
10017,beryllium,Water,Water,,RELATES_TO
10017,"1,2-dichloropropane",Water,Water,,RELATES_TO
10017,barium,Water,Water,,RELATES_TO
10017,nitrobenzene,Water,Water,,RELATES_TO
10017,p-chloroaniline,Water,Water,,RELATES_TO
10017,"1,2-dichloroethane",Water,Water,,RELATES_TO
10017,naphthalene,Water,Water,,RELATES_TO
10017,p-nitroaniline,Water,Water,,RELATES_TO
10017,chlorobenzene,Water,Water,,RELATES_TO
10017,aniline,Water,Water,,RELATES_TO
10017,nickel,Water,Water,,RELATES_TO
10017,"4,4-methylenebis(2-chloroaniline)",Water,Water,,RELATES_TO
10018,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10018,"dibenzo(a,h)anthracene",Water,Water,,RELATES_TO
10018,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10018,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10018,formaldehyde,Soil,Soil,,RELATES_TO
10018,formaldehyde,Water,Water,,RELATES_TO
10018,"2,4,6-trichlorophenol",Soil,Soil,,RELATES_TO
10018,"2,4,6-trichlorophenol",Water,Water,,RELATES_TO
10018,methyl ethyl ketone,Soil,Soil,,RELATES_TO
10018,methyl ethyl ketone,Water,Water,,RELATES_TO
10018,toluene,Soil,Soil,,RELATES_TO
10018,toluene,Water,Water,,RELATES_TO
10018,m-cresol,Soil,Soil,,RELATES_TO
10018,m-cresol,Water,Water,,RELATES_TO
10018,anthracene,Soil,Soil,,RELATES_TO
10018,anthracene,Water,Water,,RELATES_TO
10018,ethylbenzene,Soil,Soil,,RELATES_TO
10018,ethylbenzene,Water,Water,,RELATES_TO
10018,cyanides (soluble salts and complexes) n.o.s.,Soil,Soil,,RELATES_TO
10018,cyanides (soluble salts and complexes) n.o.s.,Water,Water,,RELATES_TO
10018,benzene,Soil,Soil,,RELATES_TO
10018,benzene,Water,Water,,RELATES_TO
10018,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10018,benzo(a)pyrene,Water,Water,,RELATES_TO
10018,acenaphthene,Soil,Soil,,RELATES_TO
10018,acenaphthene,Water,Water,,RELATES_TO
10018,fluorene,Soil,Soil,,RELATES_TO
10018,fluorene,Water,Water,,RELATES_TO
10018,p-cresol,Soil,Soil,,RELATES_TO
10018,p-cresol,Water,Water,,RELATES_TO
10018,"2,4-dinitrophenol",Soil,Soil,,RELATES_TO
10018,"2,4-dinitrophenol",Water,Water,,RELATES_TO
10018,naphthalene,Soil,Soil,,RELATES_TO
10018,naphthalene,Water,Water,,RELATES_TO
10018,chromium,Soil,Soil,,RELATES_TO
10018,chromium,Water,Water,,RELATES_TO
10018,fluoranthene,Soil,Soil,,RELATES_TO
10018,fluoranthene,Water,Water,,RELATES_TO
10018,pentachlorophenol,Soil,Soil,,RELATES_TO
10018,pentachlorophenol,Water,Water,,RELATES_TO
10018,"2,4-dimethylphenol",Soil,Soil,,RELATES_TO
10018,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10018,"2,3,4,6-tetrachlorophenol",Soil,Soil,,RELATES_TO
10018,"2,3,4,6-tetrachlorophenol",Water,Water,,RELATES_TO
10018,pyrene,Soil,Soil,,RELATES_TO
10018,pyrene,Water,Water,,RELATES_TO
10018,arsenic,Soil,Soil,,RELATES_TO
10018,arsenic,Water,Water,,RELATES_TO
10018,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10018,benzo(a)anthracene,Water,Water,,RELATES_TO
10018,xylenes,Water,Water,,RELATES_TO
10019,toxaphene,Soil,Soil,,RELATES_TO
10019,dieldrin,Soil,Soil,,RELATES_TO
10019,dieldrin,Water,Water,,RELATES_TO
10019,chlordane,Soil,Soil,,RELATES_TO
10019,lindane,Soil,Soil,,RELATES_TO
10019,lindane,Water,Water,,RELATES_TO
10019,alpha-benzenehexachloride,Water,Water,,RELATES_TO
10019,delta-benzenehexachloride,Water,Water,,RELATES_TO
10019,"1,2-dichloroethane",Water,Water,,RELATES_TO
10019,lead,Water,Water,,RELATES_TO
10019,vinyl chloride,Water,Water,,RELATES_TO
10019,chromium,Water,Water,,RELATES_TO
10020,tetrachloroethene,Soil,Soil,,RELATES_TO
10020,ethylbenzene,Soil,Soil,,RELATES_TO
10020,ethylbenzene,Water,Water,,RELATES_TO
10020,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10020,benzene,Water,Water,,RELATES_TO
10020,"1,2-dichloroethane",Water,Water,,RELATES_TO
10020,naphthalene,Water,Water,,RELATES_TO
10020,xylenes,Water,Water,,RELATES_TO
10020,chlorobenzene,Water,Water,,RELATES_TO
10020,trichloroethene,Water,Water,,RELATES_TO
10020,vinyl chloride,Water,Water,,RELATES_TO
10021,arsenic,Soil,Soil,,RELATES_TO
10021,copper,Soil,Soil,,RELATES_TO
10021,dibutyl phthalate,Soil,Soil,,RELATES_TO
10021,lead,Soil,Soil,,RELATES_TO
10021,formaldehyde,Soil,Soil,,RELATES_TO
10021,chromium,Soil,Soil,,RELATES_TO
10021,chromium,Water,Water,,RELATES_TO
10021,benzene,Water,Water,,RELATES_TO
10021,methyl isobutyl ketone,Water,Water,,RELATES_TO
10022,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10022,chrysene,Soil,Soil,,RELATES_TO
10022,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10022,"2,4,6-trichlorophenol",Soil,Soil,,RELATES_TO
10022,anthracene,Soil,Soil,,RELATES_TO
10022,anthracene,Water,Water,,RELATES_TO
10022,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10022,acenaphthene,Soil,Soil,,RELATES_TO
10022,acenaphthene,Water,Water,,RELATES_TO
10022,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10022,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10022,creosote,Soil,Soil,,RELATES_TO
10022,creosote,Water,Water,,RELATES_TO
10022,fluoranthene,Soil,Soil,,RELATES_TO
10022,fluoranthene,Water,Water,,RELATES_TO
10022,pentachlorophenol,Soil,Soil,,RELATES_TO
10022,chromium,Soil,Soil,,RELATES_TO
10022,"2,3,4,6-tetrachlorophenol",Soil,Soil,,RELATES_TO
10022,pyrene,Soil,Soil,,RELATES_TO
10022,naphthalene,Soil,Soil,,RELATES_TO
10022,arsenic,Soil,Soil,,RELATES_TO
10022,phenol,Soil,Soil,,RELATES_TO
10022,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10024,heptachlor,Soil,Soil,,RELATES_TO
10024,dibromochloropropane,Soil,Soil,,RELATES_TO
10024,"1,2-dichloropropane",Soil,Soil,,RELATES_TO
10024,"1,2-dichloropropane",Water,Water,,RELATES_TO
10024,chrysene,Soil,Soil,,RELATES_TO
10024,chlorobenzene,Soil,Soil,,RELATES_TO
10024,chlorobenzene,Water,Water,,RELATES_TO
10024,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10024,chloroform,Soil,Soil,,RELATES_TO
10024,chloroform,Water,Water,,RELATES_TO
10024,methyl ethyl ketone,Soil,Soil,,RELATES_TO
10024,methyl ethyl ketone,Water,Water,,RELATES_TO
10024,chlordane,Soil,Soil,,RELATES_TO
10024,toluene,Soil,Soil,,RELATES_TO
10024,toluene,Water,Water,,RELATES_TO
10024,methyl parathion,Soil,Soil,,RELATES_TO
10024,methyl parathion,Water,Water,,RELATES_TO
10024,isophorone,Soil,Soil,,RELATES_TO
10024,isophorone,Water,Water,,RELATES_TO
10024,parathion,Soil,Soil,,RELATES_TO
10024,parathion,Water,Water,,RELATES_TO
10024,dieldrin,Soil,Soil,,RELATES_TO
10024,dieldrin,Water,Water,,RELATES_TO
10024,aldrin,Soil,Soil,,RELATES_TO
10024,aldrin,Water,Water,,RELATES_TO
10024,endosulfan (mixed isomers),Soil,Soil,,RELATES_TO
10024,p-dichlorobenzene,Soil,Soil,,RELATES_TO
10024,p-dichlorobenzene,Water,Water,,RELATES_TO
10024,ethylbenzene,Soil,Soil,,RELATES_TO
10024,ethylbenzene,Water,Water,,RELATES_TO
10024,"2,4-dinitro sec butylphenol",Soil,Soil,,RELATES_TO
10024,"2,4-dinitro sec butylphenol",Water,Water,,RELATES_TO
10024,benzene,Soil,Soil,,RELATES_TO
10024,benzene,Water,Water,,RELATES_TO
10024,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10024,acenaphthene,Soil,Soil,,RELATES_TO
10024,p-nitrophenol,Soil,Soil,,RELATES_TO
10024,p-nitrophenol,Water,Water,,RELATES_TO
10024,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10024,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10024,ddd,Soil,Soil,,RELATES_TO
10024,ddd,Water,Water,,RELATES_TO
10024,"1,2,4-trichlorobenzene",Soil,Soil,,RELATES_TO
10024,"1,2,4-trichlorobenzene",Water,Water,,RELATES_TO
10024,malathion,Soil,Soil,,RELATES_TO
10024,tetrachloroethene,Soil,Soil,,RELATES_TO
10024,tetrachloroethene,Water,Water,,RELATES_TO
10024,naphthalene,Soil,Soil,,RELATES_TO
10024,naphthalene,Water,Water,,RELATES_TO
10024,dursban,Soil,Soil,,RELATES_TO
10024,fluoranthene,Soil,Soil,,RELATES_TO
10024,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10024,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10024,dicamba,Soil,Soil,,RELATES_TO
10024,dicamba,Water,Water,,RELATES_TO
10024,pyrene,Soil,Soil,,RELATES_TO
10024,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10024,dichloromethane,Soil,Soil,,RELATES_TO
10024,dichloromethane,Water,Water,,RELATES_TO
10024,lindane,Soil,Soil,,RELATES_TO
10024,lindane,Water,Water,,RELATES_TO
10024,toxaphene,Soil,Soil,,RELATES_TO
10024,carbon disulfide,Soil,Soil,,RELATES_TO
10024,dde,Soil,Soil,,RELATES_TO
10024,dde,Water,Water,,RELATES_TO
10024,ddt,Soil,Soil,,RELATES_TO
10024,ddt,Water,Water,,RELATES_TO
10024,acetone,Soil,Soil,,RELATES_TO
10024,acetone,Water,Water,,RELATES_TO
10024,"1,2-dichlorobenzene",Water,Water,,RELATES_TO
10024,"2,4,5-trichlorophenoxyacetic acid",Water,Water,,RELATES_TO
10024,trichloroethene,Water,Water,,RELATES_TO
10024,endrin,Water,Water,,RELATES_TO
10024,nitrobenzene,Water,Water,,RELATES_TO
10024,"2,4-dichlorophenol",Water,Water,,RELATES_TO
10024,"2,4,5-trichlorophenol",Water,Water,,RELATES_TO
10024,ethylene dibromide,Water,Water,,RELATES_TO
10024,xylenes,Water,Water,,RELATES_TO
10024,butyl benzyl phthalate,Water,Water,,RELATES_TO
10024,"1,3-dichloropropene",Water,Water,,RELATES_TO
10024,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10025,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10025,"dibenzo(a,h)anthracene",Water,Water,,RELATES_TO
10025,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10025,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10025,toluene,Soil,Soil,,RELATES_TO
10025,toluene,Water,Water,,RELATES_TO
10025,phenanthrene,Soil,Soil,,RELATES_TO
10025,phenanthrene,Water,Water,,RELATES_TO
10025,anthracene,Soil,Soil,,RELATES_TO
10025,anthracene,Water,Water,,RELATES_TO
10025,ethylbenzene,Soil,Soil,,RELATES_TO
10025,ethylbenzene,Water,Water,,RELATES_TO
10025,benzene,Soil,Soil,,RELATES_TO
10025,benzene,Water,Water,,RELATES_TO
10025,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10025,benzo(a)pyrene,Water,Water,,RELATES_TO
10025,benzo(ghi)perylene,Soil,Soil,,RELATES_TO
10025,benzo(ghi)perylene,Water,Water,,RELATES_TO
10025,acenaphthene,Soil,Soil,,RELATES_TO
10025,acenaphthene,Water,Water,,RELATES_TO
10025,fluorene,Soil,Soil,,RELATES_TO
10025,fluorene,Water,Water,,RELATES_TO
10025,chrysene,Soil,Soil,,RELATES_TO
10025,chrysene,Water,Water,,RELATES_TO
10025,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10025,"indeno(1,2,3-cd)pyrene",Water,Water,,RELATES_TO
10025,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10025,benzo(k)fluoranthene,Water,Water,,RELATES_TO
10025,naphthalene,Soil,Soil,,RELATES_TO
10025,naphthalene,Water,Water,,RELATES_TO
10025,lead,Soil,Soil,,RELATES_TO
10025,lead,Water,Water,,RELATES_TO
10025,chromium,Soil,Soil,,RELATES_TO
10025,fluoranthene,Soil,Soil,,RELATES_TO
10025,fluoranthene,Water,Water,,RELATES_TO
10025,antimony,Soil,Soil,,RELATES_TO
10025,pyrene,Soil,Soil,,RELATES_TO
10025,pyrene,Water,Water,,RELATES_TO
10025,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10025,benzo(a)anthracene,Water,Water,,RELATES_TO
10025,xylenes,Water,Water,,RELATES_TO
10025,acenaphthylene,Water,Water,,RELATES_TO
10026,"1,2-dichlorobenzene",Soil,Soil,,RELATES_TO
10026,"1,2-dichlorobenzene",Water,Water,,RELATES_TO
10026,"1,1-dichloroethene",Soil,Soil,,RELATES_TO
10026,"1,1-dichloroethene",Water,Water,,RELATES_TO
10026,creosote,Soil,Soil,,RELATES_TO
10026,creosote,Water,Water,,RELATES_TO
10026,"1,1-dichloroethane",Soil,Soil,,RELATES_TO
10026,"1,1-dichloroethane",Water,Water,,RELATES_TO
10026,xylenes,Soil,Soil,,RELATES_TO
10026,xylenes,Water,Water,,RELATES_TO
10026,acenaphthene,Soil,Soil,,RELATES_TO
10026,acenaphthene,Water,Water,,RELATES_TO
10026,fluorene,Soil,Soil,,RELATES_TO
10026,fluorene,Water,Water,,RELATES_TO
10026,barium,Soil,Soil,,RELATES_TO
10026,barium,Water,Water,,RELATES_TO
10026,tetrachloroethene,Soil,Soil,,RELATES_TO
10026,tetrachloroethene,Water,Water,,RELATES_TO
10026,naphthalene,Soil,Soil,,RELATES_TO
10026,naphthalene,Water,Water,,RELATES_TO
10026,lead,Soil,Soil,,RELATES_TO
10026,lead,Water,Water,,RELATES_TO
10026,chlorobenzene,Soil,Soil,,RELATES_TO
10026,chlorobenzene,Water,Water,,RELATES_TO
10026,fluoranthene,Soil,Soil,,RELATES_TO
10026,fluoranthene,Water,Water,,RELATES_TO
10026,trichloroethene,Soil,Soil,,RELATES_TO
10026,trichloroethene,Water,Water,,RELATES_TO
10026,pyrene,Soil,Soil,,RELATES_TO
10026,pyrene,Water,Water,,RELATES_TO
10026,"cis-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10026,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10026,"trans-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10026,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10026,dichloromethane,Soil,Soil,,RELATES_TO
10026,dichloromethane,Water,Water,,RELATES_TO
10026,acetone,Soil,Soil,,RELATES_TO
10026,acetone,Water,Water,,RELATES_TO
10026,zine,Water,Water,,RELATES_TO
10026,vinyl chloride,Water,Water,,RELATES_TO
10027,cadmium,Soil,Soil,,RELATES_TO
10027,cadmium,Water,Water,,RELATES_TO
10027,arsenic,Soil,Soil,,RELATES_TO
10027,arsenic,Water,Water,,RELATES_TO
10027,barium,Soil,Soil,,RELATES_TO
10027,barium,Water,Water,,RELATES_TO
10027,dichloromethane,Soil,Soil,,RELATES_TO
10027,dichloromethane,Water,Water,,RELATES_TO
10027,lead,Soil,Soil,,RELATES_TO
10027,lead,Water,Water,,RELATES_TO
10027,nickel,Soil,Soil,,RELATES_TO
10027,nickel,Water,Water,,RELATES_TO
10027,benzene,Soil,Soil,,RELATES_TO
10027,benzene,Water,Water,,RELATES_TO
10027,mercury,Water,Water,,RELATES_TO
10027,trichlorofluoromethane,Water,Water,,RELATES_TO
10027,carbon tetrachloride,Water,Water,,RELATES_TO
10027,chloroform,Water,Water,,RELATES_TO
10027,toluene,Water,Water,,RELATES_TO
10027,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10027,antimony,Water,Water,,RELATES_TO
10027,benzoie acid,Water,Water,,RELATES_TO
10027,dibutyl phthalate,Water,Water,,RELATES_TO
