Source,Target,Class,Key,Value,type
10126,endrin aldehyde,Water,Water,,RELATES_TO
10126,beta-benzenehexachloride,Soil,Soil,,RELATES_TO
10126,heptachlor,Soil,Soil,,RELATES_TO
10126,dieldrin,Soil,Soil,,RELATES_TO
10126,dieldrin,Water,Water,,RELATES_TO
10126,endosulfan sulfate,Soil,Soil,,RELATES_TO
10126,endosulfan-ll,Soil,Soil,,RELATES_TO
10126,aldrin,Soil,Soil,,RELATES_TO
10126,aldrin,Water,Water,,RELATES_TO
10126,alpha-benzenehexachloride,Soil,Soil,,RELATES_TO
10126,lindane,Soil,Soil,,RELATES_TO
10126,delta-benzenehexachloride,Soil,Soil,,RELATES_TO
10126,delta-benzenehexachloride,Water,Water,,RELATES_TO
10126,endosulfan (alpha),Soil,Soil,,RELATES_TO
10126,endosulfan (alpha),Water,Water,,RELATES_TO
10126,ddd,Soil,Soil,,RELATES_TO
10126,ddd,Water,Water,,RELATES_TO
10126,ddt,Soil,Soil,,RELATES_TO
10126,heptachlor epoxide,Soil,Soil,,RELATES_TO
10126,heptachlor epoxide,Water,Water,,RELATES_TO
10126,dde,Soil,Soil,,RELATES_TO
10126,methoxychlor,Water,Water,,RELATES_TO
10128,toluene,Soil,Soil,,RELATES_TO
10128,toluene,Water,Water,,RELATES_TO
10128,chrysene,Soil,Soil,,RELATES_TO
10128,chrysene,Water,Water,,RELATES_TO
10128,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10128,"dibenzo(a,h)anthracene",Water,Water,,RELATES_TO
10128,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10128,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10128,phenanthrene,Soil,Soil,,RELATES_TO
10128,phenanthrene,Water,Water,,RELATES_TO
10128,anthracene,Soil,Soil,,RELATES_TO
10128,anthracene,Water,Water,,RELATES_TO
10128,ethylbenzene,Soil,Soil,,RELATES_TO
10128,ethylbenzene,Water,Water,,RELATES_TO
10128,xylenes,Soil,Soil,,RELATES_TO
10128,xylenes,Water,Water,,RELATES_TO
10128,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10128,benzo(a)pyrene,Water,Water,,RELATES_TO
10128,acenaphthene,Soil,Soil,,RELATES_TO
10128,acenaphthene,Water,Water,,RELATES_TO
10128,fluorene,Soil,Soil,,RELATES_TO
10128,fluorene,Water,Water,,RELATES_TO
10128,p-cresol,Soil,Soil,,RELATES_TO
10128,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10128,"indeno(1,2,3-cd)pyrene",Water,Water,,RELATES_TO
10128,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10128,benzo(k)fluoranthene,Water,Water,,RELATES_TO
10128,acenaphthylene,Soil,Soil,,RELATES_TO
10128,acenaphthylene,Water,Water,,RELATES_TO
10128,naphthalene,Soil,Soil,,RELATES_TO
10128,naphthalene,Water,Water,,RELATES_TO
10128,styrene,Soil,Soil,,RELATES_TO
10128,styrene,Water,Water,,RELATES_TO
10128,thallium,Soil,Soil,,RELATES_TO
10128,fluoranthene,Soil,Soil,,RELATES_TO
10128,fluoranthene,Water,Water,,RELATES_TO
10128,antimony,Soil,Soil,,RELATES_TO
10128,"2,4-dimethylphenol",Soil,Soil,,RELATES_TO
10128,pyrene,Soil,Soil,,RELATES_TO
10128,pyrene,Water,Water,,RELATES_TO
10128,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10128,benzo(a)anthracene,Water,Water,,RELATES_TO
10128,dichloromethane,Soil,Soil,,RELATES_TO
10128,dichloromethane,Water,Water,,RELATES_TO
10128,benzene,Soil,Soil,,RELATES_TO
10128,benzene,Water,Water,,RELATES_TO
10128,carbon disulfide,Soil,Soil,,RELATES_TO
10128,carbon disulfide,Water,Water,,RELATES_TO
10128,acetone,Soil,Soil,,RELATES_TO
10128,acetone,Water,Water,,RELATES_TO
10128,mercury,Water,Water,,RELATES_TO
10128,copper,Water,Water,,RELATES_TO
10128,chloroform,Water,Water,,RELATES_TO
10128,"2,4-dinitrotoluene",Water,Water,,RELATES_TO
10128,nickel,Water,Water,,RELATES_TO
10128,2-chloronaphthalene,Water,Water,,RELATES_TO
10128,"2,6-dinitrotoluene",Water,Water,,RELATES_TO
10128,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10128,silver,Water,Water,,RELATES_TO
10128,benzo(ghi)perylene,Water,Water,,RELATES_TO
10128,p-nitrophenol,Water,Water,,RELATES_TO
10128,heptachlor,Water,Water,,RELATES_TO
10128,barium,Water,Water,,RELATES_TO
10128,diethyl phthalate,Water,Water,,RELATES_TO
10128,cyanides {cn anion},Water,Water,,RELATES_TO
10128,lead,Water,Water,,RELATES_TO
10128,chromium,Water,Water,,RELATES_TO
10128,selenium,Water,Water,,RELATES_TO
10128,zinc,Water,Water,,RELATES_TO
10128,cadmium,Water,Water,,RELATES_TO
10128,arsenic,Water,Water,,RELATES_TO
10132,chrysene,Soil,Soil,,RELATES_TO
10132,chrysene,Water,Water,,RELATES_TO
10132,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10132,"dibenzo(a,h)anthracene",Water,Water,,RELATES_TO
10132,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10132,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10132,toluene,Soil,Soil,,RELATES_TO
10132,toluene,Water,Water,,RELATES_TO
10132,phenanthrene,Soil,Soil,,RELATES_TO
10132,phenanthrene,Water,Water,,RELATES_TO
10132,anthracene,Soil,Soil,,RELATES_TO
10132,anthracene,Water,Water,,RELATES_TO
10132,ethylbenzene,Soil,Soil,,RELATES_TO
10132,ethylbenzene,Water,Water,,RELATES_TO
10132,pyrene,Soil,Soil,,RELATES_TO
10132,pyrene,Water,Water,,RELATES_TO
10132,xylenes,Soil,Soil,,RELATES_TO
10132,xylenes,Water,Water,,RELATES_TO
10132,benzene,Soil,Soil,,RELATES_TO
10132,benzene,Water,Water,,RELATES_TO
10132,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10132,benzo(ghi)perylene,Soil,Soil,,RELATES_TO
10132,benzo(ghi)perylene,Water,Water,,RELATES_TO
10132,acenaphthene,Soil,Soil,,RELATES_TO
10132,acenaphthene,Water,Water,,RELATES_TO
10132,"2,4-dinitrotoluene",Soil,Soil,,RELATES_TO
10132,fluorene,Soil,Soil,,RELATES_TO
10132,fluorene,Water,Water,,RELATES_TO
10132,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10132,"indeno(1,2,3-cd)pyrene",Water,Water,,RELATES_TO
10132,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10132,benzo(k)fluoranthene,Water,Water,,RELATES_TO
10132,acenaphthylene,Soil,Soil,,RELATES_TO
10132,acenaphthylene,Water,Water,,RELATES_TO
10132,naphthalene,Soil,Soil,,RELATES_TO
10132,naphthalene,Water,Water,,RELATES_TO
10132,lead,Soil,Soil,,RELATES_TO
10132,lead,Water,Water,,RELATES_TO
10132,fluoranthene,Soil,Soil,,RELATES_TO
10132,fluoranthene,Water,Water,,RELATES_TO
10132,antimony,Soil,Soil,,RELATES_TO
10132,"2,4-dimethylphenol",Soil,Soil,,RELATES_TO
10132,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10132,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10132,benzo(a)anthracene,Water,Water,,RELATES_TO
10132,dichloromethane,Soil,Soil,,RELATES_TO
10132,dichloromethane,Water,Water,,RELATES_TO
10132,p-chloroaniline,Soil,Soil,,RELATES_TO
10132,carbon disulfide,Soil,Soil,,RELATES_TO
10132,carbon disulfide,Water,Water,,RELATES_TO
10132,acetone,Soil,Soil,,RELATES_TO
10132,acetone,Water,Water,,RELATES_TO
10132,mercury,Water,Water,,RELATES_TO
10132,beryllium,Water,Water,,RELATES_TO
10132,copper,Water,Water,,RELATES_TO
10132,nickel,Water,Water,,RELATES_TO
10132,o-cresol,Water,Water,,RELATES_TO
10132,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10132,cyanides (soluble salts and complexes) n.o.s.,Water,Water,,RELATES_TO
10132,heptachlor,Water,Water,,RELATES_TO
10132,p-cresol,Water,Water,,RELATES_TO
10132,barium,Water,Water,,RELATES_TO
10132,diethyl phthalate,Water,Water,,RELATES_TO
10132,thallium,Water,Water,,RELATES_TO
10132,chromium,Water,Water,,RELATES_TO
10132,chlorobenzene,Water,Water,,RELATES_TO
10132,selenium,Water,Water,,RELATES_TO
10132,pcbs,Water,Water,,RELATES_TO
10132,zinc,Water,Water,,RELATES_TO
10132,cadmium,Water,Water,,RELATES_TO
10132,arsenic,Water,Water,,RELATES_TO
10132,styrene,Water,Water,,RELATES_TO
10132,phenol,Water,Water,,RELATES_TO
10133,copper,Soil,Soil,,RELATES_TO
10133,copper,Water,Water,,RELATES_TO
10133,arsenic,Soil,Soil,,RELATES_TO
10133,arsenic,Water,Water,,RELATES_TO
10133,chromium,Soil,Soil,,RELATES_TO
10133,chromium,Water,Water,,RELATES_TO
10133,barium,Water,Water,,RELATES_TO
10133,zine,Water,Water,,RELATES_TO
10135,trichloroethene,Soil,Soil,,RELATES_TO
10135,trichloroethene,Water,Water,,RELATES_TO
10135,"1,1-dichloroethane",Soil,Soil,,RELATES_TO
10135,"1,1-dichloroethane",Water,Water,,RELATES_TO
10135,"1,1,1-trichloroethane",Soil,Soil,,RELATES_TO
10135,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10135,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10135,"1,1-dichloroethene",Water,Water,,RELATES_TO
10135,"1,2-dichloroethane",Water,Water,,RELATES_TO
10135,tetrachloroethene,Water,Water,,RELATES_TO
10135,vinyl chloride,Water,Water,,RELATES_TO
10137,"1,1,1-trichloroethane",Soil,Soil,,RELATES_TO
10137,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10137,barium,Soil,Soil,,RELATES_TO
10137,copper,Soil,Soil,,RELATES_TO
10137,tetrachloroethene,Soil,Soil,,RELATES_TO
10137,tetrachloroethene,Water,Water,,RELATES_TO
10137,cyanides (soluble salts and complexes) n.o.s.,Soil,Soil,,RELATES_TO
10137,cyanides (soluble salts and complexes) n.o.s.,Water,Water,,RELATES_TO
10137,trichloroethene,Soil,Soil,,RELATES_TO
10137,trichloroethene,Water,Water,,RELATES_TO
10137,nickel,Soil,Soil,,RELATES_TO
10137,nickel,Water,Water,,RELATES_TO
10137,silver,Soil,Soil,,RELATES_TO
10137,zinc,Water,Water,,RELATES_TO
10137,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10139,mercury,Soil,Soil,,RELATES_TO
10139,mercury,Water,Water,,RELATES_TO
10139,chrysene,Soil,Soil,,RELATES_TO
10139,chrysene,Water,Water,,RELATES_TO
10139,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10139,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10139,benzo(b)fluoranthene,Water,Water,,RELATES_TO
10139,toluene,Soil,Soil,,RELATES_TO
10139,toluene,Water,Water,,RELATES_TO
10139,ethylbenzene,Soil,Soil,,RELATES_TO
10139,ethylbenzene,Water,Water,,RELATES_TO
10139,phenanthrene,Soil,Soil,,RELATES_TO
10139,phenanthrene,Water,Water,,RELATES_TO
10139,anthracene,Soil,Soil,,RELATES_TO
10139,anthracene,Water,Water,,RELATES_TO
10139,acenaphthene,Soil,Soil,,RELATES_TO
10139,acenaphthene,Water,Water,,RELATES_TO
10139,benzene,Soil,Soil,,RELATES_TO
10139,benzene,Water,Water,,RELATES_TO
10139,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10139,benzo(a)pyrene,Water,Water,,RELATES_TO
10139,benzo(ghi)perylene,Soil,Soil,,RELATES_TO
10139,benzo(ghi)perylene,Water,Water,,RELATES_TO
10139,fluorene,Soil,Soil,,RELATES_TO
10139,fluorene,Water,Water,,RELATES_TO
10139,barium,Soil,Soil,,RELATES_TO
10139,barium,Water,Water,,RELATES_TO
10139,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10139,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10139,"indeno(1,2,3-cd)pyrene",Water,Water,,RELATES_TO
10139,acenaphthylene,Soil,Soil,,RELATES_TO
10139,acenaphthylene,Water,Water,,RELATES_TO
10139,naphthalene,Soil,Soil,,RELATES_TO
10139,naphthalene,Water,Water,,RELATES_TO
10139,lead,Soil,Soil,,RELATES_TO
10139,lead,Water,Water,,RELATES_TO
10139,chromium,Soil,Soil,,RELATES_TO
10139,chromium,Water,Water,,RELATES_TO
10139,fluoranthene,Soil,Soil,,RELATES_TO
10139,fluoranthene,Water,Water,,RELATES_TO
10139,selenium,Soil,Soil,,RELATES_TO
10139,selenium,Water,Water,,RELATES_TO
10139,pyrene,Soil,Soil,,RELATES_TO
10139,pyrene,Water,Water,,RELATES_TO
10139,cadmium,Soil,Soil,,RELATES_TO
10139,cadmium,Water,Water,,RELATES_TO
10139,arsenic,Soil,Soil,,RELATES_TO
10139,arsenic,Water,Water,,RELATES_TO
10139,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10139,benzo(a)anthracene,Water,Water,,RELATES_TO
10139,cyanides (soluble salts and complexes) n.o.s.,Water,Water,,RELATES_TO
10139,xylenes,Water,Water,,RELATES_TO
10139,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10140,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10140,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10140,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10140,benzo(a)anthracene,Water,Water,,RELATES_TO
10140,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10140,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10140,naphthalene,Soil,Soil,,RELATES_TO
10140,naphthalene,Water,Water,,RELATES_TO
10140,pyrene,Water,Water,,RELATES_TO
10140,acenaphthene,Water,Water,,RELATES_TO
10140,fluorene,Water,Water,,RELATES_TO
10140,chrysene,Water,Water,,RELATES_TO
10140,p-cresol,Water,Water,,RELATES_TO
10140,zinc,Water,Water,,RELATES_TO
10140,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10140,"2,4,5-trichlorophenol",Water,Water,,RELATES_TO
10140,formaldehyde,Water,Water,,RELATES_TO
10140,fluoranthene,Water,Water,,RELATES_TO
10140,m-cresol,Water,Water,,RELATES_TO
10141,carbon disulfide,Soil,Soil,,RELATES_TO
10141,carbon disulfide,Water,Water,,RELATES_TO
10141,pcbs,Soil,Soil,,RELATES_TO
10141,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10141,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10141,carbon tetrachloride,Water,Water,,RELATES_TO
10141,"1,2-dichloropropane",Water,Water,,RELATES_TO
10141,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10141,chloroethane,Water,Water,,RELATES_TO
10141,"1,1-dichloroethene",Water,Water,,RELATES_TO
10141,"1,1,2-trichloroethane",Water,Water,,RELATES_TO
10141,chloroform,Water,Water,,RELATES_TO
10141,tetrachloroethene,Water,Water,,RELATES_TO
10141,vinyl chloride,Water,Water,,RELATES_TO
10141,xylenes,Water,Water,,RELATES_TO
10141,"1,1-dichloroethane",Water,Water,,RELATES_TO
10141,toluene,Water,Water,,RELATES_TO
10141,trichloroethene,Water,Water,,RELATES_TO
10141,acetone,Water,Water,,RELATES_TO
10142,lead,Soil,Soil,,RELATES_TO
10142,lead,Water,Water,,RELATES_TO
10142,mercury,Soil,Soil,,RELATES_TO
10142,mercury,Water,Water,,RELATES_TO
10142,beryllium,Soil,Soil,,RELATES_TO
10142,chrysene,Soil,Soil,,RELATES_TO
10142,"dibenzo(a,h)anthracene",Soil,Soil,,RELATES_TO
10142,tetrachloroethene,Soil,Soil,,RELATES_TO
10142,tetrachloroethene,Water,Water,,RELATES_TO
10142,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10142,phenanthrene,Soil,Soil,,RELATES_TO
10142,silver,Soil,Soil,,RELATES_TO
10142,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10142,barium,Soil,Soil,,RELATES_TO
10142,barium,Water,Water,,RELATES_TO
10142,"indeno(1,2,3-cd)pyrene",Soil,Soil,,RELATES_TO
10142,thallium,Soil,Soil,,RELATES_TO
10142,fluoranthene,Soil,Soil,,RELATES_TO
10142,chromium,Soil,Soil,,RELATES_TO
10142,chromium,Water,Water,,RELATES_TO
10142,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10142,pyrene,Soil,Soil,,RELATES_TO
10142,selenium,Soil,Soil,,RELATES_TO
10142,cadmium,Soil,Soil,,RELATES_TO
10142,cadmium,Water,Water,,RELATES_TO
10142,arsenic,Soil,Soil,,RELATES_TO
10142,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10142,dichloromethane,Soil,Soil,,RELATES_TO
10142,acetone,Soil,Soil,,RELATES_TO
10142,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10142,"dichloroethylene, n.o.s.",Water,Water,,RELATES_TO
10142,trichloroethene,Water,Water,,RELATES_TO
10142,vinyl chloride,Water,Water,,RELATES_TO
10143,"2,4-dichlorophenoxyacetic acid, salts and esters",Soil,Soil,,RELATES_TO
10143,cadmium,Soil,Soil,,RELATES_TO
10143,cadmium,Water,Water,,RELATES_TO
10143,mercury,Soil,Soil,,RELATES_TO
10143,nickel,Soil,Soil,,RELATES_TO
10143,alpha-benzenehexachloride,Soil,Soil,,RELATES_TO
10143,thallium,Soil,Soil,,RELATES_TO
10143,isodrin,Soil,Soil,,RELATES_TO
10143,benzo(b)fluoranthene,Soil,Soil,,RELATES_TO
10143,chlordane,Soil,Soil,,RELATES_TO
10143,"1,2-dichlorobenzene",Soil,Soil,,RELATES_TO
10143,benzoic acid,Soil,Soil,,RELATES_TO
10143,methoxychlor,Soil,Soil,,RELATES_TO
10143,endrin,Soil,Soil,,RELATES_TO
10143,phenanthrene,Soil,Soil,,RELATES_TO
10143,dieldrin,Soil,Soil,,RELATES_TO
10143,benzo(k)fluoranthene,Soil,Soil,,RELATES_TO
10143,"2,4-dichlorophenol",Soil,Soil,,RELATES_TO
10143,ddt,Soil,Soil,,RELATES_TO
10143,lead,Soil,Soil,,RELATES_TO
10143,butyl benzyl phthalate,Soil,Soil,,RELATES_TO
10143,heptachlor,Soil,Soil,,RELATES_TO
10143,ddd,Soil,Soil,,RELATES_TO
10143,"1,2,4-trichlorobenzene",Soil,Soil,,RELATES_TO
10143,delta-benzenehexachloride,Soil,Soil,,RELATES_TO
10143,acenaphthylene,Soil,Soil,,RELATES_TO
10143,naphthalene,Soil,Soil,,RELATES_TO
10143,fluoranthene,Soil,Soil,,RELATES_TO
10143,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10143,selenium,Soil,Soil,,RELATES_TO
10143,endosulfan (mixed isomers),Soil,Soil,,RELATES_TO
10143,chromium,Soil,Soil,,RELATES_TO
10143,m-dichlorobenzene,Soil,Soil,,RELATES_TO
10143,beryllium,Soil,Soil,,RELATES_TO
10143,anthracene,Soil,Soil,,RELATES_TO
10143,endrin aldehyde,Soil,Soil,,RELATES_TO
10143,beta-benzenehexachloride,Soil,Soil,,RELATES_TO
10143,kepone,Soil,Soil,,RELATES_TO
10143,arsenic,Soil,Soil,,RELATES_TO
10143,endosulfan sulfate,Soil,Soil,,RELATES_TO
10143,lindane,Soil,Soil,,RELATES_TO
10143,aldrin,Soil,Soil,,RELATES_TO
10143,p-dichlorobenzene,Soil,Soil,,RELATES_TO
10143,toxaphene,Soil,Soil,,RELATES_TO
10143,benzo(a)anthracene,Soil,Soil,,RELATES_TO
10143,dde,Soil,Soil,,RELATES_TO
10143,n-nitrosodiphenylamine,Soil,Soil,,RELATES_TO
10143,"dichloroethylene, n.o.s.",Water,Water,,RELATES_TO
10143,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10143,pyrene,Water,Water,,RELATES_TO
10143,trichloroethene,Water,Water,,RELATES_TO
10143,vinyl chloride,Water,Water,,RELATES_TO
10144,mercury,Soil,Soil,,RELATES_TO
10144,mercury,Water,Water,,RELATES_TO
10144,pcbs,Soil,Soil,,RELATES_TO
10144,toluene,Soil,Soil,,RELATES_TO
10144,hexachloroethane,Soil,Soil,,RELATES_TO
10144,barium,Soil,Soil,,RELATES_TO
10144,chloroform,Soil,Soil,,RELATES_TO
10144,hexachlorobenzene,Soil,Soil,,RELATES_TO
10144,dieldrin,Soil,Soil,,RELATES_TO
10144,naphthalene,Soil,Soil,,RELATES_TO
10144,ethylbenzene,Soil,Soil,,RELATES_TO
10144,pentachlorophenol,Soil,Soil,,RELATES_TO
10144,tetrachloroethene,Soil,Soil,,RELATES_TO
10144,chromium,Soil,Soil,,RELATES_TO
10144,lead,Soil,Soil,,RELATES_TO
10144,silver,Soil,Soil,,RELATES_TO
10144,trichloroethene,Soil,Soil,,RELATES_TO
10144,xylenes,Water,Water,,RELATES_TO
10145,mercury,Water,Water,,RELATES_TO
10146,cadmium,Soil,Soil,,RELATES_TO
10146,cadmium,Water,Water,,RELATES_TO
10146,arsenic,Soil,Soil,,RELATES_TO
10146,arsenic,Water,Water,,RELATES_TO
10146,barium,Soil,Soil,,RELATES_TO
10146,barium,Water,Water,,RELATES_TO
10146,bis(2-ethylhexyl) phthalate,Soil,Soil,,RELATES_TO
10146,bis(2-ethylhexyl) phthalate,Water,Water,,RELATES_TO
10146,p-dichlorobenzene,Soil,Soil,,RELATES_TO
10146,lead,Soil,Soil,,RELATES_TO
10146,lead,Water,Water,,RELATES_TO
10146,chromium,Soil,Soil,,RELATES_TO
10146,chromium,Water,Water,,RELATES_TO
10146,methyl ethyl ketone,Soil,Soil,,RELATES_TO
10146,nickel,Soil,Soil,,RELATES_TO
10146,nickel,Water,Water,,RELATES_TO
10146,selenium,Soil,Soil,,RELATES_TO
10146,mercury,Water,Water,,RELATES_TO
10146,"1,1-dichloroethane",Water,Water,,RELATES_TO
10146,beryllium,Water,Water,,RELATES_TO
10146,alpha-benzenehexachloride,Water,Water,,RELATES_TO
10146,"1,2-dichloroethane",Water,Water,,RELATES_TO
10146,chloroform,Water,Water,,RELATES_TO
10146,copper,Water,Water,,RELATES_TO
10146,toluene,Water,Water,,RELATES_TO
10146,silvex,Water,Water,,RELATES_TO
10146,methoxychlor,Water,Water,,RELATES_TO
10146,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10146,dieldrin,Water,Water,,RELATES_TO
10146,dibutyl phthalate,Water,Water,,RELATES_TO
10146,ethylbenzene,Water,Water,,RELATES_TO
10146,benzene,Water,Water,,RELATES_TO
10146,vinyl chloride,Water,Water,,RELATES_TO
10146,tetrachloroethene,Water,Water,,RELATES_TO
10146,xylenes,Water,Water,,RELATES_TO
10146,chlorobenzene,Water,Water,,RELATES_TO
10146,trichloroethene,Water,Water,,RELATES_TO
10146,p-dioxane,Water,Water,,RELATES_TO
10146,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10146,dichlorobromomethane,Water,Water,,RELATES_TO
10146,naphthalene,Water,Water,,RELATES_TO
10146,"dichlorobenzene, n.o.s.",Water,Water,,RELATES_TO
10146,dichloromethane,Water,Water,,RELATES_TO
10147,trichlorofluoromethane,Soil,Soil,,RELATES_TO
10147,methylene bromide,Soil,Soil,,RELATES_TO
10147,"1,2-dichlorobenzene",Soil,Soil,,RELATES_TO
10147,"1,2-dichlorobenzene",Water,Water,,RELATES_TO
10147,"1,2-dichloroethane",Soil,Soil,,RELATES_TO
10147,"1,2-dichloroethane",Water,Water,,RELATES_TO
10147,chloroform,Soil,Soil,,RELATES_TO
10147,tetrachloroethene,Soil,Soil,,RELATES_TO
10147,tetrachloroethene,Water,Water,,RELATES_TO
10147,toluene,Soil,Soil,,RELATES_TO
10147,toluene,Water,Water,,RELATES_TO
10147,m-dichlorobenzene,Soil,Soil,,RELATES_TO
10147,"1,1,1-trichloroethane",Soil,Soil,,RELATES_TO
10147,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10147,p-dichlorobenzene,Soil,Soil,,RELATES_TO
10147,"1,1-dichloroethene",Soil,Soil,,RELATES_TO
10147,"1,1-dichloroethene",Water,Water,,RELATES_TO
10147,ethylbenzene,Soil,Soil,,RELATES_TO
10147,ethylbenzene,Water,Water,,RELATES_TO
10147,bromoform,Soil,Soil,,RELATES_TO
10147,"1,1-dichloroethane",Soil,Soil,,RELATES_TO
10147,"1,1-dichloroethane",Water,Water,,RELATES_TO
10147,benzyl chloride,Soil,Soil,,RELATES_TO
10147,methyl ethyl ketone,Soil,Soil,,RELATES_TO
10147,vinyl chloride,Soil,Soil,,RELATES_TO
10147,vinyl chloride,Water,Water,,RELATES_TO
10147,chlorobenzene,Soil,Soil,,RELATES_TO
10147,"1,1,2-trichloroethane",Soil,Soil,,RELATES_TO
10147,methyl isobutyl ketone,Soil,Soil,,RELATES_TO
10147,"trans-1,2-dichloroethene",Soil,Soil,,RELATES_TO
10147,"trans-1,2-dichloroethene",Water,Water,,RELATES_TO
10147,dichloromethane,Soil,Soil,,RELATES_TO
10147,dichloromethane,Water,Water,,RELATES_TO
10147,benzene,Soil,Soil,,RELATES_TO
10147,benzene,Water,Water,,RELATES_TO
10147,carbon disulfide,Soil,Soil,,RELATES_TO
10147,acetone,Soil,Soil,,RELATES_TO
10147,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10147,lead,Water,Water,,RELATES_TO
10147,trichloroethene,Water,Water,,RELATES_TO
10147,xylenes,Water,Water,,RELATES_TO
10147,chromium,Water,Water,,RELATES_TO
10151,benzo(a)pyrene,Soil,Soil,,RELATES_TO
10151,chrysene,Soil,Soil,,RELATES_TO
10151,lead,Soil,Soil,,RELATES_TO
10151,lead,Water,Water,,RELATES_TO
10151,chromium,Soil,Soil,,RELATES_TO
10151,benzene,Soil,Soil,,RELATES_TO
10151,benzene,Water,Water,,RELATES_TO
10151,"1,2-dichlorobenzene",Water,Water,,RELATES_TO
10151,"1,1-dichloroethane",Water,Water,,RELATES_TO
10151,"1,2-dichloropropane",Water,Water,,RELATES_TO
10151,"1,2-dichloroethane",Water,Water,,RELATES_TO
10151,chlorobenzene,Water,Water,,RELATES_TO
10151,toluene,Water,Water,,RELATES_TO
10151,"dichloropropene, nos",Water,Water,,RELATES_TO
10151,m-dichlorobenzene,Water,Water,,RELATES_TO
10151,"1,1,1-trichloroethane",Water,Water,,RELATES_TO
10151,p-dichlorobenzene,Water,Water,,RELATES_TO
10151,"1,1-dichloroethene",Water,Water,,RELATES_TO
10151,"2,4-dimethylphenol",Water,Water,,RELATES_TO
10151,ethylbenzene,Water,Water,,RELATES_TO
10151,isophorone,Water,Water,,RELATES_TO
10151,dioxin,Water,Water,,RELATES_TO
10151,"1,1-dichloropropane",Water,Water,,RELATES_TO
10151,acetonitrile,Water,Water,,RELATES_TO
10151,methyl ethyl ketone,Water,Water,,RELATES_TO
10151,cumene,Water,Water,,RELATES_TO
10151,barium,Water,Water,,RELATES_TO
10151,tetrachloroethene,Water,Water,,RELATES_TO
10151,naphthalene,Water,Water,,RELATES_TO
10151,trichloroethene,Water,Water,,RELATES_TO
10151,"cis-1,2-dichloroethene",Water,Water,,RELATES_TO
10151,methyl isobutyl ketone,Water,Water,,RELATES_TO
10151,dichloromethane,Water,Water,,RELATES_TO
10151,acetone,Water,Water,,RELATES_TO
10152,cadmium,Soil,Soil,,RELATES_TO
10152,cadmium,Water,Water,,RELATES_TO
10152,nickel,Soil,Soil,,RELATES_TO
10152,nickel,Water,Water,,RELATES_TO
10152,cyanides (soluble salts and complexes) n.o.s.,Soil,Soil,,RELATES_TO
