"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"0500000US13189","McDuffie County, Georgia","21404","*****","*****","null","11470","83","null","null","8547","368","null","null","0","26","null","null","91","37","null","null","244","331","null","null","569","null","98","null","483","220","null","null","24","39","null","null","459","221","null","null",
"0500000US13191","McIntosh County, Georgia","14217","*****","*****","null","8863","61","null","null","4920","356","null","null","13","21","null","null","240","352","null","null","0","22","null","null","0","null","22","null","181","104","null","null","11","24","null","null","170","96","null","null",
"0500000US13193","Macon County, Georgia","13107","*****","*****","null","4400","246","null","null","8111","52","null","null","0","22","null","null","11","19","null","null","0","22","null","null","458","null","257","null","127","73","null","null","0","22","null","null","127","73","null","null",
"0500000US13195","Madison County, Georgia","29624","*****","*****","null","24771","520","null","null","2614","133","null","null","62","52","null","null","377","181","null","null","0","26","null","null","1105","null","530","null","695","208","null","null","37","35","null","null","658","201","null","null",
"0500000US13197","Marion County, Georgia","8450","*****","*****","null","5090","104","null","null","2578","166","null","null","11","17","null","null","101","91","null","null","35","58","null","null","395","null","256","null","240","222","null","null","117","190","null","null","123","100","null","null",
"0500000US13199","Meriwether County, Georgia","21080","*****","*****","null","12213","129","null","null","8501","133","null","null","13","22","null","null","52","75","null","null","0","26","null","null","150","null","97","null","151","111","null","null","11","19","null","null","140","109","null","null",
"0500000US13201","Miller County, Georgia","5725","*****","*****","null","3878","14","null","null","1777","63","null","null","12","17","null","null","6","12","null","null","28","51","null","null","0","null","20","null","24","27","null","null","0","20","null","null","24","27","null","null",
"0500000US13205","Mitchell County, Georgia","22072","*****","*****","null","10619","101","null","null","10159","349","null","null","76","42","null","null","100","97","null","null","55","24","null","null","296","null","106","null","767","347","null","null","59","90","null","null","708","344","null","null",
"0500000US13207","Monroe County, Georgia","27455","*****","*****","null","20224","114","null","null","6254","148","null","null","49","47","null","null","172","129","null","null","0","26","null","null","210","null","97","null","546","221","null","null","131","130","null","null","415","187","null","null",
"0500000US13209","Montgomery County, Georgia","9069","*****","*****","null","6099","174","null","null","2379","83","null","null","0","20","null","null","35","40","null","null","0","20","null","null","453","null","190","null","103","60","null","null","11","14","null","null","92","58","null","null",
"0500000US13211","Morgan County, Georgia","18832","*****","*****","null","13751","172","null","null","4562","210","null","null","11","20","null","null","13","14","null","null","0","22","null","null","262","null","181","null","233","106","null","null","1","3","null","null","232","106","null","null",
"0500000US13213","Murray County, Georgia","39789","*****","*****","null","38188","375","null","null","341","77","null","null","68","61","null","null","153","41","null","null","0","30","null","null","184","null","146","null","855","349","null","null","379","325","null","null","476","83","null","null",
"0500000US13215","Muscogee County, Georgia","195418","*****","*****","null","82986","992","null","null","90798","885","null","null","608","180","null","null","4842","346","null","null","292","77","null","null","5570","null","1069","null","10322","1304","null","null","3132","781","null","null","7190","908","null","null",
"0500000US13217","Newton County, Georgia","109835","*****","*****","null","52841","587","null","null","50373","729","null","null","307","168","null","null","1320","144","null","null","78","107","null","null","1904","null","597","null","3012","697","null","null","597","449","null","null","2415","566","null","null",
"0500000US13219","Oconee County, Georgia","39194","*****","*****","null","34380","341","null","null","1927","110","null","null","40","52","null","null","1594","132","null","null","34","49","null","null","141","null","116","null","1078","382","null","null","287","176","null","null","791","337","null","null",
"0500000US13221","Oglethorpe County, Georgia","15040","*****","*****","null","11948","136","null","null","2578","168","null","null","3","5","null","null","49","56","null","null","0","22","null","null","115","null","135","null","347","170","null","null","8","10","null","null","339","170","null","null",
"0500000US13223","Paulding County, Georgia","164440","*****","*****","null","120380","1205","null","null","33067","1275","null","null","362","219","null","null","1768","388","null","null","35","53","null","null","2019","null","661","null","6809","1428","null","null","1582","890","null","null","5227","990","null","null",
"0500000US13225","Peach County, Georgia","27502","*****","*****","null","13469","371","null","null","12231","145","null","null","122","126","null","null","236","89","null","null","49","68","null","null","950","null","361","null","445","241","null","null","100","172","null","null","345","138","null","null",
"0500000US13227","Pickens County, Georgia","32002","*****","*****","null","27983","771","null","null","525","440","null","null","265","329","null","null","92","70","null","null","0","30","null","null","7","null","22","null","3130","645","null","null","337","120","null","null","2793","665","null","null",
"0500000US13229","Pierce County, Georgia","19336","*****","*****","null","16569","226","null","null","1953","109","null","null","63","62","null","null","0","22","null","null","0","22","null","null","556","null","289","null","195","160","null","null","91","103","null","null","104","91","null","null",
"0500000US13231","Pike County, Georgia","18565","*****","*****","null","16349","80","null","null","1644","124","null","null","0","22","null","null","71","37","null","null","0","22","null","null","181","null","107","null","320","126","null","null","17","27","null","null","303","118","null","null",
"0500000US13233","Polk County, Georgia","42251","*****","*****","null","33589","526","null","null","4794","388","null","null","144","173","null","null","241","78","null","null","16","25","null","null","1609","null","572","null","1858","638","null","null","548","504","null","null","1310","403","null","null",
"0500000US13235","Pulaski County, Georgia","11185","*****","*****","null","6697","560","null","null","4327","589","null","null","45","63","null","null","77","66","null","null","0","22","null","null","19","null","21","null","20","30","null","null","5","12","null","null","15","20","null","null",
"0500000US13237","Putnam County, Georgia","21906","*****","*****","null","15101","325","null","null","5714","253","null","null","6","11","null","null","41","40","null","null","0","26","null","null","611","null","335","null","433","269","null","null","37","61","null","null","396","261","null","null",
"0500000US13239","Quitman County, Georgia","2290","256","null","null","992","170","null","null","1076","286","null","null","0","14","null","null","145","152","null","null","12","18","null","null","0","null","14","null","65","60","null","null","0","14","null","null","65","60","null","null",
"0500000US13241","Rabun County, Georgia","16859","*****","*****","null","15474","233","null","null","340","129","null","null","0","22","null","null","286","223","null","null","2","3","null","null","553","null","250","null","204","181","null","null","32","43","null","null","172","188","null","null",
"0500000US13243","Randolph County, Georgia","6888","*****","*****","null","2213","328","null","null","4358","316","null","null","0","20","null","null","3","7","null","null","0","20","null","null","189","null","213","null","125","81","null","null","38","48","null","null","87","72","null","null",
"0500000US13245","Richmond County, Georgia","202178","*****","*****","null","72958","914","null","null","114637","1294","null","null","368","106","null","null","3945","421","null","null","384","84","null","null","3214","null","925","null","6672","949","null","null","1191","455","null","null","5481","852","null","null",
"0500000US13247","Rockdale County, Georgia","90155","*****","*****","null","32292","626","null","null","50392","973","null","null","84","73","null","null","1744","88","null","null","162","190","null","null","1690","null","681","null","3791","884","null","null","1792","515","null","null","1999","837","null","null",
"0500000US13249","Schley County, Georgia","5215","*****","*****","null","3505","314","null","null","1427","279","null","null","0","20","null","null","0","20","null","null","0","20","null","null","137","null","128","null","146","101","null","null","18","33","null","null","128","92","null","null",
"0500000US13251","Screven County, Georgia","13977","*****","*****","null","7796","109","null","null","5702","82","null","null","47","33","null","null","109","22","null","null","0","22","null","null","93","null","89","null","230","109","null","null","10","15","null","null","220","110","null","null",
"0500000US13253","Seminole County, Georgia","8218","*****","*****","null","5066","37","null","null","2903","146","null","null","0","20","null","null","94","86","null","null","0","20","null","null","14","null","18","null","141","107","null","null","8","13","null","null","133","106","null","null",
"0500000US13255","Spalding County, Georgia","66043","*****","*****","null","40710","339","null","null","22567","445","null","null","256","89","null","null","694","96","null","null","0","33","null","null","309","null","216","null","1507","521","null","null","287","222","null","null","1220","484","null","null",
"0500000US13257","Stephens County, Georgia","25934","*****","*****","null","21511","122","null","null","2920","265","null","null","29","48","null","null","156","133","null","null","2","4","null","null","609","null","188","null","707","281","null","null","58","104","null","null","649","256","null","null",
"0500000US13259","Stewart County, Georgia","6446","*****","*****","null","1514","84","null","null","3699","214","null","null","17","22","null","null","198","93","null","null","0","20","null","null","945","null","210","null","73","64","null","null","39","38","null","null","34","54","null","null",
"0500000US13261","Sumter County, Georgia","29714","*****","*****","null","12849","289","null","null","15752","207","null","null","6","11","null","null","397","55","null","null","0","26","null","null","327","null","235","null","383","205","null","null","69","64","null","null","314","208","null","null",
"0500000US13263","Talbot County, Georgia","6245","*****","*****","null","2547","41","null","null","3538","96","null","null","4","5","null","null","36","30","null","null","0","20","null","null","48","null","44","null","72","70","null","null","0","20","null","null","72","70","null","null",
"0500000US13265","Taliaferro County, Georgia","1596","256","null","null","601","171","null","null","934","236","null","null","0","14","null","null","0","14","null","null","8","12","null","null","53","null","78","null","0","14","null","null","0","14","null","null","0","14","null","null",
"0500000US13267","Tattnall County, Georgia","25392","*****","*****","null","14722","211","null","null","7382","128","null","null","112","65","null","null","35","31","null","null","5","10","null","null","2623","null","279","null","513","205","null","null","269","178","null","null","244","115","null","null",
"0500000US13269","Taylor County, Georgia","8126","*****","*****","null","4704","41","null","null","3090","309","null","null","0","20","null","null","275","333","null","null","0","20","null","null","4","null","8","null","53","63","null","null","0","20","null","null","53","63","null","null",
"0500000US13271","Telfair County, Georgia","15871","*****","*****","null","8331","186","null","null","6236","313","null","null","13","18","null","null","30","30","null","null","0","22","null","null","895","null","173","null","366","247","null","null","317","252","null","null","49","38","null","null",
"0500000US13273","Terrell County, Georgia","8654","*****","*****","null","3140","59","null","null","5002","210","null","null","16","25","null","null","267","200","null","null","0","20","null","null","184","null","62","null","45","45","null","null","0","20","null","null","45","45","null","null",
"0500000US13275","Thomas County, Georgia","44545","*****","*****","null","26658","318","null","null","16419","320","null","null","67","71","null","null","120","77","null","null","25","42","null","null","455","null","277","null","801","350","null","null","73","106","null","null","728","345","null","null",
"0500000US13277","Tift County, Georgia","40590","*****","*****","null","25281","546","null","null","11914","346","null","null","92","45","null","null","511","91","null","null","1","3","null","null","1244","null","426","null","1547","544","null","null","772","400","null","null","775","370","null","null",
"0500000US13279","Toombs County, Georgia","26947","*****","*****","null","17717","402","null","null","6972","235","null","null","7","11","null","null","198","74","null","null","0","26","null","null","1297","null","399","null","756","308","null","null","311","246","null","null","445","204","null","null",
"0500000US13281","Towns County, Georgia","11815","*****","*****","null","11202","78","null","null","203","88","null","null","41","36","null","null","61","37","null","null","0","22","null","null","73","null","54","null","235","95","null","null","104","81","null","null","131","49","null","null",
"0500000US13283","Treutlen County, Georgia","6787","*****","*****","null","4791","277","null","null","1967","278","null","null","0","20","null","null","0","20","null","null","0","20","null","null","0","null","20","null","29","23","null","null","12","15","null","null","17","17","null","null",
"0500000US13285","Troup County, Georgia","70095","*****","*****","null","40665","349","null","null","25631","208","null","null","150","144","null","null","1530","222","null","null","0","33","null","null","787","null","317","null","1332","335","null","null","282","187","null","null","1050","282","null","null",
"0500000US13287","Turner County, Georgia","7920","*****","*****","null","4517","128","null","null","3146","152","null","null","0","20","null","null","58","75","null","null","0","20","null","null","50","null","62","null","149","107","null","null","21","41","null","null","128","101","null","null",
"0500000US13289","Twiggs County, Georgia","8195","*****","*****","null","4627","112","null","null","3439","174","null","null","28","58","null","null","13","19","null","null","0","20","null","null","0","null","20","null","88","81","null","null","0","20","null","null","88","81","null","null",
"0500000US13291","Union County, Georgia","23999","*****","*****","null","23034","186","null","null","181","71","null","null","83","70","null","null","82","46","null","null","0","26","null","null","40","null","42","null","579","202","null","null","195","162","null","null","384","94","null","null",
"0500000US13293","Upson County, Georgia","26329","*****","*****","null","17905","183","null","null","7285","330","null","null","164","17","null","null","105","61","null","null","201","245","null","null","275","null","199","null","394","256","null","null","120","76","null","null","274","245","null","null",
"0500000US13295","Walker County, Georgia","69398","*****","*****","null","63782","284","null","null","2669","220","null","null","100","89","null","null","560","142","null","null","9","16","null","null","244","null","161","null","2034","387","null","null","553","253","null","null","1481","249","null","null",
"0500000US13297","Walton County, Georgia","93284","*****","*****","null","71689","479","null","null","16920","363","null","null","68","74","null","null","1527","161","null","null","16","27","null","null","1454","null","509","null","1610","363","null","null","339","197","null","null","1271","326","null","null",
"0500000US13299","Ware County, Georgia","35745","*****","*****","null","22921","271","null","null","11038","230","null","null","90","81","null","null","442","41","null","null","43","43","null","null","468","null","218","null","743","311","null","null","206","186","null","null","537","331","null","null",
"0500000US13301","Warren County, Georgia","5259","*****","*****","null","1985","13","null","null","3202","67","null","null","0","20","null","null","51","66","null","null","0","20","null","null","0","null","20","null","21","20","null","null","7","13","null","null","14","14","null","null",
"0500000US13303","Washington County, Georgia","20316","*****","*****","null","8827","110","null","null","10782","185","null","null","51","59","null","null","142","26","null","null","0","26","null","null","200","null","100","null","314","180","null","null","20","25","null","null","294","176","null","null",
"0500000US13305","Wayne County, Georgia","29959","*****","*****","null","22306","304","null","null","6173","190","null","null","34","36","null","null","146","111","null","null","0","26","null","null","416","null","202","null","884","332","null","null","116","106","null","null","768","360","null","null",
"0500000US13307","Webster County, Georgia","2587","*****","*****","null","1413","228","null","null","850","242","null","null","8","13","null","null","0","14","null","null","0","14","null","null","281","null","220","null","35","34","null","null","0","14","null","null","35","34","null","null",
"0500000US13309","Wheeler County, Georgia","7897","*****","*****","null","4800","226","null","null","3073","230","null","null","0","20","null","null","0","20","null","null","0","20","null","null","5","null","10","null","19","31","null","null","5","9","null","null","14","28","null","null",
"0500000US13311","White County, Georgia","29962","*****","*****","null","28211","212","null","null","735","71","null","null","184","133","null","null","181","24","null","null","1","2","null","null","191","null","161","null","459","234","null","null","195","200","null","null","264","153","null","null",
"0500000US13313","Whitfield County, Georgia","104122","*****","*****","null","89571","1560","null","null","3605","285","null","null","1022","774","null","null","1468","186","null","null","18","25","null","null","4353","null","1098","null","4085","1001","null","null","2312","899","null","null","1773","403","null","null",
"0500000US13315","Wilcox County, Georgia","8701","*****","*****","null","5509","38","null","null","3095","22","null","null","9","18","null","null","0","20","null","null","1","2","null","null","26","null","32","null","61","43","null","null","14","24","null","null","47","30","null","null",
"0500000US13317","Wilkes County, Georgia","9797","*****","*****","null","5227","188","null","null","4104","146","null","null","8","15","null","null","0","20","null","null","0","20","null","null","298","null","189","null","160","146","null","null","3","5","null","null","157","145","null","null",
"0500000US13319","Wilkinson County, Georgia","8945","*****","*****","null","5290","42","null","null","3492","80","null","null","8","7","null","null","0","20","null","null","3","8","null","null","39","null","42","null","113","80","null","null","2","5","null","null","111","79","null","null",
"0500000US13321","Worth County, Georgia","20346","*****","*****","null","13916","190","null","null","5724","138","null","null","65","40","null","null","178","4","null","null","7","10","null","null","97","null","105","null","359","209","null","null","166","179","null","null","193","139","null","null",
