"","Census.tract.2010.ID","County.Name","State.Territory","Percent.Black.or.African.American.alone","Percent.American.Indian...Alaska.Native","Percent.Asian","Percent.Native.Hawaiian.or.Pacific","Percent.two.or.more.races","Percent.White","Percent.Hispanic.or.Latino","Percent.other.races","Percent.age.under.10","Percent.age.10.to.64","Percent.age.over.64","Total.threshold.criteria.exceeded","Total.categories.exceeded","Identified.as.disadvantaged.without.considering.neighbors","Identified.as.disadvantaged.based.on.neighbors.and.relaxed.low.income.threshold.only","Identified.as.disadvantaged.due.to.tribal.overlap","Identified.as.disadvantaged","Percentage.of.tract.that.is.disadvantaged.by.area","Share.of.neighbors.that.are.identified.as.disadvantaged","Total.population","Adjusted.percent.of.individuals.below.200..Federal.Poverty.Line..percentile.","Adjusted.percent.of.individuals.below.200..Federal.Poverty.Line","Is.low.income.","Income.data.has.been.estimated.based.on.geographic.neighbor.income","Greater.than.or.equal.to.the.90th.percentile.for.PM2.5.exposure.and.is.low.income.","PM2.5.in.the.air..percentile.","PM2.5.in.the.air","Greater.than.or.equal.to.the.90th.percentile.for.diesel.particulate.matter.and.is.low.income.","Diesel.particulate.matter.exposure..percentile.","Diesel.particulate.matter.exposure","Greater.than.or.equal.to.the.90th.percentile.for.traffic.proximity.and.is.low.income.","Traffic.proximity.and.volume..percentile.","Traffic.proximity.and.volume","Greater.than.or.equal.to.the.90th.percentile.for.DOT.transit.barriers.and.is.low.income.","DOT.Travel.Barriers.Score..percentile.","Greater.than.or.equal.to.the.90th.percentile.for.proximity.to.hazardous.waste.facilities.and.is.low.income.","Proximity.to.hazardous.waste.sites..percentile.","Proximity.to.hazardous.waste.sites","Greater.than.or.equal.to.the.90th.percentile.for.asthma.and.is.low.income.","Current.asthma.among.adults.aged.greater.than.or.equal.to.18.years..percentile.","Current.asthma.among.adults.aged.greater.than.or.equal.to.18.years","Greater.than.or.equal.to.the.90th.percentile.for.diabetes.and.is.low.income.","Diagnosed.diabetes.among.adults.aged.greater.than.or.equal.to.18.years..percentile.","Diagnosed.diabetes.among.adults.aged.greater.than.or.equal.to.18.years","Greater.than.or.equal.to.the.90th.percentile.for.heart.disease.and.is.low.income.","Coronary.heart.disease.among.adults.aged.greater.than.or.equal.to.18.years..percentile.","Coronary.heart.disease.among.adults.aged.greater.than.or.equal.to.18.years","Greater.than.or.equal.to.the.90th.percentile.for.low.life.expectancy.and.is.low.income.","Low.life.expectancy..percentile.","Life.expectancy..years.","Greater.than.or.equal.to.the.90th.percentile.for.low.median.household.income.as.a.percent.of.area.median.income.and.has.low.HS.attainment.","Low.median.household.income.as.a.percent.of.area.median.income..percentile.","Median.household.income.as.a.percent.of.area.median.income","Greater.than.or.equal.to.the.90th.percentile.for.households.in.linguistic.isolation.and.has.low.HS.attainment.","Linguistic.isolation..percent...percentile.","Linguistic.isolation..percent.","Greater.than.or.equal.to.the.90th.percentile.for.unemployment.and.has.low.HS.attainment.","Unemployment..percent...percentile.","Unemployment..percent.","Greater.than.or.equal.to.the.90th.percentile.for.households.at.or.below.100..federal.poverty.level.and.has.low.HS.attainment.","Percent.of.individuals.below.200..Federal.Poverty.Line..percentile.","Percent.of.individuals.below.200..Federal.Poverty.Line","Percent.of.individuals...100..Federal.Poverty.Line..percentile.","Percent.of.individuals...100..Federal.Poverty.Line","Percent.individuals.age.25.or.over.with.less.than.high.school.degree..percentile.","Percent.individuals.age.25.or.over.with.less.than.high.school.degree","Percent.of.residents.who.are.not.currently.enrolled.in.higher.ed","Unemployment..percent..in.2009..island.areas..and.2010..states.and.PR.","Percentage.households.below.100..of.federal.poverty.line.in.2009..island.areas..and.2010..states.and.PR.","Greater.than.or.equal.to.the.90th.percentile.for.unemployment.and.has.low.HS.education.in.2009..island.areas..","Greater.than.or.equal.to.the.90th.percentile.for.households.at.or.below.100..federal.poverty.level.and.has.low.HS.education.in.2009..island.areas..","Greater.than.or.equal.to.the.90th.percentile.for.low.median.household.income.as.a.percent.of.area.median.income.and.has.low.HS.education.in.2009..island.areas.."
"1",13001950100,"Appling County","Georgia",0.02,0,0,0,0,0.94,0.02,0,0.13,0.69,0.17,0,0,"False","False","","False",0,57,3179,0.67,0.32,"True","False","False",35,8.04,"False",8,0.07,"False",6,9.12,"False",70,"False",4,0.02,"False",52,969,"False",69,1210,"False",78,760,"False",71,76.2,"False",45,97,"False",12,0,"False",41,4,"False",59,35,75,20,79,19,97,4,8,"False","False","False"
"2",13001950200,"Appling County","Georgia",0.41,0.01,0,0,0,0.46,0.09,0.03,0.12,0.72,0.14,2,1,"True","False","","True",100,40,4766,0.93,0.57,"True","False","False",35,8.07,"False",10,0.08,"False",23,73.5,"False",76,"False",2,0.02,"False",85,1120,"True",92,1670,"False",84,819,"True",92,72.3,"False",85,60,"False",12,0,"False",17,2,"False",90,60,75,20,90,27,96,7,32,"False","False","False"
"3",13001950300,"Appling County","Georgia",0.14,0,0.01,0,0.01,0.62,0.2,0.1,0.18,0.65,0.16,2,1,"True","False","","True",100,33,5154,0.88,0.5,"True","False","False",34,8.03,"False",14,0.1,"False",33,134.87,"False",58,"False",2,0.01,"False",79,1080,"True",91,1630,"True",95,980,"False",88,73.5,"False",81,64,"False",70,4,"False",66,6,"False",85,54,85,26,94,33,95,1,29,"False","False","False"
"4",13001950400,"Appling County","Georgia",0.24,0,0,0,0.02,0.67,0.06,0.01,0.11,0.65,0.22,0,0,"False","False","","False",0,55,1674,0.62,0.29,"False","False","False",31,7.9,"False",8,0.07,"False",8,12.7,"False",97,"False",3,0.02,"False",60,1000,"False",88,1530,"False",92,919,"False",NA,NA,"False",71,75,"False",12,0,"False",56,5,"False",61,36,74,19,85,23,93,3,10,"False","False","False"
"5",13001950500,"Appling County","Georgia",0.08,0,0,0,0,0.86,0.03,0.01,0.13,0.68,0.17,0,0,"False","False","","False",0,80,3667,0.7,0.34,"True","False","False",33,7.98,"False",7,0.07,"False",7,10.15,"False",63,"False",3,0.02,"False",52,969,"False",75,1280,"False",79,770,"False",85,74.2,"False",76,70,"False",30,0,"False",15,2,"False",68,40,79,22,71,15,93,7,16,"False","False","False"
"6",13003960100,"Atkinson County","Georgia",0.13,0,0,0,0,0.55,0.31,0.06,0.08,0.74,0.17,4,2,"True","False","","True",100,57,2119,0.9,0.53,"True","False","False",34,8.02,"False",8,0.07,"False",25,82.53,"True",93,"False",8,0.04,"False",82,1100,"True",91,1639,"True",91,900,"True",91,72.7,"False",89,54,"False",83,8,"False",78,7,"False",87,57,83,25,96,37,96,6,20,"False","False","False"
"7",13003960200,"Atkinson County","Georgia",0.24,0,0,0,0,0.51,0.23,0.07,0.17,0.7,0.12,0,0,"False","False","","False",0,80,4687,0.85,0.47,"True","False","False",31,7.9,"False",8,0.07,"False",24,77.35,"False",88,"False",10,0.05,"False",75,1060,"False",86,1480,"False",81,790,"False",78,75.3,"False",79,67,"False",82,7,"False",85,9,"False",83,52,88,29,94,33,94,8,27,"False","False","False"
"8",13003960300,"Atkinson County","Georgia",0.01,0.05,0,0,0,0.74,0.19,0,0.14,0.74,0.1,1,1,"True","False","","True",100,71,1433,0.91,0.54,"True","False","False",28,7.77,"False",7,0.07,"False",8,12.59,"False",61,"False",8,0.04,"False",73,1050,"False",84,1430,"False",88,860,"False",75,75.7,"False",79,67,"False",77,6,"False",6,1,"True",87,56,95,39,87,24,97,11,43,"False","False","False"
"9",13005970100,"Bacon County","Georgia",0,0,0,0,0.01,0.9,0.07,0,0.09,0.73,0.16,1,1,"True","False","","True",100,57,2737,0.78,0.4,"True","False","False",31,7.89,"False",8,0.07,"False",4,4.32,"False",34,"False",4,0.02,"False",49,960,"False",69,1220,"False",74,730,"True",90,73,"False",71,74,"False",58,2,"False",1,0,"False",72,43,82,24,55,11,97,4,12,"False","False","False"
"10",13005970201,"Bacon County","Georgia",0.15,0,0,0,0.05,0.75,0.03,0.02,0.21,0.63,0.14,1,1,"True","False","","True",100,66,4424,0.81,0.42,"True","False","False",30,7.87,"False",9,0.08,"False",19,50.91,"False",44,"False",5,0.03,"False",73,1050,"False",88,1530,"True",91,900,"False",89,73.2,"False",66,79,"False",12,0,"False",72,7,"False",79,48,79,22,72,16,94,12,18,"False","False","False"
"11",13005970202,"Bacon County","Georgia",0.25,0,0,0,0.01,0.59,0.13,0.01,0.1,0.74,0.15,3,3,"True","False","","True",100,66,4040,0.91,0.54,"True","False","False",30,7.86,"False",11,0.08,"False",17,42.78,"False",58,"False",6,0.03,"False",73,1050,"False",85,1460,"False",88,860,"True",92,72.3,"True",91,52,"False",80,7,"False",45,4,"False",88,58,81,23,87,24,96,4,16,"False","False","False"
"12",13007960100,"Baker County","Georgia",0.45,0,0.04,0,0,0.44,0.04,0.02,0.1,0.72,0.17,4,4,"True","False","","True",100,87,1989,0.92,0.56,"True","False","False",41,8.28,"False",7,0.07,"False",0,0,"False",77,"False",6,0.03,"False",80,1090,"True",94,1750,"False",87,850,"False",54,78.09,"False",85,60,"False",12,0,"False",37,3,"True",89,59,90,32,76,18,97,5,29,"False","False","False"
"13",13007960200,"Baker County","Georgia",0.29,0,0,0.01,0,0.6,0.07,0,0.09,0.56,0.34,3,3,"True","False","","True",100,87,1143,0.78,0.4,"True","False","False",40,8.23,"False",6,0.06,"False",NA,NA,"True",98,"False",3,0.02,"False",46,950,"False",87,1510,"False",78,760,"False",72,76.09,"False",52,91,"False",12,0,"True",93,13,"False",73,44,28,6,83,21,96,7,30,"False","False","False"
"14",13009970100,"Baldwin County","Georgia",0.45,0,0,0,0.01,0.52,0,0,0.12,0.73,0.14,0,0,"False","False","","False",0,71,6069,0.59,0.28,"False","False","False",58,8.85,"False",13,0.09,"False",3,3.81,"False",92,"False",17,0.09,"False",46,950,"False",66,1180,"False",51,600,"False",77,75.5,"False",34,108,"False",12,0,"False",7,1,"False",56,33,28,6,37,7,94,3,11,"False","False","False"
"15",13009970200,"Baldwin County","Georgia",0.36,0,0.04,0,0,0.56,0.01,0,0.08,0.75,0.15,1,1,"True","False","","True",100,50,6333,0.66,0.32,"True","False","False",61,8.93,"False",18,0.11,"False",41,204.95,"False",38,"False",28,0.18,"False",60,1000,"False",63,1150,"False",60,650,"False",78,75.3,"False",53,90,"False",28,0,"False",77,7,"False",66,39,80,23,41,8,92,2,28,"False","False","False"
"16",13009970300,"Baldwin County","Georgia",0.38,0.01,0.07,0,0,0.51,0.01,0,0.08,0.72,0.18,0,0,"False","False","","False",0,75,6050,0.26,0.11,"False","False","False",61,8.96,"False",24,0.13,"False",32,129.89,"False",42,"False",35,0.3,"False",27,880,"False",51,1050,"False",41,550,"False",47,78.8,"False",24,122,"False",44,1,"False",90,11,"False",27,19,8,3,34,6,91,3,16,"False","False","False"
"17",13009970400,"Baldwin County","Georgia",0.5,0,0,0,0.01,0.46,0.02,0.01,0.05,0.76,0.17,1,1,"True","False","","True",100,75,4378,0.52,0.23,"False","False","False",61,8.94,"False",36,0.18,"False",69,620.23,"False",40,"False",40,0.42,"False",77,1070,"False",66,1180,"False",51,600,"False",80,75,"False",77,69,"False",65,3,"False",88,10,"True",73,44,90,32,56,11,79,8,34,"False","False","False"
"18",13009970500,"Baldwin County","Georgia",0.32,0,0,0,0.02,0.62,0.01,0,0.08,0.79,0.11,3,1,"True","False","","True",100,62,6882,0.29,0.12,"False","False","False",61,8.96,"False",18,0.11,"False",49,288.04,"False",85,"False",34,0.28,"False",93,1230,"False",60,1130,"False",59,640,"False",87,73.59,"True",98,33,"False",12,0,"True",94,13,"True",94,66,98,53,76,18,45,14,35,"False","False","False"
"19",13009970600,"Baldwin County","Georgia",0.59,0,0,0,0.01,0.38,0,0,0.13,0.65,0.2,7,3,"True","True","","True",100,100,3358,0.93,0.58,"True","False","False",60,8.92,"False",31,0.16,"False",34,144.49,"False",74,"False",30,0.21,"True",94,1240,"True",96,1970,"True",93,930,"True",98,68.7,"True",95,43,"False",12,0,"False",89,10,"True",95,68,91,32,87,24,89,2,29,"False","False","False"
"20",13009970701,"Baldwin County","Georgia",0.54,0,0,0,0.04,0.35,0.09,0,0.09,0.77,0.12,5,3,"True","False","","True",100,83,2448,0.91,0.54,"True","False","False",60,8.92,"False",32,0.16,"False",46,253.33,"False",78,"False",27,0.18,"True",93,1220,"True",93,1720,"False",83,810,"False",37,79.7,"True",97,35,"False",61,2,"False",85,9,"True",97,74,92,34,92,30,79,6,39,"False","False","False"
"21",13009970702,"Baldwin County","Georgia",0.61,0,0,0,0.02,0.31,0.02,0.03,0.13,0.7,0.15,4,2,"True","False","","True",100,75,2167,0.92,0.55,"True","False","False",60,8.91,"False",22,0.13,"False",27,96.5,"False",87,"False",24,0.15,"False",57,990,"True",94,1800,"True",97,1080,"True",93,72.2,"False",75,71,"False",12,0,"False",87,10,"False",92,64,87,28,58,11,91,9,37,"False","False","False"
"22",13009970800,"Baldwin County","Georgia",0.34,0,0,0,0.01,0.6,0.04,0,0.15,0.7,0.14,3,3,"True","False","","True",100,57,7426,0.79,0.41,"True","False","False",61,8.93,"False",15,0.1,"False",8,13.77,"True",97,"False",18,0.1,"False",68,1030,"False",82,1390,"False",74,730,"False",68,76.59,"False",74,72,"False",32,0,"False",13,2,"False",77,46,75,20,83,21,94,9,15,"False","False","False"
"23",13011970100,"Banks County","Georgia",0,0,0,0,0,0.85,0.13,0.02,0.13,0.71,0.15,1,1,"True","False","","True",100,87,5394,0.72,0.35,"True","False","False",33,7.99,"False",20,0.12,"False",13,29.07,"True",94,"False",19,0.1,"False",49,960,"False",70,1230,"False",78,760,"False",74,75.8,"False",63,82,"False",41,1,"False",58,5,"False",70,41,53,12,85,23,93,5,19,"False","False","False"
"24",13011970200,"Banks County","Georgia",0.01,0,0,0,0.02,0.94,0,0,0.08,0.72,0.19,2,2,"True","True","","True",100,100,4531,0.73,0.36,"True","False","False",40,8.23,"False",25,0.14,"False",5,6.29,"True",92,"False",12,0.06,"False",63,1010,"False",74,1270,"False",82,800,"False",79,75.09,"False",62,83,"False",12,0,"False",21,2,"False",72,43,58,13,86,23,92,7,12,"False","False","False"
"25",13011970300,"Banks County","Georgia",0.07,0,0,0,0.01,0.85,0.06,0.03,0.08,0.75,0.16,1,1,"True","False","","True",100,71,4778,0.69,0.33,"True","False","False",42,8.31,"False",29,0.15,"False",3,2.81,"True",92,"False",17,0.09,"False",60,1000,"False",63,1150,"False",69,700,"False",68,76.59,"False",63,82,"False",27,0,"False",44,4,"False",64,38,47,11,89,26,95,2,13,"False","False","False"
"26",13011970400,"Banks County","Georgia",0.01,0.02,0.04,0,0.01,0.85,0.04,0,0.16,0.69,0.14,1,1,"True","False","","True",100,71,4005,0.92,0.55,"True","False","False",46,8.45,"False",40,0.2,"False",17,44.69,"True",94,"False",21,0.12,"False",60,1000,"False",71,1240,"False",74,730,"False",60,77.4,"False",75,71,"False",50,1,"False",77,7,"False",88,57,66,16,84,22,97,13,18,"False","False","False"
"27",13013180103,"Barrow County","Georgia",0.07,0,0.03,0,0,0.8,0.08,0,0.12,0.69,0.18,0,0,"False","False","","False",0,14,5583,0.31,0.13,"False","False","False",63,9.01,"False",57,0.28,"False",27,95.23,"False",68,"False",20,0.11,"False",18,840,"False",35,930,"False",35,520,"False",41,79.4,"False",15,138,"False",74,5,"False",24,3,"False",23,17,37,8,48,9,95,7,2,"False","False","False"
"28",13013180104,"Barrow County","Georgia",0.11,0,0.02,0,0.04,0.72,0.07,0.03,0.14,0.72,0.13,0,0,"False","False","","False",0,25,1849,0.81,0.43,"True","False","False",67,9.16,"False",60,0.29,"False",23,72.39,"False",87,"False",30,0.21,"False",49,960,"False",39,960,"False",39,540,"False",87,73.59,"False",62,83,"False",12,0,"False",33,3,"False",78,47,71,18,82,21,95,5,4,"False","False","False"
"29",13013180105,"Barrow County","Georgia",0.03,0,0.1,0,0.02,0.73,0.11,0.01,0.13,0.73,0.12,0,0,"False","False","","False",0,20,2988,0.36,0.15,"False","False","False",64,9.07,"False",49,0.24,"False",4,4.35,"False",98,"False",33,0.26,"False",24,869,"False",27,869,"False",29,490,"False",84,74.4,"False",25,121,"False",42,1,"False",29,3,"False",34,22,29,7,57,11,92,5,3,"False","False","False"
"30",13013180106,"Barrow County","Georgia",0.09,0,0.01,0,0.03,0.82,0.08,0.02,0.12,0.74,0.12,0,0,"False","False","","False",0,0,2687,0.72,0.35,"True","False","False",67,9.14,"False",55,0.26,"False",15,35.31,"False",82,"False",26,0.17,"False",46,950,"False",51,1050,"False",49,590,"False",83,74.5,"False",72,74,"False",52,1,"False",62,5,"False",69,41,50,11,74,17,94,12,5,"False","False","False"
"31",13013180107,"Barrow County","Georgia",0.01,0,0.08,0,0.02,0.71,0.18,0.03,0.09,0.79,0.1,0,0,"False","False","","False",0,50,4117,0.61,0.28,"False","False","False",65,9.09,"False",51,0.25,"False",18,49.18,"False",99,"False",57,1.12,"False",52,969,"False",56,1090,"False",57,630,"False",82,74.59,"False",65,80,"False",59,2,"False",66,6,"False",58,34,31,7,86,24,93,13,13,"False","False","False"
"32",13013180108,"Barrow County","Georgia",0.11,0,0.03,0,0.01,0.77,0.04,0,0.18,0.72,0.08,1,1,"True","False","","True",100,20,2788,0.43,0.19,"False","False","False",67,9.15,"False",56,0.27,"False",18,46.84,"False",95,"False",48,0.72,"False",37,919,"False",46,1010,"False",41,550,"False",66,76.8,"False",63,81,"False",12,0,"True",91,12,"False",50,30,53,12,62,12,88,4,19,"False","False","False"
"33",13013180203,"Barrow County","Georgia",0.27,0,0.05,0,0.04,0.46,0.16,0.03,0.18,0.7,0.1,4,3,"True","False","","True",100,0,3638,0.88,0.5,"True","False","False",64,9.04,"False",55,0.26,"False",31,124.97,"False",79,"False",38,0.37,"False",82,1100,"False",86,1470,"False",71,710,"True",98,69.09,"True",95,44,"False",74,5,"False",85,9,"True",86,55,92,34,83,21,94,17,36,"False","False","False"
"34",13013180204,"Barrow County","Georgia",0.31,0.02,0.02,0,0.04,0.48,0.11,0.04,0.13,0.73,0.13,0,0,"False","False","","False",0,28,2780,0.61,0.29,"False","False","False",64,9.07,"False",55,0.27,"False",61,448,"False",88,"False",38,0.36,"False",52,969,"False",74,1270,"False",75,740,"False",91,72.7,"False",62,83,"False",12,0,"False",59,5,"False",70,42,62,15,84,22,86,10,27,"False","False","False"
"35",13013180205,"Barrow County","Georgia",0.19,0,0.01,0,0.07,0.59,0.12,0.03,0.15,0.69,0.15,1,1,"True","False","","True",100,33,4728,0.78,0.4,"True","False","False",64,9.07,"False",57,0.28,"False",45,239.41,"False",88,"False",52,0.88,"False",63,1010,"False",75,1280,"False",72,720,"False",84,74.4,"False",80,66,"False",79,6,"False",67,6,"False",73,44,70,18,73,16,96,18,23,"False","False","False"
"36",13013180206,"Barrow County","Georgia",0.04,0,0,0,0.03,0.85,0.07,0.06,0.12,0.75,0.12,0,0,"False","False","","False",0,60,2943,0.58,0.27,"False","False","False",63,9.02,"False",57,0.28,"False",44,229.43,"False",90,"False",34,0.27,"False",43,940,"False",58,1110,"False",64,670,"False",69,76.4,"False",42,100,"False",46,1,"False",11,1,"False",51,31,65,16,66,14,96,11,11,"False","False","False"
"37",13013180301,"Barrow County","Georgia",0.06,0,0,0,0.03,0.83,0.05,0.01,0.18,0.7,0.11,0,0,"False","False","","False",0,20,2590,0.54,0.24,"False","False","False",63,9,"False",45,0.22,"False",12,24,"False",74,"False",44,0.55,"False",40,930,"False",51,1050,"False",55,620,"False",78,75.3,"False",48,94,"False",60,2,"False",56,5,"False",45,28,39,9,82,21,96,13,3,"False","False","False"
"38",13013180302,"Barrow County","Georgia",0.07,0,0,0,0.03,0.8,0.08,0.01,0.15,0.66,0.17,0,0,"False","False","","False",0,28,6162,0.48,0.21,"False","False","False",62,8.98,"False",43,0.21,"False",20,56.86,"False",81,"False",29,0.2,"False",29,890,"False",47,1019,"False",49,590,"False",59,77.59,"False",55,88,"False",71,4,"False",32,3,"False",47,28,54,12,28,5,92,5,4,"False","False","False"
"39",13013180303,"Barrow County","Georgia",0.02,0,0.05,0,0.01,0.76,0.13,0,0.13,0.75,0.1,2,2,"True","False","","True",100,14,5862,0.65,0.31,"True","False","False",63,9.02,"False",47,0.23,"False",21,62.33,"True",91,"False",43,0.53,"False",43,940,"False",57,1100,"False",57,630,"False",69,76.4,"False",44,98,"False",12,0,"False",53,5,"False",59,35,60,14,72,16,96,6,12,"False","False","False"
"40",13013180401,"Barrow County","Georgia",0.07,0,0.03,0,0.01,0.81,0.07,0,0.17,0.69,0.13,0,0,"False","False","","False",0,0,6124,0.43,0.19,"False","False","False",61,8.95,"False",41,0.2,"False",13,29.36,"False",92,"False",27,0.18,"False",32,900,"False",34,919,"False",33,509,"False",61,77.3,"False",37,105,"False",31,0,"False",27,3,"False",38,24,33,7,53,10,94,3,9,"False","False","False"
"41",13013180402,"Barrow County","Georgia",0.22,0,0.02,0,0.01,0.58,0.13,0.07,0.12,0.76,0.11,0,0,"False","False","","False",0,0,6930,0.59,0.27,"False","False","False",61,8.95,"False",42,0.21,"False",22,67.12,"False",92,"False",22,0.13,"False",49,960,"False",59,1120,"False",47,580,"False",79,75.09,"False",52,91,"False",43,1,"False",56,5,"False",56,33,48,11,77,18,93,10,10,"False","False","False"
"42",13013180501,"Barrow County","Georgia",0.15,0,0.07,0,0.01,0.66,0.09,0.05,0.17,0.75,0.07,0,0,"False","False","","False",0,33,6771,0.56,0.26,"False","False","False",67,9.14,"False",60,0.29,"False",37,165.96,"False",64,"False",41,0.46,"False",37,919,"False",30,890,"False",21,450,"False",NA,NA,"False",35,108,"False",37,0,"False",31,3,"False",51,31,45,10,68,14,94,4,16,"False","False","False"
"43",13013180502,"Barrow County","Georgia",0.11,0,0.02,0,0,0.72,0.13,0.02,0.11,0.75,0.12,0,0,"False","False","","False",0,0,4716,0.5,0.22,"False","False","False",64,9.06,"False",44,0.21,"False",20,56.87,"False",89,"False",27,0.17,"False",32,900,"False",33,910,"False",31,500,"False",85,74.09,"False",53,91,"False",61,2,"False",65,6,"False",49,30,35,8,66,14,92,6,15,"False","False","False"
"44",13013180503,"Barrow County","Georgia",0.13,0,0.02,0,0.02,0.7,0.12,0.04,0.13,0.77,0.09,0,0,"False","False","","False",0,0,5735,0.39,0.17,"False","False","False",66,9.13,"False",53,0.26,"False",18,46.98,"False",73,"False",21,0.12,"False",37,919,"False",38,950,"False",23,459,"False",72,76.09,"False",43,100,"False",61,2,"False",41,4,"False",39,25,52,12,76,17,92,5,2,"False","False","False"
"45",13015960101,"Bartow County","Georgia",0,0,0,0,0.06,0.9,0.02,0.01,0.13,0.68,0.17,0,0,"False","False","","False",0,0,1487,0.67,0.32,"True","False","False",60,8.91,"False",29,0.15,"False",0,0.03,"False",86,"False",13,0.07,"False",35,910,"False",60,1130,"False",74,730,"False",41,79.4,"False",51,92,"False",12,0,"False",42,4,"False",59,35,41,9,63,13,96,13,8,"False","False","False"
"46",13015960102,"Bartow County","Georgia",0.01,0,0,0,0.04,0.9,0.03,0.01,0.13,0.71,0.14,0,0,"False","False","","False",0,14,10296,0.42,0.18,"False","False","False",65,9.09,"False",38,0.19,"False",28,103.66,"False",87,"False",23,0.14,"False",32,900,"False",43,990,"False",47,580,"False",42,79.3,"False",35,107,"False",41,0,"False",65,6,"False",38,24,29,7,59,12,94,5,12,"False","False","False"
"47",13015960200,"Bartow County","Georgia",0.06,0,0,0,0.01,0.85,0.06,0,0.14,0.74,0.11,0,0,"False","False","","False",0,0,11099,0.64,0.3,"False","False","False",69,9.23,"False",47,0.23,"False",29,108.63,"False",80,"False",22,0.13,"False",54,980,"False",55,1080,"False",55,620,"False",67,76.7,"False",74,72,"False",12,0,"False",35,3,"False",57,34,55,13,71,15,96,6,15,"False","False","False"
"48",13015960300,"Bartow County","Georgia",0.05,0,0.01,0,0,0.83,0.09,0,0.1,0.71,0.18,0,0,"False","False","","False",0,20,6452,0.57,0.26,"False","False","False",71,9.29,"False",38,0.19,"False",14,32.54,"False",62,"False",19,0.11,"False",43,940,"False",52,1060,"False",51,600,"False",38,79.59,"False",47,95,"False",55,2,"False",38,3,"False",55,33,48,11,73,16,93,4,19,"False","False","False"
"49",13015960401,"Bartow County","Georgia",0.18,0,0.02,0,0.03,0.62,0.14,0,0.1,0.8,0.09,0,0,"False","False","","False",0,50,10696,0.77,0.39,"True","False","False",71,9.28,"False",75,0.39,"False",40,189.97,"False",40,"False",44,0.55,"False",60,1000,"False",58,1110,"False",51,600,"False",85,74.09,"False",76,70,"False",39,0,"False",36,3,"False",76,46,72,18,80,19,93,8,18,"False","False","False"
"50",13015960402,"Bartow County","Georgia",0.15,0,0.01,0,0.01,0.75,0.05,0.01,0.14,0.71,0.13,0,0,"False","False","","False",0,25,8975,0.64,0.3,"False","False","False",69,9.24,"False",67,0.33,"False",44,227.41,"False",46,"False",46,0.64,"False",43,940,"False",41,969,"False",37,530,"False",68,76.59,"False",53,90,"False",53,1,"False",29,3,"False",59,35,37,8,73,16,95,3,13,"False","False","False"
"51",13015960500,"Bartow County","Georgia",0.16,0.01,0,0,0.01,0.68,0.1,0.09,0.14,0.7,0.14,1,1,"True","False","","True",100,20,8371,0.69,0.33,"True","False","False",71,9.31,"False",69,0.34,"False",54,344.8,"False",56,"False",39,0.41,"False",65,1019,"False",75,1280,"False",74,730,"False",74,75.8,"False",52,91,"False",31,0,"False",43,4,"False",65,38,74,19,83,21,95,7,21,"False","False","False"
"52",13015960600,"Bartow County","Georgia",0.18,0,0,0,0.04,0.69,0.08,0,0.14,0.69,0.15,0,0,"False","False","","False",0,60,8892,0.76,0.38,"True","False","False",72,9.33,"False",58,0.28,"False",57,392.5,"False",64,"False",67,1.81,"False",49,960,"False",69,1210,"False",66,680,"False",82,74.7,"False",68,78,"False",12,0,"False",44,4,"False",70,42,67,17,54,10,96,5,14,"False","False","False"
"53",13015960700,"Bartow County","Georgia",0.2,0,0,0,0.05,0.54,0.18,0.04,0.17,0.67,0.15,1,1,"True","False","","True",100,20,7819,0.8,0.42,"True","False","False",71,9.29,"False",52,0.25,"False",75,788.08,"False",37,"False",48,0.69,"False",54,980,"False",81,1370,"False",82,800,"False",89,73.3,"False",82,64,"False",89,12,"False",58,5,"False",74,44,79,22,75,17,97,10,13,"False","False","False"
"54",13015960801,"Bartow County","Georgia",0.05,0,0.03,0,0.01,0.79,0.09,0.01,0.09,0.79,0.11,2,2,"True","False","","True",100,33,3873,0.78,0.4,"True","False","False",73,9.36,"False",64,0.31,"False",22,69.44,"True",94,"False",22,0.13,"False",57,990,"False",59,1120,"False",55,620,"True",94,71.9,"False",67,78,"False",12,0,"False",77,7,"False",73,44,75,20,87,24,96,3,11,"False","False","False"
"55",13015960802,"Bartow County","Georgia",0.02,0,0,0,0,0.8,0.17,0.08,0.15,0.71,0.12,2,2,"True","False","","True",100,25,3087,0.9,0.52,"True","False","False",73,9.37,"False",69,0.34,"False",58,408.82,"True",90,"False",26,0.16,"False",79,1080,"False",84,1440,"False",89,869,"True",95,71.5,"False",86,59,"False",83,8,"False",64,6,"False",84,53,74,19,84,22,98,10,21,"False","False","False"
"56",13015960803,"Bartow County","Georgia",0.02,0,0.03,0,0.01,0.87,0.04,0.01,0.13,0.68,0.17,0,0,"False","False","","False",0,50,5557,0.76,0.39,"True","False","False",73,9.36,"False",62,0.3,"False",49,280.06,"False",64,"False",48,0.71,"False",49,960,"False",69,1220,"False",74,730,"False",72,76.09,"False",67,78,"False",35,0,"False",77,7,"False",70,41,59,14,77,18,97,3,15,"False","False","False"
